Entity,Year,Deaths %,CO2 Emissions,CO2 Emissions Per Cap,Food Emissions,Total GHG,Consumption of Ozone,Shared CO2 Emissions,Transport,Death_rate_ambient_ozone_pol,Death_rate_household_air_pol,Death_rate_all_causes,Death_actual_ozone,Death_actual_particulate,Death_actual_household,Death_under5,Death_5-14,Death_50-69,Death_70+,Death_15-49,Urban%,Child Mortality,Population,GDP,Forest area
Albania,1991,17.61363627068305,4228256,1.2889,4011691.0,9030000.0,0.0,0.02,500000.0,4.360864516787555,98.11234817119478,46.05150509250044,73.71134752274386,949.1992760515816,2033.148496919582,172.4333124917265,5.975427046067641,271.6610915077165,512.1265721741477,60.71422035466722,36.7,3.93,119.225912408759,3496.58024610028,786850.0
Albania,1995,16.789055307843732,2066496,0.6638,4861321.1,7480000.0,43.4,0.01,600000.0,3.4202714719918457,81.76004256942717,37.76818513813268,63.41341693654107,828.0430022251096,1792.2079027279078,127.03593645616364,4.58040313409912,240.74048590766373,469.4066695027609,49.69292416096391,38.911,3.39,116.342481751825,4471.87106998715,779050.0
Albania,1996,16.58845124390368,1993216,0.6432,4569702.9,7280000.0,43.2,0.01,600000.0,3.0794137385235456,80.92313427137393,38.58567931000589,58.83253806480748,858.0665864519744,1795.573828936935,113.53747300874416,4.373679139281772,255.5604069454821,491.357876006208,52.0696894170652,39.473,3.26,115.621642335766,4909.22810492363,777100.0
Albania,1997,15.08136050029213,1531552,0.4941,4431656.699999999,6510000.0,45.2,0.01,500000.0,3.023884180076628,76.98482649811298,39.24379553186778,59.7821086053982,898.7000840977335,1757.484535400763,105.43414913989513,4.4140056780343935,269.4485175980995,521.1974856321617,57.98803465494103,40.035,3.1300000000000003,114.900766423358,4400.57782736551,775150.0
Albania,1998,15.96579619544565,1744064,0.5607,4344061.6,6810000.0,49.6,0.01,700000.0,2.600203729204464,72.16222021515709,40.05726583911774,53.19538725851162,943.5901457034554,1691.9030666009603,99.53073609617032,4.4936289880185125,280.4720215608964,547.3156683129425,64.97347800394029,40.601,2.99,114.179927007299,4819.38753360483,773200.0
Albania,1999,15.627983920194598,2975168,0.9528,5023923.6,7960000.0,56.2,0.01,1400000.0,2.20372879529524,68.40641518920158,41.24146812506112,46.39912109085871,977.62266033984,1608.6013068244995,87.62279985841919,4.2051667535503965,287.6102902485145,578.407696063114,66.17582850710035,41.169,2.8600000000000003,113.459051094891,5475.16913542593,771250.0
Albania,2000,15.26503546491271,3004480,0.9601,5101107.800000001,8400000.0,65.1,0.01,1500000.0,1.8039594874726967,63.70081895511686,41.53555984684368,39.06196562355324,997.1280414846398,1513.5129769046284,74.73174430070321,4.045594597376431,290.100814745843,598.9425869962964,68.36926646797525,41.741,2.72,112.738211678832,5893.13623256329,769300.0
Albania,2001,14.87054554122487,3220656,1.0291,4575924.399999999,9030000.0,70.2,0.01,1500000.0,1.6970640100903782,57.581144653321175,40.00224733324788,37.968166025377386,984.482396045772,1401.71054306228,64.58156655448342,3.639798321333529,283.2683761736691,603.9978812308896,66.96293979077304,42.435,2.58,111.685145985401,6441.85345238676,770577.0
Albania,2002,14.62721504292272,3748272,1.199,4684049.6,9720000.0,50.5,0.01,1800000.0,1.993635131916448,56.15543848776234,41.599325586245946,46.10591822354903,1047.2760453607505,1397.20009501594,56.92615865532407,3.490788435042102,299.407746853628,663.3415699794433,70.21569966086506,43.501,2.44,111.350729927007,6754.53600301332,771853.9999999999
Albania,2003,14.38826274910754,4231920,1.3572,4722376.1,10090000.0,38.0,0.02,1900000.0,2.2585201499226857,55.71071423380545,44.20072849051351,53.84593566894417,1138.0282637635655,1416.3761224866591,50.49126005876127,3.583396048826774,323.96050311638373,738.2230662057455,75.61597400278993,44.573,2.29,110.934890510949,7154.78482512179,773131.0000000001
Albania,2004,13.99610828703761,4103680,1.3217,4518229.5,10150000.0,36.6,0.01,2300000.0,2.2917147164684084,51.969795098647374,44.43116395208805,56.29611839168605,1170.9867044589346,1351.6506884091762,44.37899760229903,3.5896583077373307,330.71786040584635,769.6547768726415,78.94152966209762,45.651,2.14,110.472226277372,7580.62909108667,774408.0
Albania,2005,13.60177777203099,4198944,1.3603,4334797.199999999,9920000.0,14.3,0.01,2400000.0,2.076434079169087,47.43948941624547,43.64578615964516,52.39148461076256,1175.6241707208103,1260.617381019602,39.68583853672365,3.320410595644862,323.45981423127705,780.8731716595364,80.67642030839028,46.731,2.0,109.908284671533,8040.87871678112,775685.0
Albania,2006,13.10393621877028,3843536,1.2548,4936721.699999999,8750000.0,15.2,0.01,1900000.0,1.8031956228548496,41.52145861764052,41.61302239381702,46.85478738695884,1148.682176063557,1130.5729688194483,36.06790234645565,2.8345856135823992,308.1796847920723,771.5760174030858,76.87877329531914,47.815,1.85,109.21704379562,8569.19111251045,776962.0
Albania,2007,12.62515920983168,3828880,1.262,5025279.600000001,9060000.0,6.6,0.01,2100000.0,1.7026742445715617,36.12850970892303,40.090038215759854,45.82943208239312,1141.1297582797315,1014.9490435599206,32.83366504267168,2.2301453389508485,302.1388306418644,776.7576379326676,72.99891140596895,48.902,1.7100000000000002,108.394781021898,9150.51874704368,778238.9999999999
Albania,2008,12.27001805052704,4272224,1.4228,4437475.0,8530000.0,4.1,0.01,2300000.0,1.5590906026188045,33.034567958012566,40.89493988289629,43.59936794735725,1203.8376034854286,960.5585481467034,30.94818637738226,1.897666689430603,315.77160732400034,822.8149098083633,76.0046012336115,49.991,1.58,107.566204379562,9912.57724242974,779516.0000000001
Albania,2009,11.93326026581502,4253904,1.4308,4323953.1,8640000.0,5.4,0.01,2300000.0,1.3964965546936048,29.49455349066726,40.44777802444969,40.57143880035932,1230.2315927588734,886.7759880707225,28.89047156598681,1.6171180769980444,315.8694702659824,848.360561766466,76.06540988379949,51.076,1.4500000000000002,106.843759124088,10313.926441304,780793.0
Albania,2010,11.55165282063434,4448096,1.5088,4581993.8,8850000.0,6.5,0.01,2200000.0,1.1400151516082575,27.00723604154872,40.049588938674745,34.50897695147341,1261.9081489492207,842.0352180579582,27.195455785319023,1.3507127006650663,318.76967511390285,876.3871331905866,72.71414911022292,52.163,1.32,106.314635036496,10749.4874481658,782070.0
Albania,2011,11.27640652128524,5030672,1.7178,4699482.1,9290000.0,6.49,0.01,2300000.0,1.0831446454461788,25.55047754520783,40.040226285979095,34.17902141725245,1306.6213731972691,825.5127585839182,26.476736429828144,1.274821007291844,328.5183484938313,913.4486426957932,71.0818459877755,53.247,1.21,106.02901459854,11052.7904635136,783493.5
Albania,2012,10.98630651599224,4667936,1.6018,4543709.1,8950000.0,6.59,0.01,2300000.0,1.0870754314371602,24.11283306740953,39.40758572235985,35.681061610361354,1329.3137327609656,805.9287642068762,25.19744261620268,1.137276726716474,332.62285130669204,937.1859083773832,68.85131534433333,54.33,1.12,105.854051094891,11227.9944871972,784916.9999999999
Albania,2013,10.74092034899868,4928080,1.6971,4380111.1,9010000.0,5.67,0.01,2500000.0,1.084128612855207,22.962662513409484,38.89166472188889,37.00815257129487,1354.7897351694553,793.0440422179497,23.75085377135279,1.0225720300375718,337.74357930242013,962.5502667404752,66.7306158964671,55.387,1.04,105.660291970803,11361.2936763788,786340.5
Algeria,1991,10.9648086075255,78806834,2.9851,30806791.8,94850000.0,0.6,0.34,16900000.0,3.001524398238401,24.38124994497538,102.27198014210626,232.44534133217704,11454.254544837322,2799.435907593285,1662.3703094298407,57.48716693139773,3711.5161334672775,4779.471133457513,1475.8551428834608,52.871,4.8100000000000005,11.084529797543,8431.38854129605,1658200.0
Algeria,1993,11.03196447618001,81943970,2.9652,37226808.400000006,102030000.0,2364.8,0.36,17000000.0,2.881709146660876,18.46259998204056,103.68057527215754,247.2648709483533,12426.492244892082,2261.3896028062227,1620.6688269346478,55.857846662343896,4038.072566200328,5346.794770150035,1612.3631058930782,54.439,4.59,11.6030788415192,8027.37610689754,1640600.0
Algeria,1994,11.010945850129833,86147476,3.0534,35959859.6,99770000.0,2342.9,0.38,15500000.0,2.8327691300680806,16.061626806386208,104.80830011842862,254.08091746992105,12932.238643654777,2022.610512690872,1587.9002712003692,54.919255295150975,4177.535736395165,5663.349893996491,1702.6144042375151,55.219,4.48,11.8458677269559,7792.0843535331,1631800.0
Algeria,1995,11.04926857058247,94981417,3.3028,36251006.0,103960000.0,2519.9,0.4,15100000.0,2.962691097806613,13.91603623432409,105.45948302798708,276.9672722899399,13359.585125280562,1795.6188025500232,1545.9811278205875,54.64323490556192,4304.691251292558,5940.321772269082,1790.915011282692,55.997,4.36,12.0742767892381,7935.17901354383,1623000.0
