Entity,Year,Deaths %,CO2 Emissions,CO2 Emissions Per Cap,Food Emissions,Total GHG,Consumption of Ozone,Shared CO2 Emissions,Transport,Death_rate_ambient_ozone_pol,Death_rate_household_air_pol,Death_rate_all_causes,Death_actual_ozone,Death_actual_particulate,Death_actual_household,Death_under5,Death_5-14,Death_50-69,Death_70+,Death_15-49,Urban%,Child Mortality,Population,GDP,Forest area
Egypt,2004,15.51492154895192,149143319,2.0108,62998000.0,215210000.0,1644.2,0.52,31300000.0,4.068473592021191,1.7897231607496502,179.40600830765982,1283.0837370190084,70787.7757852702,712.6491768797791,8951.494352197413,412.7682477738746,27868.811731900387,26119.946411602647,8717.838778814916,42.981,3.75,74.5110984981667,8184.06580830494,61782.0
Egypt,2005,15.54281230372865,165043688,2.1853,67757900.0,234140000.0,1348.6,0.56,30800000.0,3.718595784784237,1.38909198748573,175.30393574736976,1207.0574349156166,70974.29302314552,566.6863370616455,8722.850291251323,413.9464425359187,28527.699035820435,25725.47038852791,8791.384299925478,43.027,3.58,75.8687789441961,8397.03244402289,62425.0
Egypt,2006,15.74244429761095,176019064,2.2897,69812900.0,243290000.0,1091.6,0.58,33500000.0,3.943255151022196,1.1363223012521952,173.53568570975398,1336.7142634661664,72623.03231564212,477.7230627836535,8524.892552474947,420.0185892108547,29902.636591113544,26026.58048949084,9085.61835681809,43.073,3.43,77.2250439499724,8814.14605018027,63068.00000000001
Egypt,2007,15.89189176970931,185907328,2.3764,71841900.0,259480000.00000003,860.8,0.59,37000000.0,3.9235778485562207,0.9250230069134114,171.78011313537226,1366.3774570564265,73622.24579757485,397.83062481269945,8461.693108769834,422.42472032391066,30481.78136593553,26502.8671745026,9119.856885099432,43.078,3.28,78.5897071676126,9274.97705396552,63711.00000000001
Egypt,2008,16.05592172480452,194763997,2.4457,74506400.0,271340000.0,726.2,0.61,39100000.0,3.881966919202953,0.7745671167610659,174.27529574111978,1386.9626739223577,76220.97964506505,339.7328471880124,8128.918139353933,417.31772083067625,32085.945358041103,27554.00166194221,9421.759438819428,43.058,3.14,80.0000813702346,9763.50444936789,64354.0
Egypt,2009,16.19458373554432,203169672,2.5041,74031700.0,274870000.0,789.5,0.64,41800000.0,3.738356015470604,0.6553050836277314,176.73772704051717,1375.1473836234147,79206.5376059468,294.35863632831354,7890.4052520068735,425.4832413696888,34030.56201502545,28399.94939515112,9835.285086016964,43.039,3.0,81.5056396604551,10031.0329555174,64997.0
Egypt,2010,16.266506508345728,200841483,2.4268,77404700.0,277420000.0,705.6,0.6,44800000.0,3.629500945772522,0.5554556724676446,176.24373028710215,1376.1635026286576,80812.6023855127,254.9803504745883,7214.018981825306,413.0184051295776,35507.60857544613,28892.353273876623,10161.766651863756,43.019,2.8800000000000003,83.1395288562962,10340.0732290684,65640.0
Egypt,2011,16.15965454861081,213026647,2.5202,81409700.0,283900000.0,488.78,0.62,46800000.0,3.794912527725256,0.4671483794414562,172.9245062975574,1480.701996726778,81163.1250613139,219.2307535558897,6683.184787605455,402.6437428399512,36180.33007847244,29105.857459241743,10271.810989881174,43.0,2.75,84.9156170576121,10302.4428451733,62196.00000000001
Egypt,2012,16.122437017519438,208718329,2.4151,83006900.0,294690000.0,630.18,0.6,50900000.0,3.582941541241256,0.4094528527290495,174.61093587083502,1432.595016661846,83444.20500989913,195.4525767630651,5898.550855893769,378.7719777188277,37927.20583470259,30097.00513498316,10575.2662232626,42.946,2.64,86.8172585262946,10301.1078078999,58751.99999999999
Egypt,2013,15.93784644171544,206949168,2.3409,75989300.0,292440000.0,352.2,0.59,51400000.0,3.4899459559679022,0.3408167597416949,167.32947849833667,1436.9323998018886,82093.36206385613,166.79281623195234,5412.25601730799,358.25901643542846,38064.41392359713,29302.31463589093,10393.05087042656,42.893,2.53,88.8087317293686,10290.191622314,55308.0
Egypt,2014,15.90622784542815,221668030,2.4514,76574000.0,297700000.0,326.29,0.62,53600000.0,3.214703956462499,0.2956490252689769,166.75608999598606,1364.83570803635,83654.17238819135,147.81706424754796,4782.211131878868,328.7068602867913,39612.89113039223,29939.694093565395,10355.504880104476,42.839,2.43,90.8379808126978,10353.6668042394,51864.0
El Salvador,1991,11.90826043827031,3154717,0.5905,5856924.1,8910000.0,425.7,0.01,1400000.0,1.5294488800894137,76.2468678623293,20.68686973933657,43.269607185789376,712.6279169242321,2674.725467800664,145.37446318965172,5.099161367490847,190.4164129227617,327.51591637215114,87.49157025796613,49.794,5.63,257.827702702703,5271.21773004281,714380.0
El Salvador,1992,12.15864094772804,3316777,0.6124,5959546.5,9330000.0,654.1,0.01,1600000.0,1.5989047794570717,75.49173081950448,21.18968590148968,47.120983662238494,746.7398798181475,2705.024822307885,142.49424072294073,5.120044055214182,203.01115487098988,350.03558249383525,93.19984133740556,50.315,5.32,261.405743243243,5563.93986422437,709880.0
El Salvador,1993,12.00325662210036,3975594,0.7241,5840178.899999999,9890000.0,481.7,0.02,1700000.0,1.5107673538514803,73.98491678893339,21.748840485527293,46.23846109988291,782.5944048792728,2703.3587470285297,139.62104098814066,4.807149292698528,210.3947296007778,374.73821070772175,99.2717353898178,51.417,5.0200000000000005,264.984459459459,5808.2027034374,705380.0
El Salvador,1994,11.78056609294268,4512672,0.8114,5995420.1,10530000.0,261.2,0.02,1900000.0,1.6463578313794722,71.71773925965731,22.20298088324451,52.22095242625238,815.3771540370487,2671.6506457040787,137.4641035827709,4.875736297817914,219.8624779306201,403.9450986654624,101.4506899866287,52.704,4.73,268.432239382239,6002.49490388378,700880.0
El Salvador,1995,11.43516208180026,4998356,0.888,5716509.0,10790000.0,336.4,0.02,2100000.0,1.6534001498400306,65.97748976281247,21.824607828033223,54.3093306063815,820.341276490164,2517.9670593816218,136.8314089204917,4.923897832311809,220.61327059459592,418.1229790406388,94.15905070850684,53.988,4.45,271.650675675676,6212.22753623654,696380.0
El Salvador,1996,11.23325017092149,4414490,0.7758,6157940.3,10700000.0,318.5,0.02,2100000.0,1.5711828842015012,61.65001084439813,22.0423617311522,53.427481777802505,848.0301589955127,2404.2049121892046,139.96714116122627,5.1222378850489685,222.8442217623316,442.4730002963236,91.05103966838324,55.268,4.18,274.611148648649,6195.50455428982,691880.0
El Salvador,1997,10.87814974989738,5415735,0.9425,6418279.7,11530000.0,284.7,0.02,2100000.0,1.394669662654689,58.27369128525866,23.72769319293867,49.016903305740215,928.8173922111032,2310.314981888548,143.1157487581472,5.567410887049567,244.99543275187,487.88259247485416,96.27311064492308,56.537,3.93,277.330501930502,6327.07563533724,687380.0
El Salvador,1998,10.52283095820946,5731188,0.9885,6012125.6,11580000.0,198.7,0.02,2300000.0,1.50537605991257,56.49413011664549,26.676809915652555,54.574909935344586,1057.4655249664488,2266.759725515813,145.06319833643502,6.256021835412748,289.8835792360952,564.1538193879945,106.68381610585584,57.8,3.69,279.814864864865,6437.34068701416,682880.0
El Salvador,1999,10.322245528949,5587859,0.956,6141335.899999999,11800000.0,114.7,0.02,2600000.0,1.5422466065737706,49.16071073491459,26.0232256677378,57.78088181808685,1052.5049433029365,2009.474770367611,139.3617647252534,6.404067612225544,286.79199132664417,575.8784455563218,101.84955590057992,58.357,3.4700000000000006,282.086583011583,6523.45884564135,678380.0
El Salvador,2000,9.97779516355122,5670975,0.9632,5964345.7,11660000.0,107.7,0.02,2500000.0,1.2911897192814186,45.20580114366837,26.244132014077564,50.06477197320262,1079.399995830471,1876.908699814521,130.50512943035378,6.034599143535261,291.8351174307465,596.5727272265251,104.51719457251455,58.912,3.28,284.166505791506,6548.6313703709,673880.0
El Salvador,2001,9.48559257138866,5857395,0.9883,6325562.1,12370000.0,121.2,0.02,2500000.0,1.542435885166428,42.03111832620967,25.68885184054592,61.88629624750715,1074.7773046254788,1771.8972442725158,117.61116067313408,5.577859251518741,290.21948776489546,620.2499899120154,103.00510327142318,59.464,3.1,286.052171814672,6562.53621306769,669380.0
El Salvador,2002,9.37516525898388,6069883,1.0181,6421470.1,12560000.0,108.1,0.02,2500000.0,1.4508654769050355,37.9854014783724,24.38049146812391,60.384198939892094,1041.4688840419467,1633.2772933236838,104.7343116227698,5.409429071608963,280.00505556394376,614.8525120485336,96.8517746749814,60.014,2.93,287.748021235521,6626.99299578067,664880.0
El Salvador,2003,9.02250863009227,6434851,1.0735,6306165.3,12930000.0,105.2,0.02,2700000.0,1.701631052471963,36.734788898213154,24.85087739823203,73.29112944241575,1081.7834026239277,1608.3147319691225,94.61599448635071,5.0147709386009325,295.8695258028332,659.524560497123,100.04968034143528,60.561,2.77,289.289333976834,6694.66220386984,660380.0
El Salvador,2004,8.77659896682871,6253812,1.0382,6550818.0,13020000.0,81.1,0.02,2800000.0,1.2237063012099725,35.92542001728871,25.548453945099208,54.31457648084708,1133.3773879663668,1601.721521309502,86.8333203226618,4.743507843241842,308.7518197038912,681.1405365819899,106.22277999542902,61.107,2.62,290.723986486486,6720.96649844551,655880.0
El Salvador,2005,8.5291015332619,6297707,1.0406,6623470.4,13540000.0,138.7,0.02,3100000.0,0.9067502865609328,34.36944429280318,25.711209476449337,41.3514998058693,1162.0654077886427,1560.094625807264,79.15562251052168,4.627771164466042,316.9735490727302,692.4585617430565,110.20140310373682,61.648,2.4800000000000004,292.090926640927,6870.62983910769,651380.0
El Salvador,2006,8.42667634337639,6717812,1.105,6750138.8,13840000.0,84.9,0.02,2900000.0,0.9374954603203242,32.937430990884934,25.94593140243921,43.90353872577796,1195.7962775873218,1523.62149740849,73.14347287696438,4.587146654387569,330.6076306707129,716.7281475325321,114.63341857850162,62.187,2.35,293.407094594595,7136.85528246641,646880.0
El Salvador,2007,8.31100704696582,6845580,1.1212,6774605.0,14450000.0,51.4,0.02,3200000.0,0.8097645115174785,31.21906524163847,25.69144050538278,39.04115349946416,1210.4124412565563,1475.3644565068307,67.42625208135406,4.309912915395596,333.64281558588425,730.2445577822033,113.8300563911836,62.774,2.23,294.68194980695,7238.19214441388,642380.0
El Salvador,2008,8.18699720042097,6404717,1.0445,6714915.600000001,13800000.0,25.4,0.02,3000000.0,0.7553613066906009,29.153276101781632,25.138395640150392,37.5840593091486,1213.6940888462102,1411.5702498001413,64.89721579164873,4.1429674197177695,330.1276592827573,740.3704219373572,111.73988372387852,63.678,2.12,295.934700772201,7392.84652175994,637880.0
El Salvador,2009,8.08806211229629,6312459,1.0251,6646079.2,13500000.0,11.9,0.02,3100000.0,0.5896926643759554,29.271743479939648,26.6484199098468,30.17185874879537,1315.9724328913435,1449.6458697295218,64.854292540898,4.353558859034885,359.99430056942373,794.1333426076417,122.80879706314046,64.57,2.02,297.185231660232,7208.16330903933,633380.0
El Salvador,2010,8.003125145063091,6318629,1.0218,6469576.4,13220000.0,11.5,0.02,3000000.0,0.6501487729189416,26.187447030908395,25.339934806364845,34.32585318420954,1283.4370188058383,1329.8669863431385,60.98952915660525,4.23959990040469,342.63377533317583,793.0606231088186,116.8393444910464,65.452,1.92,298.449662162162,7328.71990965521,628880.0
El Salvador,2011,7.95606154420221,6499405,1.0465,6217118.9,13020000.0,9.55,0.02,3100000.0,0.7676491125379632,24.965746067784696,26.70757371707612,41.71165673009659,1385.0794246049054,1298.3329511758386,60.92172772200031,3.8930165373006473,375.135406563084,858.175881062177,128.66504945043954,66.325,1.83,299.73778957529,7575.63973950405,624380.0
El Salvador,2012,7.252641585876731,6471882,1.0375,6511435.9,13200000.0,9.32,0.02,2700000.0,1.01999482793795,21.561183689332367,26.256054427419663,57.33243382694306,1398.873489355282,1152.2268950953842,62.81954062679727,3.43445787923316,375.8009220059376,893.9277729785796,120.22322969168054,67.187,1.74,301.058011583012,7754.68799218819,619880.0
El Salvador,2013,7.28460649355552,6094472,0.9726,6240233.800000001,12430000.0,8.08,0.02,2800000.0,1.082478386118095,20.309462887283363,28.761393273819763,62.75355275899194,1573.3223501610244,1114.481521731779,63.611855402021696,3.3220651144056883,419.684452050028,1016.405971461812,133.05155889175091,68.036,1.67,302.416795366795,7892.43695519397,615380.0
El Salvador,2014,7.195614350346579,6151155,0.9771,6521872.100000001,12700000.0,8.54,0.02,2800000.0,1.0652682473921096,19.152171570739142,31.99443233429221,63.17710649506554,1787.501689949694,1073.2054185159332,59.03839065494956,3.3366485453691004,481.32826667154137,1147.8322445967349,159.14324597616385,68.874,1.59,303.818725868726,7990.45957385618,610880.0
Estonia,1995,4.80376452363917,18212950,12.7094,6332611.6,15320000.0,765.0,0.08,1400000.0,0.389945180043547,17.034136949489586,35.974679404297845,7.821765753596823,709.1899757544279,334.03981326017373,4.294929881942909,0.1252372917941586,289.3392493364878,370.88513197467256,52.3671930231276,70.3,1.56,33.8908704883227,12738.0397427532,2222395.0
Estonia,1996,4.58039758516298,19134482,13.4965,6333324.5,16160000.0,-442.0,0.08,1500000.0,0.3940296580013119,14.13494557793148,30.929903792934653,7.88107810678824,610.1881630571511,277.378973230162,3.4038696095310272,0.1237572403911663,238.8410514812197,334.73756476133224,40.96299807146616,70.111,1.47,33.3945270110875,13565.4574200204,2225694.0
Estonia,1997,4.36605278929248,18645053,13.2265,6047250.0,15740000.0,56.0,0.08,1600000.0,0.3686562444905386,12.978896527000606,29.366044648676027,7.445776696824594,584.5360271597999,257.0265215428992,2.981716769617492,0.1137554541266182,225.810244530914,325.39933113498046,37.67675596698545,69.923,1.38,33.0156876621845,15511.2441834932,2228993.0
Estonia,1998,4.18638567441379,16916908,12.0289,6092372.9,15210000.0,55.7,0.07,1700000.0,0.3459862912382244,12.574344577809011,29.27740878481753,7.079738047111678,589.0555737565132,251.8318494583948,2.696370667064753,0.0993661050211973,224.66693389314867,331.22227257646625,37.450368561924186,69.733,1.2800000000000002,32.7000707714083,16339.1230488127,2232292.0
Estonia,1999,3.98582149376805,15911694,11.3349,5804494.3,13980000.0,57.8,0.06,1700000.0,0.2778785562197277,11.152826016886277,26.60779667246318,5.75027903328844,541.1164958774793,225.80079323183728,2.5977604232803464,0.0837944090195609,197.9038015316944,313.6756168121718,32.60580173460151,69.543,1.1900000000000002,32.7965086105214,16225.3530254419,2235591.0
Estonia,2000,3.84976027431246,15485187,11.0679,5881966.9,13550000.0,17.0,0.06,1600000.0,0.3370358409977475,10.327132974281588,25.38321190200721,7.0873831626499975,523.0626884762509,211.975255442274,2.418954200938736,0.0832013087287471,185.63132618039623,310.6193562518634,31.397233696973725,69.368,1.09,32.9555319650861,17778.9655754809,2238890.0
Estonia,2001,3.74263914860756,15866332,11.4004,6228316.399999999,21370000.0,1.3,0.06,2000000.0,0.391110523090402,9.910481910163137,25.37627270309515,8.323971297448017,528.3190137068976,205.55032072826955,2.2078479991714715,0.0793211994638349,186.61364797490648,315.81907058191666,31.92309724888689,69.242,1.01,32.7462845010616,18962.4768450013,2248603.0
Estonia,2002,3.6392569575254696,15348893,11.1004,6283665.5,21330000.0,1.8,0.06,2100000.0,0.4427202682797156,8.991801757033674,23.87013457875138,9.556940785770903,503.0351396790592,188.8456471456709,1.948240628296094,0.0675782700509649,174.3056248613477,306.8041181983531,29.46651850678257,69.116,0.92,32.5395140363293,20381.0715821163,2258316.0000000005
Estonia,2003,3.53568393338206,17234693,12.5535,6115610.7,23010000.0,3.8,0.06,2000000.0,0.409897714389565,8.251825231147828,22.616051901035185,9.004189378841726,483.2702799378656,175.8178941636479,1.93113439745846,0.0564018394369254,162.70173281499692,301.91796274525467,25.66723751956,68.989,0.8500000000000001,32.3359282849729,22061.2718205367,2268029.0
Ethiopia,1995,14.17303933776177,2505953,0.0439,86273496.0,107110000.0,48.6,0.01,1100000.0,1.7892278375200776,299.61223654871384,11.06411743270458,314.92445584731064,4051.775884698321,122669.42891119664,2140.170791910917,51.99358641055266,998.9000335223758,801.3318289395057,374.3040997622807,13.827,17.09,57.047906,676.58665877163,18893500.0
Ethiopia,1996,14.04892108549711,2794189,0.0475,82580853.1,104080000.0,47.7,0.01,1200000.0,1.5083622749368388,290.84067964994915,11.034868436189102,270.0497328752422,4084.235010175637,120833.48959308164,2133.4927592135864,51.89839954064445,984.6056975639976,804.0564026786022,380.2314840540488,14.006,16.44,58.883531,736.947794249504,18820500.0
Ethiopia,1997,13.99581443073944,2980158,0.0491,84202361.7,106800000.0,50.7,0.01,1300000.0,1.514378561067598,283.7870566491737,11.256588802458529,275.83920856944786,4201.669896176407,119103.74344732537,2166.941422667125,52.79378715828465,1010.9170408946114,848.778433963175,398.0784200626608,14.186,15.81,60.697443,737.329554291231,18747500.0
Ethiopia,1998,14.007019718664928,3147422,0.0504,91948620.2,116950000.0,61.8,0.01,1400000.0,1.5098029948837892,278.1200049729254,11.61831151277072,279.54758996750786,4365.871673225265,117527.92764775884,2224.1422545678925,55.25398653091455,1045.5479188674728,907.6296224490656,412.8454807774275,14.369,15.21,62.507724,691.216374522031,18674500.0
Ethiopia,1999,13.64732298960918,3094276,0.0481,92089173.4,117930000.0,56.2,0.01,1500000.0,1.6202003130885736,271.5531717938481,11.930785923673897,304.92040860917484,4521.187486584343,115845.59845660704,2283.717589967312,57.26300550601359,1082.4382506477205,977.828664851764,424.8603842207112,14.553,14.62,64.343008,706.164340219382,18601500.0
Ethiopia,2000,13.397967962447972,3462855,0.0523,84572447.9,111270000.0,58.0,0.01,1600000.0,1.194561922618943,261.548944019973,11.978377920235388,228.47104539565515,4574.962451905625,112716.0793600683,2298.440012971509,57.74339677469014,1047.2215506158616,979.9856377344344,420.04289920477663,14.74,14.03,66.224809,727.766684744805,18528500.0
Ethiopia,2001,13.83006098185339,4264586,0.0626,94635951.4,122340000.0,54.7,0.02,2000000.0,1.0014547916636098,251.1210532719253,11.870378980349264,194.72196382222376,4570.785139726608,109366.58230511528,2279.377213838537,58.42071921825358,1025.1405184808525,998.113557238673,404.4550947725151,14.927,13.43,68.159422,765.809379888096,18455500.0
Ethiopia,2002,13.88911959126828,4431687,0.0632,110554068.4,141710000.0,86.6,0.02,2100000.0,0.8379007950264749,242.88520727813847,11.80574656697279,165.9321336534595,4584.970780323579,106752.85544000572,2268.627471268895,59.41604329965944,1008.7135431419326,1021.778741551703,392.3671147148508,15.118,12.8,70.14209,755.43468922963,18382500.0
Ethiopia,2003,13.91393188559994,4870232,0.0675,106745255.1,136700000.0,39.7,0.02,2200000.0,0.91115827963742,234.9326420690415,11.777868804918295,183.7890113690273,4594.569544592802,103794.29741295936,2236.6251398429813,59.50429534681118,1022.265724440877,1070.723247320554,389.24014901060366,15.31,12.16,72.170581,718.333023905387,18309500.0
Ethiopia,2004,14.00195217964944,5158551,0.0695,107559184.3,138170000.0,23.7,0.02,2300000.0,1.0241578911887197,227.02216353653904,11.803799752135497,210.62534386218127,4613.965333988982,100492.8688712988,2197.305862804386,59.954058513813216,1045.8725302498476,1130.9426452599098,390.51558102321,15.504,11.52,65.7414797928515,793.093753452204,18236500.0
Ethiopia,2005,14.232745119888248,4956129,0.0649,101413784.2,132560000.0,22.0,0.02,2200000.0,1.3117107495215277,219.91401818350425,11.908434501976824,275.2540329974431,4729.524671121258,98975.9062434222,2247.4969341073324,62.101293081509816,1076.8382373215318,1223.5477852622037,394.7944543461261,15.7,10.88,67.6039211946276,862.35534188426,18163500.0
Ethiopia,2006,14.362036960259331,5318177,0.0678,114705106.9,144580000.0,13.1,0.02,2300000.0,1.7704749660026664,210.63801952583484,12.175280085887128,381.1104396670135,4894.15859276404,95934.2199195297,2295.7731496810834,63.29691492844585,1144.6338820805763,1363.2244220954792,408.34066364547056,15.899,10.28,69.5016453275475,929.694443425612,18090500.0
Ethiopia,2007,14.58892121395058,5839596,0.0724,112884019.9,144730000.0,5.0,0.02,2600000.0,1.835906478915838,200.9863654000968,12.65024681230593,405.6110980138493,5180.449632507895,93141.5899517727,2423.102086691671,66.14438778862898,1192.3627051275105,1483.992605537086,420.4589453768464,16.116,9.71,71.438280839387,1008.13532290967,18017500.0
Ethiopia,2008,14.76362655892269,6417597,0.0774,125275076.6,157420000.0,4.3,0.02,2600000.0,1.4692574843078423,191.27985857782448,13.23835247304929,333.73249658748944,5511.971921068921,89981.32813654248,2555.2608605817727,67.77529782158084,1223.8423320160548,1564.5462272482396,434.2796999887628,16.51,9.17,73.4244999329019,1086.69947540926,17944500.0
Ethiopia,2009,14.823307529449082,6453445,0.0757,127356233.2,160680000.0,2.1,0.02,2800000.0,1.054875113819426,181.8940339018617,13.859424129441372,246.3386458382032,5823.483529481188,86235.41205988638,2636.2865856149183,69.3507827536576,1259.0203444288134,1652.670634167377,452.4938283546235,16.91,8.67,75.4769442260609,1150.20604388024,17871500.0
Ethiopia,2010,14.88839375221668,6336871,0.0723,132122806.4,164860000.0,11.0,0.02,2900000.0,1.0751398985073632,173.22867513027572,14.348632190579352,258.24729291202834,6066.128741192945,82520.76138584614,2671.4615943537606,67.88382939813143,1313.1990361335938,1802.0391520433693,469.7924221761106,17.319,8.200000000000001,77.6087666681226,1259.02258051063,17798500.0
Ethiopia,2011,15.02701904102135,7402480,0.0821,123316705.2,150380000.0,11.28,0.02,3000000.0,1.284710863967886,166.88297113163856,14.869042816518228,318.9635147539245,6361.29592842957,80288.734275378,2727.8908583241155,67.00771279385954,1399.3471647306062,1996.362441078752,489.6512662561569,17.735,7.76,79.8257902665678,1360.93852243609,17725500.0
Ethiopia,2012,15.056578190154,8108686,0.0874,135163950.2,166220000.0,10.8,0.02,3400000.0,1.4260186250753883,160.63239420581513,15.3695180966357,366.0849390785467,6623.679641915416,77667.95095420982,2734.805257075622,64.56577328759097,1485.6357629518675,2190.952420638902,513.8053670399789,18.16,7.340000000000001,82.1167304937433,1437.37660668157,17652500.0
Ethiopia,2013,15.01401470631758,9781029,0.1025,142453045.8,177130000.0,5.46,0.03,4000000.0,1.5402768561033189,154.52788995774762,15.82540016950338,408.3171633189879,6881.062926429229,75203.8723663963,2733.644415674003,63.04382221102352,1571.134969633957,2381.432140506468,540.1247417227625,18.575,6.95,84.4710832872732,1545.17795600731,17579500.0
Finland,1990,2.71798776537691,56968380,11.4023,29566814.1,45100000.0,2615.0,0.25,11700000.0,0.2745837126892066,0.3560434105836142,19.02455444367252,20.0789267079816,1345.0521591697675,25.15185645843088,8.18733410902738,0.101275217817129,417.0175666982116,861.2623814003301,78.56252845236256,79.367,0.67,16.3709609639187,32939.3832880618,21875330.0
Finland,1991,2.62054798560792,55230404,11.004,28877614.1,45070000.0,1718.3,0.24,11400000.0,0.3461648559703879,0.317346280685514,17.849984706550455,25.81631900115943,1287.1325679477984,22.869441230072017,8.052226339818118,0.0955710469261147,391.8828865468776,839.0695085379798,73.84869447735905,79.843,0.6400000000000001,16.4606191930136,30831.6088058571,21932361.0
Finland,1992,2.5365837368237503,54284403,10.7602,28082714.1,41930000.0,927.5,0.24,11400000.0,0.4078303017779343,0.2875589330081952,17.018217331878006,30.982148287387467,1250.0881681713945,21.11995792426257,7.229935935215235,0.0907263815386753,369.0800223021888,834.9781378595279,69.69149398031102,80.128,0.61,16.5533733871762,29648.7439434243,21989392.000000004
Finland,1993,2.45409599392624,56348154,11.1101,28114014.1,43180000.0,1144.0,0.25,11100000.0,0.4820174311964014,0.2586295248375686,16.09958490437304,37.23927237522042,1203.260226136445,19.33550439699388,6.322282820367911,0.0836097023888185,345.4603925403805,824.1532575599493,64.4799558885793,80.409,0.58,16.6336616435208,29310.3070704183,22046423.0
Finland,1994,2.34318145718245,61711042,12.1071,28825818.9,49810000.0,593.4,0.27,11600000.0,0.4271458807878409,0.2251935052708086,14.752124434161894,33.51733659990801,1119.7245125152754,17.098835408968668,6.000329594866106,0.0755722101737442,314.5344401490555,772.316316283168,60.31519087792012,80.688,0.54,16.7055156111494,30340.8238404135,22103454.0
Gabon,1991,11.80797632314183,4521703,4.6339,3921695.7,8940000.0,10.4,0.02,400000.0,0.2565454359858838,126.9087989589215,49.465353320672406,1.1880548449120172,313.70647469583093,819.5364441699504,78.68915171532596,1.897246393866162,103.42272537368072,105.26572564716577,25.6196804107046,70.462,9.090000000000002,3.7869561842667,18770.6037317334,23755458.0
Gabon,1993,11.04586172334201,4974695,4.8309,3836045.7,9160000.0,14.2,0.02,400000.0,0.2383336901934525,110.19051462745868,53.84125581348742,1.1486723100523113,352.9279554418908,736.1830564514343,86.99291728970948,1.943057446360228,114.5924442679274,121.15925423499722,29.38895451294861,72.999,8.940000000000001,3.9964644700586,17917.2191929917,23743134.0
Gabon,1994,10.734658978289389,4374933,4.138,3660355.7,8880000.0,13.6,0.02,300000.0,0.2197494586691143,103.95916937557242,56.90890272867237,1.0797337576165955,378.0647284367636,703.860858170964,91.24022287531407,2.011180399500651,123.00004654712497,130.62613631030072,32.26687606213992,73.921,8.88,4.10312415104591,18099.3957168527,23736972.0
Gabon,1995,10.514436987861831,4606046,4.2454,3785161.4,8700000.0,9.3,0.02,300000.0,0.2244504393622095,98.38146107694638,60.53928832368345,1.1242878096300457,406.7642009406079,673.765028482483,95.02732674633764,2.184653101010339,132.95306888189913,141.4889195438331,36.23452047715819,74.797,8.83,4.2106221135561,18514.5679788508,23730810.0
Gabon,1996,10.1384904267058,4754184,4.2717,3332543.2,7930000.0,13.5,0.02,300000.0,0.1817987706743432,92.06138730626796,63.9586945365262,0.926485867721499,435.0852826895166,638.0900708172197,99.47980681022602,2.174845826541644,141.89896397562148,152.65896331006638,39.7991886347826,75.654,8.78,4.31926107036132,18703.1666511865,23724648.0
Gabon,1997,9.9023718224466,4774817,4.1835,3174995.0,7770000.0,14.0,0.02,400000.0,0.1710272463306832,84.22644195820091,66.70235640150469,0.8857184895995953,460.8465698718679,593.0946598087388,105.097659879728,2.330777335162042,148.27643414867237,162.80545376427975,43.22196323362531,76.49,8.72,4.42943299569216,19284.5301762362,23718486.0
Gabon,1998,9.59809514724582,4956206,4.2359,3152971.0,7590000.0,14.0,0.02,400000.0,0.1582673457672984,77.34921448936417,69.77032921518152,0.8330959745535487,488.9531999443705,552.5787480704861,110.81176735922256,2.36204417932377,156.0426958343335,174.16513208091064,46.404656465134,77.306,8.65,4.54092831916793,19465.2452778791,23712324.0
Gabon,1999,9.27492917478915,4788392,3.9935,3008817.4,7210000.0,9.7,0.02,400000.0,0.183256840609048,71.27811362739214,72.53427979222046,0.978218156195687,514.1572122725289,515.1636797053046,115.98217519397768,2.248831545455664,161.91897034946672,185.565899316476,49.41955402334736,78.102,8.540000000000001,4.65346373268134,17297.8060053767,23706162.0
Gabon,2000,9.05836292200494,4668567,3.8007,2696652.6,6820000.0,16.2,0.02,300000.0,0.0914467484678494,66.54646539114667,75.37804386679429,0.495361176176851,539.7637354674293,486.0089755285874,119.2906925528828,2.296286378650064,167.73860114759646,196.47296896567528,54.46054759880206,78.879,8.4,4.76717894981954,16567.2456051163,23700000.0
Gabon,2001,8.83391099745154,4771911,3.7932,2834150.1,6800000.0,8.4,0.02,400000.0,0.061279548152316,61.93984919363573,76.87354938655875,0.3373059144163375,556.8446164518019,457.3626264085846,118.91100575545038,2.34833772783709,175.24320946655044,203.75861043658315,56.92075897979685,79.633,8.23,4.88224473163348,16522.1973634649,23694941.000000004
Gabon,2002,8.60869921070865,4543849,3.527,3022528.3,6650000.0,6.9,0.02,400000.0,0.0386546511864947,56.68154599783264,76.77177911969319,0.2158499681697379,563.4698709547148,423.9256317894046,118.85812131347782,2.452760403301348,176.72223848277312,208.6237709691177,57.02882975421466,80.368,8.05,4.99984476268095,16093.405140168,23689882.0
Gabon,2003,8.44098498684566,4614161,3.4957,3258710.4,6870000.0,6.9,0.02,400000.0,0.0749526595240169,52.94217046661978,78.0663161125063,0.4262497721464343,580.3947641010282,400.5334062807356,119.25355699112085,2.4563798021112886,184.01563824597628,215.7424379178875,59.35300091607971,81.083,7.859999999999999,5.12262195831878,16060.6875826795,23684823.0
