Entity,Code,Year,"Transport (CAIT, 2020)"
Eritrea,ERI,2016,200000
Estonia,EST,1990,2400000
Estonia,EST,1991,2200000
Estonia,EST,1992,1100000
Estonia,EST,1993,1200000
Estonia,EST,1994,1400000
Estonia,EST,1995,1400000
Estonia,EST,1996,1500000
Estonia,EST,1997,1600000
Estonia,EST,1998,1700000
Estonia,EST,1999,1700000
Estonia,EST,2000,1600000
Estonia,EST,2001,2000000
Estonia,EST,2002,2100000
Estonia,EST,2003,2000000
Estonia,EST,2004,2000000
Estonia,EST,2005,2100000
Estonia,EST,2006,2300000
Estonia,EST,2007,2400000
Estonia,EST,2008,2400000
Estonia,EST,2009,2100000
Estonia,EST,2010,2200000
Estonia,EST,2011,2200000
Estonia,EST,2012,2300000
Estonia,EST,2013,2200000
Estonia,EST,2014,2200000
Estonia,EST,2015,2300000
Estonia,EST,2016,2400000
Ethiopia,ETH,1990,900000
Ethiopia,ETH,1991,900000
Ethiopia,ETH,1992,700000
Ethiopia,ETH,1993,900000
Ethiopia,ETH,1994,1000000
Ethiopia,ETH,1995,1100000
Ethiopia,ETH,1996,1200000
Ethiopia,ETH,1997,1300000
Ethiopia,ETH,1998,1400000
Ethiopia,ETH,1999,1500000
Ethiopia,ETH,2000,1600000
Ethiopia,ETH,2001,2000000
Ethiopia,ETH,2002,2100000
Ethiopia,ETH,2003,2200000
Ethiopia,ETH,2004,2300000
Ethiopia,ETH,2005,2200000
Ethiopia,ETH,2006,2300000
Ethiopia,ETH,2007,2600000
Ethiopia,ETH,2008,2600000
Ethiopia,ETH,2009,2800000
Ethiopia,ETH,2010,2900000
Ethiopia,ETH,2011,3000000
Ethiopia,ETH,2012,3400000
Ethiopia,ETH,2013,4000000
Ethiopia,ETH,2014,4400000
Ethiopia,ETH,2015,4900000
Ethiopia,ETH,2016,5300000
European Union (27),,1990,643200000
European Union (27),,1991,651600000
European Union (27),,1992,669500000
European Union (27),,1993,674700000
European Union (27),,1994,679300000
European Union (27),,1995,687600000
European Union (27),,1996,710300000
European Union (27),,1997,721600000
European Union (27),,1998,750900000
European Union (27),,1999,769000000
European Union (27),,2000,768400000
European Union (27),,2001,782400000
European Union (27),,2002,790300000
European Union (27),,2003,804800000
European Union (27),,2004,824100000
European Union (27),,2005,823900000
European Union (27),,2006,835900000
European Union (27),,2007,844800000
European Union (27),,2008,827400000
European Union (27),,2009,800900000
European Union (27),,2010,794900000
European Union (27),,2011,783400000
European Union (27),,2012,753000000
European Union (27),,2013,746700000
European Union (27),,2014,754400000
European Union (27),,2015,769400000
European Union (27),,2016,789000000
Finland,FIN,1990,11700000
Finland,FIN,1991,11400000
Finland,FIN,1992,11400000
Finland,FIN,1993,11100000
Finland,FIN,1994,11600000
Finland,FIN,1995,11400000
Finland,FIN,1996,11100000
Finland,FIN,1997,11700000
Finland,FIN,1998,11900000
Finland,FIN,1999,12200000
Finland,FIN,2000,11700000
Finland,FIN,2001,11900000
Finland,FIN,2002,12100000
Finland,FIN,2003,12300000
Finland,FIN,2004,12600000
Finland,FIN,2005,12600000
Finland,FIN,2006,12800000
Finland,FIN,2007,13100000
Finland,FIN,2008,12500000
Finland,FIN,2009,12000000
Finland,FIN,2010,12500000
Finland,FIN,2011,12300000
Finland,FIN,2012,12000000
Finland,FIN,2013,11900000
Finland,FIN,2014,10800000
Finland,FIN,2015,10900000
Finland,FIN,2016,12400000
France,FRA,1990,113500000
France,FRA,1991,116800000
France,FRA,1992,119400000
France,FRA,1993,120500000
France,FRA,1994,121400000
France,FRA,1995,122300000
France,FRA,1996,122100000
France,FRA,1997,124600000
France,FRA,1998,129100000
France,FRA,1999,129500000
France,FRA,2000,132500000
France,FRA,2001,134199999.99999999
France,FRA,2002,134100000
France,FRA,2003,132800000.00000001
France,FRA,2004,133100000
France,FRA,2005,130800000.00000001
France,FRA,2006,131100000
France,FRA,2007,130300000.00000001
France,FRA,2008,124300000
France,FRA,2009,122900000
France,FRA,2010,123300000
France,FRA,2011,122800000
France,FRA,2012,121800000
France,FRA,2013,121000000
France,FRA,2014,121100000
France,FRA,2015,122200000
France,FRA,2016,121900000
Gabon,GAB,1990,300000
Gabon,GAB,1991,400000
Gabon,GAB,1992,400000
Gabon,GAB,1993,400000
Gabon,GAB,1994,300000
Gabon,GAB,1995,300000
Gabon,GAB,1996,300000
Gabon,GAB,1997,400000
Gabon,GAB,1998,400000
Gabon,GAB,1999,400000
Gabon,GAB,2000,300000
Gabon,GAB,2001,400000
Gabon,GAB,2002,400000
Gabon,GAB,2003,400000
Gabon,GAB,2004,400000
Gabon,GAB,2005,400000
Gabon,GAB,2006,400000
Gabon,GAB,2007,400000
Gabon,GAB,2008,400000
Gabon,GAB,2009,400000
Gabon,GAB,2010,600000
Gabon,GAB,2011,700000
Gabon,GAB,2012,800000
Gabon,GAB,2013,800000
Gabon,GAB,2014,800000
Gabon,GAB,2015,800000
Gabon,GAB,2016,800000
Georgia,GEO,1990,3700000
Georgia,GEO,1991,2800000
Georgia,GEO,1992,2300000
Georgia,GEO,1993,2000000
Georgia,GEO,1994,1500000
Georgia,GEO,1995,1000000
Georgia,GEO,1996,2500000
Georgia,GEO,1997,1900000
Georgia,GEO,1998,1200000
Georgia,GEO,1999,1100000
Georgia,GEO,2000,1000000
Georgia,GEO,2001,1200000
Georgia,GEO,2002,1200000
Georgia,GEO,2003,1200000
Georgia,GEO,2004,1200000
Georgia,GEO,2005,1500000
Georgia,GEO,2006,1600000
Georgia,GEO,2007,2100000
Georgia,GEO,2008,1700000
Georgia,GEO,2009,2200000
Georgia,GEO,2010,2300000
Georgia,GEO,2011,2300000
Georgia,GEO,2012,2500000
Georgia,GEO,2013,2800000
Georgia,GEO,2014,3300000
Georgia,GEO,2015,3600000
Georgia,GEO,2016,4099999.9999999995
Germany,DEU,1990,158600000
Germany,DEU,1991,161500000
Germany,DEU,1992,164100000
Germany,DEU,1993,168700000
Germany,DEU,1994,166000000
Germany,DEU,1995,167900000
Germany,DEU,1996,169100000
Germany,DEU,1997,169800000
Germany,DEU,1998,172800000
Germany,DEU,1999,177700000
Germany,DEU,2000,173500000
Germany,DEU,2001,169500000
Germany,DEU,2002,167100000
Germany,DEU,2003,164000000
Germany,DEU,2004,164000000
Germany,DEU,2005,155600000
Germany,DEU,2006,153500000
Germany,DEU,2007,148400000
Germany,DEU,2008,148900000
Germany,DEU,2009,147100000
Germany,DEU,2010,148100000
Germany,DEU,2011,149900000
Germany,DEU,2012,148500000
Germany,DEU,2013,152400000
Germany,DEU,2014,154600000
Germany,DEU,2015,157600000
Germany,DEU,2016,161000000
Ghana,GHA,1990,1600000
Ghana,GHA,1991,1500000
Ghana,GHA,1992,1800000
Ghana,GHA,1993,1800000
Ghana,GHA,1994,1900000
Ghana,GHA,1995,2000000
Ghana,GHA,1996,2200000
Ghana,GHA,1997,2300000
Ghana,GHA,1998,2800000
Ghana,GHA,1999,3100000
Ghana,GHA,2000,2900000
Ghana,GHA,2001,2900000
Ghana,GHA,2002,3400000
Ghana,GHA,2003,3100000
Ghana,GHA,2004,3600000
Ghana,GHA,2005,3600000
Ghana,GHA,2006,3600000
Ghana,GHA,2007,3800000
Ghana,GHA,2008,3700000
Ghana,GHA,2009,5000000
Ghana,GHA,2010,5100000
Ghana,GHA,2011,5700000
Ghana,GHA,2012,6800000
Ghana,GHA,2013,7200000
Ghana,GHA,2014,7300000
Ghana,GHA,2015,7900000
Ghana,GHA,2016,7300000
Greece,GRC,1990,15100000
Greece,GRC,1991,15900000
Greece,GRC,1992,16300000
Greece,GRC,1993,16500000
Greece,GRC,1994,16600000.000000002
Greece,GRC,1995,16700000
Greece,GRC,1996,17200000
Greece,GRC,1997,17800000
Greece,GRC,1998,19400000
Greece,GRC,1999,19600000
Greece,GRC,2000,19100000
Greece,GRC,2001,19800000
Greece,GRC,2002,20000000
Greece,GRC,2003,21000000
Greece,GRC,2004,21400000
Greece,GRC,2005,21800000
Greece,GRC,2006,22300000
Greece,GRC,2007,22900000
Greece,GRC,2008,22200000
Greece,GRC,2009,24800000
Greece,GRC,2010,22000000
Greece,GRC,2011,19600000
Greece,GRC,2012,16399999.999999998
Greece,GRC,2013,16300000
Greece,GRC,2014,16300000
Greece,GRC,2015,16700000
Greece,GRC,2016,17200000
Guatemala,GTM,1990,1700000
Guatemala,GTM,1991,1800000
Guatemala,GTM,1992,1900000
Guatemala,GTM,1993,2000000
Guatemala,GTM,1994,2200000
Guatemala,GTM,1995,2700000
Guatemala,GTM,1996,2700000
Guatemala,GTM,1997,2900000
Guatemala,GTM,1998,3400000
Guatemala,GTM,1999,3600000
Guatemala,GTM,2000,3800000
Guatemala,GTM,2001,4099999.9999999995
Guatemala,GTM,2002,4400000
Guatemala,GTM,2003,4900000
Guatemala,GTM,2004,4700000
Guatemala,GTM,2005,5100000
Guatemala,GTM,2006,5200000
Guatemala,GTM,2007,5500000
Guatemala,GTM,2008,5000000
Guatemala,GTM,2009,5600000
Guatemala,GTM,2010,5700000
Guatemala,GTM,2011,5600000
Guatemala,GTM,2012,5600000
Guatemala,GTM,2013,5900000
Guatemala,GTM,2014,6500000
Guatemala,GTM,2015,7400000
Guatemala,GTM,2016,8000000
Haiti,HTI,1990,400000
Haiti,HTI,1991,400000
Haiti,HTI,1992,400000
Haiti,HTI,1993,400000
Haiti,HTI,1994,100000
Haiti,HTI,1995,500000
Haiti,HTI,1996,600000
Haiti,HTI,1997,600000
Haiti,HTI,1998,600000
Haiti,HTI,1999,700000
Haiti,HTI,2000,700000
Haiti,HTI,2001,800000
Haiti,HTI,2002,800000
Haiti,HTI,2003,800000
Haiti,HTI,2004,1100000
Haiti,HTI,2005,1200000
Haiti,HTI,2006,1200000
Haiti,HTI,2007,1300000
Haiti,HTI,2008,1300000
Haiti,HTI,2009,1300000
Haiti,HTI,2010,1100000
Haiti,HTI,2011,1100000
Haiti,HTI,2012,1000000
Haiti,HTI,2013,900000
Haiti,HTI,2014,1200000
Haiti,HTI,2015,1400000
Haiti,HTI,2016,1400000
Honduras,HND,1990,1000000
Honduras,HND,1991,1000000
Honduras,HND,1992,1200000
Honduras,HND,1993,1300000
Honduras,HND,1994,1500000
Honduras,HND,1995,1500000
Honduras,HND,1996,1500000
Honduras,HND,1997,1600000
Honduras,HND,1998,1800000
Honduras,HND,1999,2100000
Honduras,HND,2000,2100000
Honduras,HND,2001,2300000
Honduras,HND,2002,2300000
Honduras,HND,2003,2300000
Honduras,HND,2004,2300000
Honduras,HND,2005,2300000
Honduras,HND,2006,2200000
Honduras,HND,2007,3200000
Honduras,HND,2008,3000000
Honduras,HND,2009,3100000
Honduras,HND,2010,3100000
Honduras,HND,2011,3200000
Honduras,HND,2012,3300000
Honduras,HND,2013,3300000
Honduras,HND,2014,3500000
Honduras,HND,2015,4099999.9999999995
Honduras,HND,2016,4099999.9999999995
Hungary,HUN,1990,8400000
Hungary,HUN,1991,7400000
Hungary,HUN,1992,7100000
Hungary,HUN,1993,7100000
Hungary,HUN,1994,6900000
Hungary,HUN,1995,7100000
Hungary,HUN,1996,7100000
Hungary,HUN,1997,7500000
Hungary,HUN,1998,8400000
Hungary,HUN,1999,8900000
Hungary,HUN,2000,8900000
Hungary,HUN,2001,9300000
Hungary,HUN,2002,10000000
Hungary,HUN,2003,10400000
Hungary,HUN,2004,10900000
Hungary,HUN,2005,11800000
Hungary,HUN,2006,12600000
Hungary,HUN,2007,13000000
Hungary,HUN,2008,12900000
Hungary,HUN,2009,12800000
Hungary,HUN,2010,11600000
Hungary,HUN,2011,10800000
Hungary,HUN,2012,10500000
Hungary,HUN,2013,9800000
Hungary,HUN,2014,10900000
Hungary,HUN,2015,11900000
Hungary,HUN,2016,12200000
Iceland,ISL,1990,600000
Iceland,ISL,1991,600000
Iceland,ISL,1992,600000
Iceland,ISL,1993,600000
Iceland,ISL,1994,700000
Iceland,ISL,1995,600000
Iceland,ISL,1996,700000
Iceland,ISL,1997,600000
Iceland,ISL,1998,600000
Iceland,ISL,1999,600000
Iceland,ISL,2000,600000
Iceland,ISL,2001,600000
Iceland,ISL,2002,600000
Iceland,ISL,2003,600000
Iceland,ISL,2004,700000
Iceland,ISL,2005,700000
Iceland,ISL,2006,900000
Iceland,ISL,2007,1000000
Iceland,ISL,2008,900000
Iceland,ISL,2009,900000
Iceland,ISL,2010,800000
Iceland,ISL,2011,800000
Iceland,ISL,2012,800000
Iceland,ISL,2013,800000
Iceland,ISL,2014,800000
Iceland,ISL,2015,800000
Iceland,ISL,2016,900000
India,IND,1990,64400000.00000001
India,IND,1991,66900000.00000001
India,IND,1992,68500000
India,IND,1993,68600000
India,IND,1994,70800000
India,IND,1995,78300000
India,IND,1996,83800000
India,IND,1997,85800000
India,IND,1998,88800000
India,IND,1999,93300000
India,IND,2000,95100000
India,IND,2001,94900000
India,IND,2002,97700000
India,IND,2003,99500000
India,IND,2004,108000000
India,IND,2005,114700000
India,IND,2006,119700000
India,IND,2007,141800000
India,IND,2008,162000000
India,IND,2009,177300000
India,IND,2010,191300000
India,IND,2011,207200000
India,IND,2012,219200000
India,IND,2013,223700000
India,IND,2014,233000000
India,IND,2015,254500000
India,IND,2016,265300000
Indonesia,IDN,1990,32200000.000000004
Indonesia,IDN,1991,35900000
Indonesia,IDN,1992,37900000
Indonesia,IDN,1993,40500000
Indonesia,IDN,1994,45400000
Indonesia,IDN,1995,49300000
Indonesia,IDN,1996,54600000
Indonesia,IDN,1997,60700000
Indonesia,IDN,1998,59200000
Indonesia,IDN,1999,58800000
Indonesia,IDN,2000,62700000
Indonesia,IDN,2001,66800000
Indonesia,IDN,2002,68000000
Indonesia,IDN,2003,69300000
Indonesia,IDN,2004,70800000
Indonesia,IDN,2005,70600000
Indonesia,IDN,2006,67200000
Indonesia,IDN,2007,68700000
Indonesia,IDN,2008,73000000
Indonesia,IDN,2009,82700000
Indonesia,IDN,2010,90800000
Indonesia,IDN,2011,110000000
Indonesia,IDN,2012,131199999.99999999
Indonesia,IDN,2013,137800000
Indonesia,IDN,2014,138200000
Indonesia,IDN,2015,124100000
Indonesia,IDN,2016,134500000
Iran,IRN,1990,39200000
Iran,IRN,1991,42300000
Iran,IRN,1992,44200000
Iran,IRN,1993,49800000
Iran,IRN,1994,56800000
Iran,IRN,1995,55700000
Iran,IRN,1996,59900000
Iran,IRN,1997,61300000
Iran,IRN,1998,63700000
Iran,IRN,1999,71200000
Iran,IRN,2000,76500000
Iran,IRN,2001,80300000
Iran,IRN,2002,86600000
Iran,IRN,2003,91400000
Iran,IRN,2004,97000000
Iran,IRN,2005,104900000
Iran,IRN,2006,111100000
Iran,IRN,2007,110500000
Iran,IRN,2008,115200000
Iran,IRN,2009,125200000
Iran,IRN,2010,116700000
Iran,IRN,2011,116900000
Iran,IRN,2012,121600000
Iran,IRN,2013,126000000
Iran,IRN,2014,138700000
Iran,IRN,2015,136600000
Iran,IRN,2016,130600000
Iraq,IRQ,1990,21800000
Iraq,IRQ,1991,18400000
Iraq,IRQ,1992,23300000
Iraq,IRQ,1993,24500000
Iraq,IRQ,1994,24800000
Iraq,IRQ,1995,24700000
Iraq,IRQ,1996,24200000
Iraq,IRQ,1997,23800000
Iraq,IRQ,1998,24200000
Iraq,IRQ,1999,24200000
Iraq,IRQ,2000,26400000
Iraq,IRQ,2001,28800000
Iraq,IRQ,2002,27800000
Iraq,IRQ,2003,21600000
Iraq,IRQ,2004,24100000
Iraq,IRQ,2005,26000000
Iraq,IRQ,2006,25900000
Iraq,IRQ,2007,25900000
Iraq,IRQ,2008,24700000
Iraq,IRQ,2009,25400000
Iraq,IRQ,2010,28000000
Iraq,IRQ,2011,33000000
Iraq,IRQ,2012,35700000
Iraq,IRQ,2013,35400000
Iraq,IRQ,2014,29000000
Iraq,IRQ,2015,24900000
Iraq,IRQ,2016,25300000
Ireland,IRL,1990,4900000
Ireland,IRL,1991,5100000
Ireland,IRL,1992,5500000
Ireland,IRL,1993,5500000
Ireland,IRL,1994,5800000
Ireland,IRL,1995,5900000
Ireland,IRL,1996,6900000
Ireland,IRL,1997,7300000
Ireland,IRL,1998,8600000
Ireland,IRL,1999,9600000
Ireland,IRL,2000,10400000
Ireland,IRL,2001,10900000
Ireland,IRL,2002,11100000
Ireland,IRL,2003,11300000
Ireland,IRL,2004,12000000
Ireland,IRL,2005,12800000
Ireland,IRL,2006,14000000
Ireland,IRL,2007,14500000
Ireland,IRL,2008,13700000
Ireland,IRL,2009,12400000
Ireland,IRL,2010,11700000
Ireland,IRL,2011,10800000
Ireland,IRL,2012,10500000
Ireland,IRL,2013,10600000
Ireland,IRL,2014,11100000
Ireland,IRL,2015,11100000
Ireland,IRL,2016,11900000
Israel,ISR,1990,8000000
Israel,ISR,1991,8300000.000000001
Israel,ISR,1992,9100000
Israel,ISR,1993,9500000
Israel,ISR,1994,10300000
Israel,ISR,1995,11300000
Israel,ISR,1996,11900000
Israel,ISR,1997,12700000
Israel,ISR,1998,11800000
Israel,ISR,1999,12500000
Israel,ISR,2000,13400000
Israel,ISR,2001,13300000
Israel,ISR,2002,13800000
Israel,ISR,2003,14300000
Israel,ISR,2004,14200000
Israel,ISR,2005,13500000
Israel,ISR,2006,13800000
Israel,ISR,2007,14500000
Israel,ISR,2008,16000000
Israel,ISR,2009,15700000
Israel,ISR,2010,16399999.999999998
Israel,ISR,2011,15700000
Israel,ISR,2012,17200000
Israel,ISR,2013,15900000
Israel,ISR,2014,16000000
Israel,ISR,2015,16900000
Israel,ISR,2016,17600000
Italy,ITA,1990,96100000
Italy,ITA,1991,97900000
Italy,ITA,1992,103000000
Italy,ITA,1993,104900000
Italy,ITA,1994,104600000
Italy,ITA,1995,106900000
Italy,ITA,1996,108700000
Italy,ITA,1997,110300000
Italy,ITA,1998,113400000
Italy,ITA,1999,116300000
Italy,ITA,2000,116400000
Italy,ITA,2001,118500000
Italy,ITA,2002,120700000
Italy,ITA,2003,121800000
Italy,ITA,2004,124000000
Italy,ITA,2005,123000000
Italy,ITA,2006,124300000
Italy,ITA,2007,124700000
Italy,ITA,2008,117900000
Italy,ITA,2009,111800000
Italy,ITA,2010,109200000
Italy,ITA,2011,109200000
Italy,ITA,2012,102500000
Italy,ITA,2013,100700000
Italy,ITA,2014,105400000
Italy,ITA,2015,103000000
Italy,ITA,2016,101700000
Jamaica,JAM,1990,1100000
Jamaica,JAM,1991,1000000
Jamaica,JAM,1992,1100000
Jamaica,JAM,1993,1200000
Jamaica,JAM,1994,1200000
Jamaica,JAM,1995,1400000
Jamaica,JAM,1996,1600000
Jamaica,JAM,1997,1700000
Jamaica,JAM,1998,1800000
Jamaica,JAM,1999,1900000
Jamaica,JAM,2000,1900000
Jamaica,JAM,2001,1900000
Jamaica,JAM,2002,2100000
Jamaica,JAM,2003,2100000
Jamaica,JAM,2004,2100000
Jamaica,JAM,2005,2200000
Jamaica,JAM,2006,2100000
Jamaica,JAM,2007,2100000
Jamaica,JAM,2008,2000000
Jamaica,JAM,2009,2000000
Jamaica,JAM,2010,1900000
Jamaica,JAM,2011,1800000
Jamaica,JAM,2012,1600000
Jamaica,JAM,2013,1700000
Jamaica,JAM,2014,1700000
Jamaica,JAM,2015,1700000
Jamaica,JAM,2016,1800000
Japan,JPN,1990,200700000
Japan,JPN,1991,212400000
Japan,JPN,1992,219000000
Japan,JPN,1993,222800000
Japan,JPN,1994,232200000
Japan,JPN,1995,241700000
Japan,JPN,1996,248400000
Japan,JPN,1997,249900000
Japan,JPN,1998,248200000
Japan,JPN,1999,252200000
Japan,JPN,2000,251500000
Japan,JPN,2001,255600000
Japan,JPN,2002,252200000
Japan,JPN,2003,248300000
Japan,JPN,2004,243000000
Japan,JPN,2005,237600000
Japan,JPN,2006,234500000
Japan,JPN,2007,231600000
Japan,JPN,2008,224100000
Japan,JPN,2009,220600000
Japan,JPN,2010,220800000
Japan,JPN,2011,216300000
Japan,JPN,2012,217200000
Japan,JPN,2013,215000000
Japan,JPN,2014,210200000
Japan,JPN,2015,208800000
Japan,JPN,2016,207500000
Jordan,JOR,1990,2700000
Jordan,JOR,1991,2500000
Jordan,JOR,1992,2700000
Jordan,JOR,1993,2800000
Jordan,JOR,1994,2800000
Jordan,JOR,1995,3000000
Jordan,JOR,1996,3100000
Jordan,JOR,1997,3200000
Jordan,JOR,1998,3300000
Jordan,JOR,1999,3300000
Jordan,JOR,2000,3600000
Jordan,JOR,2001,3700000
Jordan,JOR,2002,3800000
Jordan,JOR,2003,3800000
Jordan,JOR,2004,4400000
Jordan,JOR,2005,4900000
Jordan,JOR,2006,4800000
Jordan,JOR,2007,5100000
Jordan,JOR,2008,4600000
Jordan,JOR,2009,5200000
Jordan,JOR,2010,5200000
Jordan,JOR,2011,5300000
Jordan,JOR,2012,6900000
Jordan,JOR,2013,7100000
Jordan,JOR,2014,7000000
Jordan,JOR,2015,7800000
Jordan,JOR,2016,8300000.000000001
Kazakhstan,KAZ,1990,14400000
Kazakhstan,KAZ,1991,18100000
Kazakhstan,KAZ,1992,15800000
Kazakhstan,KAZ,1993,13200000
Kazakhstan,KAZ,1994,9000000
Kazakhstan,KAZ,1995,9200000
Kazakhstan,KAZ,1996,8199999.999999999
Kazakhstan,KAZ,1997,7000000
Kazakhstan,KAZ,1998,7900000
Kazakhstan,KAZ,1999,5800000
Kazakhstan,KAZ,2000,9400000
Kazakhstan,KAZ,2001,8199999.999999999
Kazakhstan,KAZ,2002,9100000
Kazakhstan,KAZ,2003,8700000
Kazakhstan,KAZ,2004,9200000
Kazakhstan,KAZ,2005,9600000
Kazakhstan,KAZ,2006,10500000
Kazakhstan,KAZ,2007,12100000
Kazakhstan,KAZ,2008,13800000
Kazakhstan,KAZ,2009,12400000
Kazakhstan,KAZ,2010,13200000
Kazakhstan,KAZ,2011,13500000
Kazakhstan,KAZ,2012,14600000
Kazakhstan,KAZ,2013,13700000
Kazakhstan,KAZ,2014,13700000
Kazakhstan,KAZ,2015,14900000
Kazakhstan,KAZ,2016,15100000
Kenya,KEN,1990,2700000
Kenya,KEN,1991,2800000
Kenya,KEN,1992,2600000
Kenya,KEN,1993,2400000
Kenya,KEN,1994,2300000
Kenya,KEN,1995,2500000
Kenya,KEN,1996,2700000
Kenya,KEN,1997,2600000
Kenya,KEN,1998,2700000
Kenya,KEN,1999,2700000
Kenya,KEN,2000,2700000
Kenya,KEN,2001,2700000
Kenya,KEN,2002,2800000
Kenya,KEN,2003,2500000
Kenya,KEN,2004,2700000
Kenya,KEN,2005,2900000
Kenya,KEN,2006,3200000
Kenya,KEN,2007,3200000
Kenya,KEN,2008,3300000
Kenya,KEN,2009,4200000
Kenya,KEN,2010,5000000
Kenya,KEN,2011,4600000
Kenya,KEN,2012,4900000
Kenya,KEN,2013,5800000
Kenya,KEN,2014,6500000
Kenya,KEN,2015,8100000
Kenya,KEN,2016,8900000
Kuwait,KWT,1990,2800000
Kuwait,KWT,1991,1900000
Kuwait,KWT,1992,4500000
Kuwait,KWT,1993,4800000
Kuwait,KWT,1994,5000000
Kuwait,KWT,1995,5300000
Kuwait,KWT,1996,5400000
Kuwait,KWT,1997,5700000
Kuwait,KWT,1998,5800000
Kuwait,KWT,1999,6000000
Kuwait,KWT,2000,6000000
Kuwait,KWT,2001,6100000
Kuwait,KWT,2002,6500000
Kuwait,KWT,2003,7100000
Kuwait,KWT,2004,7500000
Kuwait,KWT,2005,8199999.999999999
Kuwait,KWT,2006,9300000
Kuwait,KWT,2007,9600000
Kuwait,KWT,2008,10500000
Kuwait,KWT,2009,11700000
Kuwait,KWT,2010,12500000
Kuwait,KWT,2011,11700000
Kuwait,KWT,2012,12500000
Kuwait,KWT,2013,13100000
Kuwait,KWT,2014,13300000
Kuwait,KWT,2015,14000000
Kuwait,KWT,2016,14200000
Kyrgyzstan,KGZ,1990,6000000
Kyrgyzstan,KGZ,1991,4700000
Kyrgyzstan,KGZ,1992,2700000
Kyrgyzstan,KGZ,1993,1600000
Kyrgyzstan,KGZ,1994,500000
Kyrgyzstan,KGZ,1995,1100000
Kyrgyzstan,KGZ,1996,1200000
Kyrgyzstan,KGZ,1997,1300000
Kyrgyzstan,KGZ,1998,1200000
Kyrgyzstan,KGZ,1999,1100000
Kyrgyzstan,KGZ,2000,900000
Kyrgyzstan,KGZ,2001,900000
Kyrgyzstan,KGZ,2002,800000
Kyrgyzstan,KGZ,2003,900000
Kyrgyzstan,KGZ,2004,1200000
Kyrgyzstan,KGZ,2005,1100000
Kyrgyzstan,KGZ,2006,1200000
Kyrgyzstan,KGZ,2007,1700000
Kyrgyzstan,KGZ,2008,2000000
Kyrgyzstan,KGZ,2009,2300000
Kyrgyzstan,KGZ,2010,2000000
Kyrgyzstan,KGZ,2011,2800000
Kyrgyzstan,KGZ,2012,3900000
Kyrgyzstan,KGZ,2013,3900000
Kyrgyzstan,KGZ,2014,3200000
Kyrgyzstan,KGZ,2015,2700000
Kyrgyzstan,KGZ,2016,3300000
Latvia,LVA,1990,3100000
Latvia,LVA,1991,2800000
Latvia,LVA,1992,2400000
Latvia,LVA,1993,2300000
Latvia,LVA,1994,2100000
Latvia,LVA,1995,2000000
Latvia,LVA,1996,1900000
Latvia,LVA,1997,2000000
Latvia,LVA,1998,1900000
Latvia,LVA,1999,1900000
Latvia,LVA,2000,2100000
Latvia,LVA,2001,2500000
Latvia,LVA,2002,2600000
Latvia,LVA,2003,2700000
Latvia,LVA,2004,2900000
Latvia,LVA,2005,3000000
Latvia,LVA,2006,3300000
Latvia,LVA,2007,3800000
Latvia,LVA,2008,3500000
Latvia,LVA,2009,3100000
Latvia,LVA,2010,3200000
Latvia,LVA,2011,2800000
Latvia,LVA,2012,2700000
Latvia,LVA,2013,2800000
Latvia,LVA,2014,2900000
Latvia,LVA,2015,3100000
Latvia,LVA,2016,3100000
Lebanon,LBN,1990,1900000
Lebanon,LBN,1991,2300000
Lebanon,LBN,1992,3200000
Lebanon,LBN,1993,3800000
Lebanon,LBN,1994,3500000
Lebanon,LBN,1995,4200000
Lebanon,LBN,1996,4300000
Lebanon,LBN,1997,4200000
Lebanon,LBN,1998,4500000
Lebanon,LBN,1999,4200000
Lebanon,LBN,2000,4000000
Lebanon,LBN,2001,3700000
Lebanon,LBN,2002,3700000
Lebanon,LBN,2003,4000000
Lebanon,LBN,2004,4000000
Lebanon,LBN,2005,4000000
Lebanon,LBN,2006,3900000
Lebanon,LBN,2007,3100000
Lebanon,LBN,2008,4500000
Lebanon,LBN,2009,5100000
Lebanon,LBN,2010,5100000
Lebanon,LBN,2011,5100000
Lebanon,LBN,2012,5400000
Lebanon,LBN,2013,5100000
Lebanon,LBN,2014,5500000
Lebanon,LBN,2015,5600000
Lebanon,LBN,2016,5700000
Libya,LBY,1990,6200000
Libya,LBY,1991,6200000
Libya,LBY,1992,6300000
Libya,LBY,1993,7400000
Libya,LBY,1994,8800000
Libya,LBY,1995,9500000
Libya,LBY,1996,10500000
Libya,LBY,1997,10100000
Libya,LBY,1998,9900000
Libya,LBY,1999,11000000
Libya,LBY,2000,11100000
Libya,LBY,2001,11500000
Libya,LBY,2002,11700000
Libya,LBY,2003,11900000
Libya,LBY,2004,12400000
Libya,LBY,2005,12700000
Libya,LBY,2006,12800000
Libya,LBY,2007,11600000
Libya,LBY,2008,13300000
Libya,LBY,2009,15500000
Libya,LBY,2010,18100000
Libya,LBY,2011,13600000
Libya,LBY,2012,16800000
Libya,LBY,2013,17600000
Libya,LBY,2014,19500000
Libya,LBY,2015,15100000
Libya,LBY,2016,21200000
Lithuania,LTU,1990,5500000
Lithuania,LTU,1991,6100000
Lithuania,LTU,1992,4000000
Lithuania,LTU,1993,3100000
Lithuania,LTU,1994,2400000
Lithuania,LTU,1995,2900000
Lithuania,LTU,1996,3200000
Lithuania,LTU,1997,3600000
Lithuania,LTU,1998,3800000
