,Entity,Year,Deaths %,CO2 Emissions,CO2 Emissions Per Cap,Food Emissions,Total GHG,Consumption of Ozone,Shared CO2 Emissions,Transport
1386,Malta,1995,6.430113827597039,2460269,6.5278,364116.0,2640000.0,109.5,0.01,700000.0
1387,Malta,1996,6.37233039078574,2578446,6.7808,371152.0,2550000.0,98.4,0.01,500000.0
1388,Malta,1997,6.33521567348514,2586188,6.7391,408708.0,2760000.0,82.1,0.01,700000.0
1389,Malta,1998,6.2026489170397,2545134,6.5718,412893.0,2660000.0,143.4,0.01,700000.0
1390,Malta,1999,6.13314881342436,2627594,6.7266,432006.0,2670000.0,261.1,0.01,600000.0
1391,Malta,2000,5.97873045242014,2545522,6.4665,420751.0,2380000.0,99.5,0.01,500000.0
1392,Malta,2001,5.86219560159458,2665171,6.7247,480155.0,2790000.0,94.7,0.01,400000.0
1393,Malta,2002,5.76705521464929,2707481,6.7904,465921.0,2600000.0,40.5,0.01,300000.0
1394,Malta,2003,5.64860834894384,2979281,7.4323,513598.0,2910000.0,43.8,0.01,400000.0
1395,Mauritius,1991,7.4358231738376706,1520560,1.4232,708220.5,2400000.0,0.0,0.01,500000.0
1396,Mauritius,1992,7.39148897441971,1707424,1.5766,725242.5,2430000.0,71.2,0.01,500000.0
1397,Mauritius,1993,7.35977826466928,1773376,1.6142,717013.5,2640000.0,70.1,0.01,500000.0
1398,Mauritius,1994,7.29690558767204,1623152,1.4569,731904.5,2670000.0,43.8,0.01,500000.0
1399,Mauritius,1995,7.26360023668969,1828336,1.6199,747033.5,2790000.0,27.7,0.01,500000.0
1400,Mauritius,1996,7.21200565904925,1949248,1.7069,771913.0,2900000.0,37.7,0.01,500000.0
1401,Mauritius,1997,7.195532545299491,1996880,1.7302,769114.0,3000000.0,30.3,0.01,500000.0
1402,Mauritius,1998,7.09212115866737,2169088,1.8614,778942.2999999999,3310000.0,45.8,0.01,500000.0
1403,Mauritius,1999,7.0255999309584,2425568,2.0633,800780.0,3840000.0,24.2,0.01,700000.0
1404,Mauritius,2000,6.96843133153156,2689376,2.2692,853084.0,4240000.0,27.6,0.01,800000.0
1405,Mauritius,2001,6.962936125360921,2861584,2.3968,1005313.8,4620000.0,20.4,0.01,800000.0
1406,Mauritius,2002,7.00599942688586,2883568,2.3994,1000307.7,4590000.0,14.4,0.01,800000.0
1407,Mauritius,2003,7.04181080724512,3059440,2.5306,993688.3,4740000.0,16.3,0.01,800000.0
1408,Mauritius,2004,7.00955139507257,3088752,2.5408,1026681.6,4850000.0,15.7,0.01,800000.0
1409,Mauritius,2005,6.92251484945092,3293936,2.6955,1036386.2,5050000.0,9.1,0.01,900000.0
1410,Mauritius,2006,6.758579907500111,3627360,2.9537,874866.7999999999,5250000.0,8.6,0.01,900000.0
1411,Mauritius,2007,6.533629568983811,3685984,2.9873,878664.0,5400000.0,8.6,0.01,800000.0
1412,Mauritius,2008,6.3327176133762,3766592,3.0394,885486.0,5530000.0,6.9,0.01,800000.0
1413,Mauritius,2009,6.14827564576456,3707968,2.9807,895504.0,5470000.0,10.7,0.01,900000.0
1414,Mauritius,2010,5.98695597617149,3913152,3.1357,915923.8,5810000.0,5.3,0.01,900000.0
1415,Mauritius,2011,5.90576749195115,3916816,3.1308,919908.0,5770000.0,8.82,0.01,900000.0
1416,Mauritius,2012,5.85635009062353,3964448,3.1627,909262.8,5950000.0,7.14,0.01,1000000.0
1417,Mauritius,2013,5.76546620807924,4067040,3.2395,913422.8,6090000.0,5.44,0.01,1000000.0
1418,Mauritius,2014,5.73242096323521,4206272,3.3453,929569.0,6360000.0,7.93,0.01,1000000.0
1419,Mexico,1990,9.94396522568968,317042355,3.7769,195049381.2,415480000.0,21484.9,1.39,83500000.0
1420,Mexico,1991,9.905020282343273,330133158,3.8606,195969545.9,433270000.0,16389.2,1.42,89400000.0
1421,Mexico,1992,9.89813483428443,332780138,3.8218,195846766.2,436360000.0,11600.6,1.47,89700000.0
1422,Mexico,1993,9.85585352341586,338067214,3.8146,197907042.6,456020000.0,12792.9,1.48,91800000.0
1423,Mexico,1994,9.83837377841348,351528180,3.8991,199790375.6,481890000.0,14353.3,1.53,97400000.0
1424,Mexico,1995,9.81743589316603,331596610,3.6176,198009765.6,462600000.0,6745.3,1.41,89400000.0
1425,Mexico,1996,9.743077297611087,345766112,3.712,199934459.5,487160000.0,6168.1,1.43,91700000.0
1426,Mexico,1997,9.657112451073113,368644797,3.8964,204230356.0,515250000.0,6108.9,1.52,95700000.0
1427,Mexico,1998,9.48569306007582,388356890,4.043,216244928.5,551200000.0,5641.3,1.6,98300000.0
1428,Mexico,1999,9.36780837969079,390516452,4.0059,209990889.3,529750000.0,4819.7,1.59,101100000.0
1429,Mexico,2000,9.11957655005512,396066364,4.0047,211735414.5,556170000.0,6055.7,1.57,105600000.0
1430,Mexico,2001,8.88662160630729,410697922,4.0948,206179274.8,550630000.0,4666.8,1.61,107900000.0
1431,Mexico,2002,8.60902338724641,411967687,4.0514,207777697.8,557000000.0,3954.7,1.58,109800000.0
1432,Mexico,2003,8.29443958001786,437757538,4.2467,216533747.8,584260000.0,3783.3,1.6,116400000.0
1433,Mexico,2004,8.007568116341151,438856697,4.199,212665695.8,583840000.0,5619.3,1.53,122800000.0
1434,Mexico,2005,7.838488700072049,463993190,4.3771,221512494.5,611100000.0,3816.7,1.57,130200000.0
1435,Mexico,2006,7.72091844650447,476565216,4.4307,221484075.6,626780000.0,1617.9,1.56,137400000.0
1436,Mexico,2007,7.5703259267108995,479786812,4.3948,224492993.6,648260000.0,1917.9,1.52,145200000.0
1437,Mexico,2008,7.4742024282235295,492979670,4.4487,226889421.6,678720000.0,1992.3,1.54,151200000.0
1438,Mexico,2009,7.40638993512428,475903054,4.2316,228551321.9,662870000.0,1769.6,1.51,147700000.0
1439,Mexico,2010,7.3682144851438,463782514,4.065,227276810.4,665540000.0,1598.9,1.39,150600000.0
1440,Mexico,2011,7.30294641865576,484164841,4.1848,231551923.2,681940000.0,1563.6,1.4,151700000.0
1441,Mexico,2012,7.34039077420598,496299580,4.232,228449011.4,672080000.0,1428.58,1.42,152500000.0
1442,Mexico,2013,7.35966235953686,490129670,4.1247,234596012.3,667840000.0,1106.23,1.39,150600000.0
1443,Mexico,2014,7.37424926455657,481128786,3.9976,232700255.1,655740000.0,720.28,1.35,151200000.0
1444,Moldova,1991,14.12542625364573,29630992,6.7727,7955046.239,31010000.0,16.6,0.13,2300000.0
1445,Moldova,1995,13.9807737027215,11405406,2.6276,6197628.6,17330000.0,86.1,0.05,1300000.0
1446,Moldova,1996,13.7918881388088,11687090,2.7077,5879977.9,15540000.0,73.7,0.05,1400000.0
1447,Moldova,1997,13.555549733078353,7301343,1.7033,5234117.2,13830000.0,88.3,0.03,1400000.0
1448,Moldova,1998,13.22091424683901,6443838,1.5145,4535597.8,12350000.0,41.6,0.03,1100000.0
1449,Moldova,1999,12.9759284888278,4684538,1.1085,4054004.3,10980000.0,11.1,0.02,700000.0
1450,Moldova,2000,12.625203734812422,3572952,0.8502,3674807.1,10140000.0,31.7,0.01,700000.0
1451,Moldova,2001,12.14727139939318,3786589,0.9043,3567947.6,10730000.0,23.5,0.01,700000.0
1452,Moldova,2002,11.62508465702093,4051736,0.9697,3677439.0,10940000.0,29.6,0.02,1000000.0
1453,Moldova,2003,11.02582121579368,4404268,1.0554,3766241.2,11540000.0,18.9,0.02,1100000.0
1454,Moldova,2004,10.39685482534627,4613424,1.1069,3781075.0,11500000.0,21.5,0.02,1300000.0
1455,Moldova,2005,9.894475697937729,4937548,1.1871,3471125.9,11770000.0,15.3,0.02,1200000.0
1456,Moldova,2006,9.5347217790969,5029747,1.2131,3452899.9,11450000.0,12.7,0.02,1200000.0
1457,Moldova,2007,9.16298472184908,4978554,1.2054,3394253.8,11730000.0,11.3,0.02,1300000.0
1458,Moldova,2008,8.87044458426814,5190380,1.262,3130515.0,11480000.0,2.8,0.02,1600000.0
1459,Moldova,2009,8.58893921423775,4539512,1.1079,2992253.7,10860000.0,1.2,0.01,1500000.0
1460,Moldova,2010,8.35160829064251,4830905,1.1823,3235686.6,11570000.0,0.7,0.01,1700000.0
1461,Moldova,2011,8.05897672323415,4944974,1.2123,3425173.7,11540000.0,1.31,0.01,1900000.0
1462,Moldova,2012,7.80952964610954,4765682,1.1693,3195079.0,11320000.0,1.88,0.01,1600000.0
1463,Moldova,2013,7.543019795549879,4899358,1.2024,3469060.7,10470000.0,0.99,0.01,1700000.0
1464,Moldova,2014,7.25470576540288,4758816,1.1683,3414658.0,11050000.0,0.76,0.01,1800000.0
1465,Mongolia,1991,16.59354062625513,12120977,5.465,35085407.3,54400000.0,0.0,0.05,1000000.0
1466,Mongolia,1995,16.26276313427402,7899350,3.4375,35038282.8,50150000.0,7.5,0.03,800000.0
1467,Mongolia,1996,16.28059323384608,8023326,3.4634,35870014.8,49490000.0,12.6,0.03,900000.0
1468,Mongolia,1997,16.34146836274272,7688408,3.2916,42415489.8,56550000.0,12.7,0.03,800000.0
1469,Mongolia,1998,16.372556425805378,7687468,3.2634,37219379.1,50790000.0,13.4,0.03,800000.0
1470,Mongolia,1999,16.47145299213826,7535224,3.1711,37193734.6,50740000.0,12.7,0.03,800000.0
1471,Mongolia,2000,16.518617966204722,7486824,3.1229,40711389.0,54730000.0,11.4,0.03,1000000.0
1472,Mongolia,2001,16.51230463578575,7869910,3.2526,34502342.9,46950000.0,9.9,0.03,900000.0
1473,Mongolia,2002,16.30995527613708,8262491,3.3817,34804663.300000004,48190000.0,7.3,0.03,1000000.0
1474,Mongolia,2003,15.990274606546867,8007876,3.2437,30367231.2,43790000.0,6.2,0.03,1000000.0
1475,Mongolia,2004,15.642791193051032,8570727,3.4332,31117754.3,44670000.0,4.5,0.03,1200000.0
1476,Mongolia,2005,15.32985342673446,8573710,3.3936,32104452.9,46540000.0,4.3,0.03,1000000.0
1477,Mongolia,2006,15.001353556307867,9405776,3.6758,24571423.9,57510000.0,3.3,0.03,1300000.0
1478,Mongolia,2007,14.62483864318925,12078744,4.6567,25968585.2,59730000.0,2.6,0.04,1500000.0
1479,Mongolia,2008,14.30869369450402,12016684,4.5658,25907141.4,59180000.0,2.6,0.04,1600000.0
1480,Mongolia,2009,14.18392871546639,13073986,4.8897,22193594.7,55360000.0,1.9,0.04,1500000.0
1481,Mongolia,2010,14.04284134918489,13819950,5.081,18122760.8,51170000.0,1.5,0.04,1500000.0
1482,Mongolia,2011,13.93949509227464,21426490,7.7342,37165927.2,56180000.0,1.16,0.06,1700000.0
1483,Mongolia,2012,13.723577410689131,35030922,12.4017,39426341.1,60470000.0,2.87,0.1,1900000.0
1484,Mongolia,2013,13.54505672536848,43558789,15.1152,39549564.6,61500000.0,0.94,0.12,1900000.0
1485,Mongolia,2014,13.35602476599211,29585990,10.0629,41715791.1,63500000.0,0.38,0.08,2000000.0
1486,Morocco,1990,11.70578576407194,22297998,0.8988,21393241.5,30920000.0,625.4,0.1,3900000.0
1487,Morocco,1991,11.68648955933589,23688164,0.9378,21344037.1,32270000.000000004,855.8,0.1,4300000.0
1488,Morocco,1992,11.64217692871695,24736784,0.9621,21295831.1,33370000.0,1335.8,0.11,4800000.0
1489,Morocco,1993,11.66446387860455,26778886,1.0238,20442123.6,33040000.0,858.3,0.12,5200000.0
1490,Morocco,1994,11.6365709781551,28123801,1.0579,21330414.6,36200000.0,1288.4,0.12,5600000.0
1491,Morocco,1995,11.62531248182938,28750270,1.0651,21667103.9,36850000.0,1506.6,0.12,6000000.0
1492,Morocco,1996,11.718241042866133,29524523,1.0782,22390179.6,37500000.0,1465.0,0.12,6400000.0
1493,Morocco,1997,11.8384645014855,29977577,1.0801,23337637.9,39490000.0,1304.9,0.12,6800000.0
1494,Morocco,1998,11.95776299324535,30881156,1.0986,23810386.3,40330000.0,1902.9,0.13,7300000.0
1495,Morocco,1999,12.08415602924648,31985669,1.1241,24617499.1,42570000.0,1301.5,0.13,7800000.0
1496,Morocco,2000,12.11624013500556,33199036,1.153,25225107.9,43720000.0,1456.5,0.13,8199999.999999999
1497,Morocco,2001,12.10890801122218,36805697,1.2637,26119400.0,46840000.0,2078.0,0.14,8600000.0
1498,Morocco,2002,12.04308390610073,37306287,1.2666,26499199.3,48590000.0,1061.6,0.14,9000000.0
1499,Morocco,2003,12.04860994690759,36570125,1.2279,27205596.9,48930000.0,1177.5,0.13,9400000.0
1500,Morocco,2004,12.02712954534493,42225556,1.4021,29409412.7,53460000.0,1060.9,0.15,9800000.0
1501,Morocco,2005,12.06745417600096,44660769,1.4664,29978098.5,56320000.0,595.4,0.15,10200000.0
1502,Morocco,2006,12.08879820552771,46249416,1.5014,30813178.2,69130000.0,473.7,0.15,10500000.0
1503,Morocco,2007,12.09580913502323,48912715,1.5695,31174400.0,70350000.0,321.1,0.16,11200000.0
1504,Morocco,2008,12.059252548876929,51369080,1.6289,31587200.0,73380000.0,212.7,0.16,12200000.0
1505,Morocco,2009,12.03254698065164,50859733,1.5929,32348199.3,74000000.0,176.4,0.16,12900000.0
1506,Morocco,2010,11.9871648419789,54365200,1.6809,33611500.0,77760000.0,132.3,0.16,13600000.0
1507,Morocco,2011,11.93891421473657,54867636,1.6737,39146039.2,80750000.0,129.7,0.16,14400000.0
1508,Morocco,2012,11.87070458009847,56953540,1.7133,39903152.0,82940000.0,90.84,0.16,14600000.0
1509,Morocco,2013,11.85287119668909,56606417,1.6789,42122484.5,83770000.0,49.41,0.16,15200000.0
1510,Morocco,2014,11.788693242271089,57174916,1.6722,42785246.1,85570000.0,49.1,0.16,15400000.0
1511,Mozambique,1991,13.51272219086766,948792,0.0712,42954665.2,60250000.0,4.3,0.0,500000.0
1512,Mozambique,1994,13.4457850983781,1079627,0.0722,43598384.6,60990000.0,30.1,0.0,700000.0
1513,Mozambique,1995,13.2859281209196,1108989,0.0716,43768658.4,61160000.0,27.9,0.0,700000.0
1514,Mozambique,1996,13.06423890797494,1091814,0.0684,43356915.9,58460000.0,42.4,0.0,800000.0
1515,Mozambique,1997,12.8284638564261,1170237,0.0714,42617032.1,56180000.0,20.2,0.0,800000.0
1516,Mozambique,1998,12.61658545825877,1111895,0.0661,43460669.4,58940000.0,3.3,0.0,800000.0
1517,Mozambique,1999,12.39303444330457,1168343,0.0678,43147534.3,57650000.0,15.7,0.0,800000.0
1518,Mozambique,2000,12.22070705819681,1321945,0.0746,42154196.0,55300000.0,18.8,0.01,800000.0
1519,Mozambique,2001,11.897556723210007,1553994,0.0853,55707931.9,74580000.0,17.3,0.01,800000.0
1520,Mozambique,2002,11.73031469564561,1537057,0.0819,48879458.1,67810000.0,14.4,0.01,900000.0
1521,Mozambique,2003,11.503425799484509,1855517,0.096,46159741.0,66560000.0,3.1,0.01,1100000.0
1522,Mozambique,2004,11.44426450571609,1863973,0.0936,44857677.8,64709999.99999999,3.0,0.01,1100000.0
1523,Mozambique,2005,11.44162224998058,1769698,0.0864,46630020.8,67140000.0,7.3,0.01,1000000.0
1524,Mozambique,2006,11.651469522061369,1915622,0.0909,45050228.2,58950000.0,9.0,0.01,1100000.0
1525,Mozambique,2007,11.80261129630054,2188865,0.101,46105671.2,61080000.0,9.2,0.01,1400000.0
1526,Mozambique,2008,12.10113733185643,2179933,0.0979,46393818.7,62840000.0,10.0,0.01,1400000.0
1527,Mozambique,2009,12.1193627699039,2439006,0.1065,45754602.1,60310000.0,9.88,0.01,1500000.0
1528,Mozambique,2010,12.11393844350988,2634548,0.112,45849315.8,63050000.0,9.6,0.01,1700000.0
1529,Mozambique,2011,12.09248247176354,3106628,0.1284,45633580.6,69020000.0,8.4,0.01,2000000.0
1530,Mozambique,2012,12.05755588217506,2980865,0.1199,46949060.7,70540000.0,8.17,0.01,1900000.0
1531,Mozambique,2013,12.06671350806184,3575519,0.1399,48277320.5,73230000.0,8.25,0.01,2100000.0
1532,Myanmar,1991,20.75293916294436,4137416,0.0988,187660448.0,176390000.0,0.0,0.02,1300000.0
1533,Myanmar,1992,20.78219981260249,4841915,0.1142,191071151.8,178990000.0,16.6,0.02,1000000.0
1534,Myanmar,1994,20.842507743770568,6195949,0.1428,196008060.6,184230000.0,3.4,0.03,1800000.0
1535,Myanmar,1995,20.83671072817338,6907278,0.1573,198058087.4,187240000.0,51.2,0.03,2700000.0
1536,Myanmar,1996,20.8488764910237,7202638,0.162,186995963.7,176690000.0,75.7,0.03,2900000.0
1537,Myanmar,1997,20.7891294943898,7444900,0.1653,183874048.2,174340000.0,57.4,0.03,2400000.0
1538,Myanmar,1998,20.74338434140817,8036074,0.1762,188822531.2,180750000.0,55.3,0.03,3000000.0
1539,Myanmar,1999,20.655786753807305,8929950,0.1934,194456029.9,186260000.0,31.6,0.04,3000000.0
1540,Myanmar,2000,20.53934122833391,10043900,0.215,190111378.9,183030000.0,26.6,0.04,3500000.0
1541,Myanmar,2001,20.381889134199728,8681456,0.1838,169904104.60000002,159980000.0,39.4,0.03,2800000.0
1542,Myanmar,2002,20.19833588028806,9153973,0.1919,168645484.9,157100000.0,45.7,0.04,3500000.0
1543,Myanmar,2003,20.029809444154107,9779282,0.2031,178937121.60000002,169850000.0,53.7,0.04,3900000.0
1544,Myanmar,2004,19.894025503922,12370096,0.2547,202436305.9,193580000.0,33.0,0.04,4300000.0
1545,Myanmar,2005,19.71347493324229,11528577,0.2355,192567138.9,179780000.0,15.0,0.04,4700000.0
1546,Myanmar,2006,19.55666545908079,12779149,0.2592,198532335.6,183700000.0,1.3,0.04,4000000.0
1547,Myanmar,2007,19.36002992313788,12794267,0.2578,211867753.8,199420000.0,2.4,0.04,4500000.0
1548,Myanmar,2008,15.64333249004595,9722312,0.1947,194245576.1,176870000.0,2.0,0.03,2100000.0
1549,Myanmar,2009,19.09594388989102,10155758,0.2021,206347220.5,190420000.0,4.1,0.03,2300000.0
1550,Myanmar,2010,18.98331739302813,13082723,0.2585,212740156.9,198110000.0,4.5,0.04,2300000.0
1551,Myanmar,2011,18.95317384860752,15068344,0.2955,233842252.2,194240000.0,5.75,0.04,2400000.0
1552,Myanmar,2012,18.86816512288691,11892871,0.2313,241012258.0,206690000.0,9.66,0.03,3000000.0
1553,Myanmar,2013,18.88435175871825,12937500,0.2495,243348042.2,209600000.0,3.02,0.04,3500000.0
1554,Namibia,1991,14.55105681142319,1055232,0.7147,13361317.1,17890000.0,0.0,0.0,500000.0
1555,Namibia,1993,13.82543447623286,1388656,0.893,12962013.1,17800000.0,43.7,0.01,500000.0
1556,Namibia,1994,13.279490104606053,1571856,0.9875,12936291.1,18070000.0,50.0,0.01,600000.0
1557,Namibia,1995,12.771215139173009,1619488,0.9949,12907629.0,18150000.0,42.4,0.01,600000.0
1558,Namibia,1996,12.1051578236231,1722080,1.0353,14337186.5,18250000.0,33.9,0.01,1000000.0
1559,Namibia,1997,11.500252022806109,1769712,1.0422,14391941.7,18060000.0,34.5,0.01,1100000.0
1560,Namibia,1998,10.94019067068966,1817344,1.0495,14967481.2,19050000.0,31.3,0.01,1100000.0
1561,Namibia,1999,10.48968825573817,1663456,0.9431,15184726.1,19070000.0,32.7,0.01,1100000.0
1562,Namibia,2000,10.03850365837107,1604832,0.8943,16270455.2,20380000.0,23.9,0.01,1100000.0
1563,Namibia,2001,9.55150954675642,2011536,1.103,14830289.6,19820000.0,24.6,0.01,1400000.0
1564,Namibia,2002,9.25515472702301,1788032,0.9657,14581898.8,18090000.0,20.0,0.01,1200000.0
1565,Namibia,2003,8.933743144953251,1883296,1.0022,14603358.5,18290000.0,17.2,0.01,1200000.0
1566,Namibia,2004,8.80732937591522,1971232,1.0333,14598847.3,18950000.0,7.7,0.01,1300000.0
1567,Namibia,2005,8.95523399049509,2311984,1.1928,16144068.4,20490000.0,0.0,0.01,1500000.0
1568,Namibia,2006,9.27655793509532,2337632,1.1858,14697435.5,22200000.0,0.0,0.01,1400000.0
1569,Namibia,2007,9.7660335233307,2359616,1.176,14715307.9,21050000.0,11.8,0.01,1400000.0
1570,Namibia,2008,10.11776674736072,3334240,1.6317,15317926.4,19210000.0,5.8,0.01,1500000.0
1571,Namibia,2009,10.17337760816794,3055776,1.4684,15259431.8,22480000.0,6.0,0.01,1700000.0
1572,Namibia,2010,10.24122220359997,3085088,1.456,15277417.3,21570000.0,10.7,0.01,1800000.0
1573,Namibia,2011,10.25756387378638,2782096,1.29,15258465.7,25990000.0,9.95,0.01,1800000.0
1574,Namibia,2012,10.37656446439554,3355055,1.5287,16431483.2,27410000.0,4.76,0.01,1700000.0
1575,Namibia,2013,10.31909568114217,2567728,1.1496,15803185.4,20930000.0,7.02,0.01,1900000.0
1576,Namibia,2014,10.10771200772713,3677997,1.6178,16378094.0,20290000.0,3.64,0.01,2000000.0
1577,Nepal,1991,22.01028533273596,1026311,0.0529,75349535.0,58250000.0,25.0,0.0,400000.0
1578,Nepal,1992,22.20790260066395,1232929,0.0618,74353918.0,58100000.0,25.0,0.01,400000.0
1579,Nepal,1993,22.34776390769919,1397333,0.0682,75986402.8,59090000.0,25.0,0.01,500000.0
1580,Nepal,1994,22.61135665602137,1619432,0.077,76303136.89999999,59930000.0,25.0,0.01,600000.0
1581,Nepal,1995,22.71472870760022,2308915,0.107,77881937.39999999,61240000.0,30.1,0.01,600000.0
1582,Nepal,1996,22.77147747801216,2352779,0.1065,76163552.60000001,59750000.0,32.3,0.01,600000.0
1583,Nepal,1997,22.98386185967273,2641111,0.1169,76404257.0,60650000.0,31.2,0.01,700000.0
1584,Nepal,1998,23.0554851809703,2223327,0.0964,77124142.39999999,61900000.0,35.1,0.01,800000.0
1585,Nepal,1999,23.228665015476626,3191083,0.1357,78423535.4,63930000.0,27.2,0.01,800000.0
1586,Nepal,2000,23.358704373510548,3037431,0.1269,78306626.89999999,64269999.99999999,99.2,0.01,800000.0
1587,Nepal,2001,23.43054528393121,3236078,0.1329,60110089.7,60970000.0,2.6,0.01,800000.0
1588,Nepal,2002,23.051439163071898,2596383,0.105,59508192.0,59420000.0,2.6,0.01,800000.0
1589,Nepal,2003,23.44684213849625,2810383,0.1121,62788639.2,63110000.0,0.9,0.01,800000.0
1590,Nepal,2004,23.41867798709399,2582410,0.1016,62050826.6,62300000.0,0.9,0.01,800000.0
1591,Nepal,2005,23.710941719646108,2986772,0.116,63101911.8,63970000.0,0.1,0.01,800000.0
1592,Nepal,2006,23.84341564260968,2456469,0.0942,35733002.900000006,36410000.0,1.2,0.01,900000.0
1593,Nepal,2007,23.92175219584431,2570341,0.0974,35074528.800000004,36470000.0,1.2,0.01,900000.0
1594,Nepal,2008,23.8616136994859,3351788,0.1257,38036183.1,39490000.0,1.4,0.01,1300000.0
1595,Nepal,2009,23.77743499360268,4129352,0.1536,40379871.2,42970000.0,1.2,0.01,1800000.0
1596,Nepal,2010,23.67982555202456,4824304,0.1786,39756391.1,43660000.0,1.2,0.01,1900000.0
1597,Nepal,2011,23.7009956377555,5220429,0.1931,38807180.2,43780000.0,1.2,0.02,2000000.0
1598,Nepal,2012,23.73309094290688,5470253,0.2027,41912424.7,48140000.0,0.74,0.02,2200000.0
1599,Nepal,2013,23.78391976097318,6217840,0.231,41322002.6,48590000.0,0.66,0.02,2400000.0
1600,New Zealand,1990,1.7559416330984,25649309,7.548,49759715.6,47700000.0,1195.4,0.11,8700000.0
1601,New Zealand,1991,1.72978634483142,26332770,7.6412,49133392.1,47130000.0,836.6,0.11,8700000.0
1602,New Zealand,1992,1.7098300207573298,28274938,8.0712,48996463.8,47960000.0,721.8,0.13,9000000.0
1603,New Zealand,1993,1.68878209352487,27862725,7.8168,49325230.9,47020000.0,859.1,0.12,9400000.0
1604,New Zealand,1994,1.65077641693176,28027524,7.7354,50920342.8,48740000.0,459.6,0.12,10100000.0
1605,New Zealand,1995,1.6305799311054798,28148848,7.6597,51790870.3,50130000.0,322.9,0.12,10800000.0
1606,New Zealand,1996,1.5922954280860502,29377311,7.9028,51522291.0,50590000.0,98.7,0.12,10900000.0
1607,New Zealand,1997,1.5673529300298,31326236,8.3484,52467297.7,52940000.0,79.9,0.13,11100000.0
1608,New Zealand,1998,1.5360707649381,29930578,7.9098,51808008.9,51380000.0,49.5,0.12,11300000.0
1609,New Zealand,1999,1.50752003277016,31537744,8.26,52425359.6,53650000.0,68.1,0.13,11600000.0
1610,New Zealand,2000,1.45238281268837,32339419,8.3803,52408995.0,53860000.0,19.2,0.13,12100000.0
1611,New Zealand,2001,1.4044378736067902,34490005,8.8256,53189270.7,63550000.0,32.4,0.14,12200000.0
1612,New Zealand,2002,1.35288482764802,34659519,8.7453,54860155.6,64819999.99999999,42.8,0.13,12600000.0
1613,New Zealand,2003,1.28148275019591,36300950,9.0254,55874335.8,67310000.0,35.3,0.13,13200000.0
1614,New Zealand,2004,1.22147236733429,35953304,8.8112,56018213.0,66160000.0,32.6,0.13,13500000.0
1615,New Zealand,2005,1.17058941461379,37553454,9.0811,56303301.400000006,67620000.0,48.6,0.13,13500000.0
1616,New Zealand,2006,1.14810061079754,37543425,8.9691,58683673.3,66430000.00000001,40.2,0.12,13700000.0
1617,New Zealand,2007,1.12294180943778,36657303,8.6598,58438855.7,65129999.99999999,33.3,0.12,13800000.0
1618,New Zealand,2008,1.09855817869971,37713283,8.8153,57394795.8,65099999.99999999,17.8,0.12,13900000.0
1619,New Zealand,2009,1.09052449285516,34882460,8.0684,58903693.6,62320000.0,17.5,0.11,13600000.0
1620,New Zealand,2010,1.07610122180514,35031266,8.0162,59473037.6,62170000.0,11.6,0.11,13600000.0
1621,New Zealand,2011,1.05394984219344,34497004,7.8071,56828533.2,62410000.0,11.5,0.1,13600000.0
1622,New Zealand,2012,1.01664579564948,36137911,8.0873,57774862.400000006,64459999.99999999,5.47,0.1,13500000.0
1623,New Zealand,2013,0.97949578024583,35304681,7.8133,57226169.7,64000000.0,8.2,0.1,13700000.0
1624,Nicaragua,1990,14.392689479515,2043946,0.4898,37678671.3,39400000.0,86.5,0.01,700000.0
1625,Nicaragua,1991,14.35591928780005,1986324,0.4654,36506067.0,38060000.0,90.0,0.01,800000.0
1626,Nicaragua,1992,14.01271333812391,2372617,0.5436,37111784.8,38970000.0,94.5,0.01,900000.0
1627,Nicaragua,1993,13.85680288332058,2282398,0.5115,37803624.7,39670000.0,100.0,0.01,1000000.0
1628,Nicaragua,1994,13.72717607159754,2517961,0.5523,37920917.0,39980000.0,105.6,0.01,1000000.0
1629,Nicaragua,1995,14.09706563642385,2755058,0.5922,37193311.6,39350000.0,111.1,0.01,1100000.0
1630,Nicaragua,1996,13.96353597213139,2847245,0.6005,36641845.4,38940000.0,86.5,0.01,1200000.0
1631,Nicaragua,1997,13.673503135026118,3114466,0.6451,37242094.6,39780000.0,58.7,0.01,1200000.0
1632,Nicaragua,1998,11.30953240970509,3392724,0.6909,37680307.0,40770000.0,41.0,0.01,1300000.0
1633,Nicaragua,1999,13.29643285867006,3597173,0.7207,38103845.8,41300000.0,58.1,0.01,1400000.0
1634,Nicaragua,2000,13.14037595212494,3721323,0.7341,38491322.4,41820000.0,44.4,0.01,1500000.0
1635,Nicaragua,2001,13.082970678437992,3921750,0.7622,38408031.7,41980000.0,37.2,0.02,1500000.0
1636,Nicaragua,2002,13.07431111859002,3989804,0.7644,38551031.1,42400000.0,64.9,0.02,1500000.0
1637,Nicaragua,2003,13.00446811088496,4335245,0.8192,40244551.5,44600000.0,32.2,0.02,1500000.0
1638,Nicaragua,2004,12.93782565518386,4377836,0.816,38757347.5,42900000.0,50.6,0.02,1500000.0
1639,Nicaragua,2005,12.895809388263018,4270109,0.7851,40423123.3,44690000.0,39.4,0.01,1500000.0
1640,Nicaragua,2006,12.621491537631591,4418076,0.8013,47071568.2,43810000.0,28.5,0.01,1500000.0
1641,Nicaragua,2007,12.43489777730569,4550682,0.8141,47005691.9,43950000.0,6.5,0.01,1600000.0
