,Entity,Year,Deaths %,CO2 Emissions,CO2 Emissions Per Cap,Food Emissions,Total GHG,Consumption of Ozone,Shared CO2 Emissions,Transport
520,Colombia,2005,7.9971689900621294,60059624,1.4083,277027204.6,316150000.0,709.3,0.2,20500000.0
521,Colombia,2006,7.981443675710211,62004536,1.4353,269168379.8,310830000.0,821.6,0.2,21400000.0
522,Colombia,2007,7.89791872691627,60178840,1.3759,274007448.6,318810000.0,469.9,0.19,21900000.0
523,Colombia,2008,7.83953503897403,66650056,1.506,273635692.0,317540000.0,414.8,0.21,22300000.0
524,Colombia,2009,7.759690085163879,72556720,1.6214,274343282.40000004,321640000.0,320.9,0.23,20900000.0
525,Colombia,2010,7.658127192796741,76278424,1.6867,276342772.5,325720000.0,241.5,0.23,21700000.0
526,Colombia,2011,7.5197344376997295,76079775,1.6661,119970016.8,183900000.0,217.4,0.22,26400000.0
527,Colombia,2012,7.375498254363371,79727172,1.7304,115287192.6,182280000.0,285.5,0.23,27800000.0
528,Colombia,2013,7.1535915811582695,87427856,1.8804,114055005.4,192090000.0,176.65,0.25,27000000.0
529,Colombia,2014,6.9424868221315394,88699143,1.8885,117405331.4,200850000.0,153.23,0.25,28100000.0
530,Congo,1991,12.94797752767054,1082796,0.447,36112190.5,40320000.0,82.4,0.0,500000.0
531,Congo,1994,12.15717766249787,1768571,0.6719,36183449.9,39970000.0,27.7,0.01,300000.0
532,Congo,1995,11.98702594215601,1185944,0.438,36459277.1,40100000.0,21.1,0.01,400000.0
533,Congo,1996,11.847240948736069,1339380,0.4808,18565404.9,20120000.0,18.9,0.01,300000.0
534,Congo,1997,10.13057053106976,1920731,0.6699,18725553.8,20950000.0,16.3,0.01,200000.0
535,Congo,1998,10.87367132514966,355408,0.1204,18635028.6,20660000.0,15.1,0.0,300000.0
536,Congo,1999,11.27198207951826,362736,0.1194,18918262.9,20610000.0,16.0,0.0,300000.0
537,Congo,2000,11.21349690001903,565014,0.1807,18092647.5,19770000.0,29.1,0.0,400000.0
538,Congo,2001,11.12557766408646,765776,0.238,24246272.6,26530000.0,15.8,0.0,600000.0
539,Congo,2002,11.05395740580149,575248,0.1738,19688352.2,22970000.0,11.2,0.0,400000.0
540,Congo,2003,11.13027073731882,916000,0.2689,31393801.4,35800000.0,13.1,0.0,600000.0
541,Congo,2004,11.2535560587459,948976,0.2703,35812834.0,40170000.0,11.2,0.0,700000.0
542,Congo,2005,11.39369104640653,996093,0.275,44902366.9,51250000.0,10.7,0.0,700000.0
543,Congo,2006,11.50348534988472,1127466,0.301,43270018.2,47720000.0,10.9,0.0,900000.0
544,Congo,2007,11.5273153221232,1211198,0.3125,38566493.2,43360000.0,9.7,0.0,1000000.0
545,Congo,2008,11.63983491190486,1329994,0.3315,33063853.6,37900000.0,10.3,0.0,1200000.0
546,Congo,2009,11.69493212291197,1724138,0.4159,30691121.7,35640000.0,9.88,0.01,1300000.0
547,Congo,2010,11.66601438128781,1961777,0.459,38185160.0,43120000.0,10.6,0.01,1500000.0
548,Congo,2011,11.70140649575145,2239828,0.5096,44971326.0,51940000.0,10.56,0.01,1600000.0
549,Congo,2012,11.63938689248069,2944507,0.6529,42774748.7,49220000.0,9.87,0.01,1600000.0
550,Congo,2013,11.63508957028386,3208046,0.694,45257627.4,50940000.0,9.35,0.01,1900000.0
551,Congo,2014,11.59466652843523,3102335,0.6549,27119680.5,32200000.000000004,8.72,0.01,2000000.0
552,Costa Rica,1991,7.497301387986869,3287914,1.0268,13471653.7,15590000.0,549.3,0.01,1600000.0
553,Costa Rica,1992,7.15864523314359,3741868,1.1385,13958604.6,16700000.0,489.6,0.02,2400000.0
554,Costa Rica,1993,6.84744723002228,3890892,1.1538,14003116.3,16700000.0,221.5,0.02,2500000.0
555,Costa Rica,1994,6.64165917385982,5199850,1.5034,13749849.1,17050000.0,488.3,0.02,2600000.0
556,Costa Rica,1995,6.4895292272848,4800770,1.354,13294383.6,16629999.999999998,410.7,0.02,2600000.0
557,Costa Rica,1996,6.318377939770451,4686377,1.2902,13287573.1,16550000.0,780.1,0.02,2600000.0
558,Costa Rica,1997,6.19975780193322,4916182,1.3219,13361110.2,16620000.000000002,504.1,0.02,2700000.0
559,Costa Rica,1998,6.11961016216879,5234101,1.376,13519169.9,17410000.0,238.6,0.02,3000000.0
560,Costa Rica,1999,6.04268213274809,5437766,1.3995,13377660.5,17220000.0,610.4,0.02,3100000.0
561,Costa Rica,2000,5.9032082224815,5393873,1.3613,13230203.3,17040000.0,504.5,0.02,3000000.0
562,Costa Rica,2001,5.845864118225251,5666567,1.4047,6724872.0,3560000.0,542.2,0.02,3200000.0
563,Costa Rica,2002,5.63897613857075,6245400,1.5229,6465457.1,3540000.0,425.4,0.02,3500000.0
564,Costa Rica,2003,5.54321438568691,6582545,1.5808,7506696.0,4960000.0,492.2,0.02,3600000.0
565,Costa Rica,2004,5.3549594622314105,6841678,1.6193,6400925.3,3910000.0,409.1,0.02,3800000.0
566,Costa Rica,2005,5.14875629988564,6723403,1.5689,6501091.6,4460000.0,364.4,0.02,3800000.0
567,Costa Rica,2006,5.05011615184639,7006724,1.6124,6400659.4,4830000.0,317.2,0.02,4000000.0
568,Costa Rica,2007,4.88140804612845,7960740,1.8074,6878827.600000001,6240000.0,281.8,0.03,4300000.0
569,Costa Rica,2008,4.80699795724325,7989944,1.7902,7012790.7,6380000.0,237.0,0.02,4400000.0
570,Costa Rica,2009,4.70071140066293,7747752,1.7138,6998141.1,5970000.0,211.5,0.02,4400000.0
571,Costa Rica,2010,4.75596724616413,7492647,1.6369,7505900.5,6190000.0,180.9,0.02,4600000.0
572,Costa Rica,2011,4.72462292035523,7310815,1.578,20901329.4,2930000.0,127.85,0.02,4600000.0
573,Costa Rica,2012,4.73718699457381,7260085,1.5487,20804641.6,2970000.0,106.3,0.02,4800000.0
574,Costa Rica,2013,4.72088313966145,7631517,1.6093,20942694.2,3620000.0,12.6,0.02,4900000.0
575,Cote d'Ivoire,1991,14.763204248520989,4308864,0.3485,9190593.7,10820000.0,276.5,0.02,1200000.0
576,Cote d'Ivoire,1993,13.88711485568122,5092960,0.3837,9375889.6,22140000.0,223.3,0.02,1100000.0
577,Cote d'Ivoire,1994,13.47952015368146,4132992,0.3009,9651622.5,27930000.0,355.2,0.02,1100000.0
578,Cote d'Ivoire,1995,13.11541038211951,6115469,0.4307,10170681.1,27710000.0,371.5,0.03,1200000.0
579,Cote d'Ivoire,1996,12.826168795664818,7335328,0.5002,9947119.3,26970000.0,394.5,0.03,1300000.0
580,Cote d'Ivoire,1997,12.562964251877428,7012656,0.4635,10575245.8,27790000.0,157.7,0.03,1400000.0
581,Cote d'Ivoire,1998,12.38061239227128,6584208,0.4224,10926063.5,27790000.0,288.2,0.03,1200000.0
582,Cote d'Ivoire,1999,12.23243580524408,5939512,0.3705,11098619.3,29070000.0,174.0,0.02,1400000.0
583,Cote d'Ivoire,2000,12.26581420917693,6463296,0.3928,11050188.8,28200000.0,225.4,0.03,1300000.0
584,Cote d'Ivoire,2001,12.1955492068163,7397616,0.4389,11306132.0,24200000.0,173.4,0.03,1300000.0
585,Cote d'Ivoire,2002,12.237534664268887,6957936,0.4038,11223213.7,23050000.0,121.2,0.03,1400000.0
586,Cote d'Ivoire,2003,12.17622744035693,5133073,0.2917,11034165.2,20250000.0,104.6,0.02,1000000.0
587,Cote d'Ivoire,2004,12.25823268581868,7335328,0.4082,11350830.9,17870000.0,122.3,0.03,1100000.0
588,Cote d'Ivoire,2005,12.41553341368284,7496544,0.4084,11506370.1,18550000.0,116.2,0.03,1200000.0
589,Cote d'Ivoire,2006,12.740960129921412,6811376,0.3632,20835406.1,31310000.0,135.0,0.02,1300000.0
590,Cote d'Ivoire,2007,12.809514469383778,6536576,0.341,21690874.3,30820000.0,103.3,0.02,1300000.0
591,Cote d'Ivoire,2008,13.04588044411453,6591536,0.3362,21155777.2,29440000.0,77.3,0.02,1600000.0
592,Cote d'Ivoire,2009,13.169348030713149,5514320,0.2749,22033023.4,27680000.0,73.7,0.02,1600000.0
593,Cote d'Ivoire,2010,13.19786186642545,6063920,0.2953,21587062.8,26130000.0,65.9,0.02,1500000.0
594,Cote d'Ivoire,2011,13.24681187943613,6342384,0.3016,15779217.2,25050000.0,59.32,0.02,1600000.0
595,Cote d'Ivoire,2012,13.59299662069022,8339264,0.387,17368042.4,26760000.0,56.65,0.02,2400000.0
596,Cote d'Ivoire,2013,13.87667164382553,9526400,0.4313,17102910.0,27570000.0,54.2,0.03,2500000.0
597,Croatia,1990,10.16848287898952,22977726,4.8107,11373789.5,17070000.0,928.4,0.1,3600000.0
598,Croatia,1991,9.45710149891149,16986189,3.5685,9220219.5,10560000.0,790.8,0.07,2800000.0
599,Croatia,1992,9.65199034833272,16371432,3.4591,8522629.5,11590000.0,882.9,0.07,2800000.0
600,Croatia,1993,9.87199837320542,16807979,3.578,8183159.3,12500000.0,848.5,0.07,2900000.0
601,Croatia,1994,9.92715387815806,16052777,3.4464,7964526.1,12600000.0,590.6,0.07,3100000.0
602,Croatia,1995,9.66349851731385,16816449,3.6425,7822310.100000001,13900000.0,438.3,0.07,3300000.0
603,Croatia,1996,9.715312343947993,17344006,3.7911,7629927.9,13250000.0,248.0,0.07,3500000.0
604,Croatia,1997,9.57175607468883,18557198,4.0943,8163825.299999999,14730000.0,314.3,0.08,3900000.0
605,Croatia,1998,9.33664784678422,19011850,4.2325,7912441.699999999,15030000.0,120.1,0.08,4100000.0
606,Croatia,1999,9.12852831147326,20022950,4.493,8275472.199999999,14670000.0,169.9,0.08,4300000.0
607,Croatia,2000,8.92999185786693,19660565,4.44,8304106.7,13760000.0,188.3,0.08,4300000.0
608,Croatia,2001,8.80705506438509,20783249,4.7148,8214391.600000001,14550000.0,142.5,0.08,4400000.0
609,Croatia,2002,8.731264083194299,21887758,4.9792,8271625.399999999,15540000.0,172.3,0.08,4700000.0
610,Croatia,2003,8.664977607846069,23214314,5.2893,8349940.3,16600000.000000002,98.0,0.08,5100000.0
611,Croatia,2004,8.52264361226312,22891547,5.2218,9057943.9,16350000.000000002,87.3,0.08,5300000.0
612,Croatia,2005,8.406970404104069,23345544,5.3324,9073501.9,16219999.999999998,54.2,0.08,5400000.0
613,Croatia,2006,8.24005246985681,23554158,5.389,9338576.6,19020000.0,-32.9,0.08,5800000.0
614,Croatia,2007,8.07862711921115,24866343,5.7001,9617629.7,20590000.0,2.2,0.08,6100000.0
615,Croatia,2008,7.873991457120991,23598669,5.4217,9541829.1,19730000.0,7.7,0.07,6100000.0
616,Croatia,2009,7.65734722844706,21808549,5.0236,8853942.8,17180000.0,5.0,0.07,6000000.0
617,Croatia,2010,7.46194498973472,21019201,4.8564,8824238.299999999,16540000.0,3.4,0.06,5800000.0
618,Croatia,2011,7.32440591224809,20651988,4.7882,8643438.200000001,22130000.0,4.76,0.06,5700000.0
619,Croatia,2012,7.1805887521992,19088544,4.4435,8241335.7,20100000.0,3.63,0.05,5500000.0
620,Cuba,1990,7.63816065801436,29648420,2.7978,25371322.8,19780000.0,978.3,0.13,5100000.0
621,Cuba,1991,7.48617952360209,27170202,2.5456,24296821.7,10970000.0,397.1,0.12,3700000.0
622,Cuba,1992,7.4105059264313,20593126,1.9181,23583433.6,4960000.0,167.5,0.09,2600000.0
623,Cuba,1993,7.33551131541154,19822771,1.8373,20978168.4,1170000.0,127.2,0.09,1900000.0
624,Cuba,1994,7.276018611953761,21382319,1.9728,21672435.3,2480000.0,177.0,0.09,1900000.0
625,Cuba,1995,7.261773556371991,22835124,2.0972,20910542.8,4250000.0,606.7,0.1,2000000.0
626,Cuba,1996,7.33967208242379,23332951,2.133,21956559.4,7330000.0,749.7,0.1,2200000.0
627,Cuba,1997,7.421755465853209,24808969,2.2575,21821489.3,9780000.0,685.2,0.1,2800000.0
628,Cuba,1998,7.5132210905782,24293962,2.2008,21438028.3,9300000.0,611.7,0.1,2500000.0
629,Cuba,1999,7.57583729899553,24467107,2.2073,20928860.0,9600000.0,645.3,0.1,2400000.0
630,Cuba,2000,7.50582228645503,25775495,2.3166,20817272.1,9880000.0,571.7,0.1,2200000.0
631,Cuba,2001,7.40405297140488,25215883,2.2585,19701598.4,10990000.0,530.6,0.1,2200000.0
632,Cuba,2002,7.1698913479491,25523650,2.279,19811426.0,9610000.0,518.0,0.1,2100000.0
633,Cuba,2003,7.00116922469239,25942743,2.3103,19694694.6,8850000.0,508.4,0.09,1900000.0
634,Cuba,2004,6.8372648137035,25221231,2.2418,19280941.8,8400000.0,471.8,0.09,2000000.0
635,Cuba,2005,6.70535441135993,24442108,2.1704,18419422.7,8760000.0,241.0,0.08,1900000.0
636,Cuba,2006,6.564976137741841,24693041,2.1927,19023909.2,79940000.0,266.1,0.08,1800000.0
637,Cuba,2007,6.44426942673977,24240301,2.1545,19119926.1,80960000.0,103.5,0.08,1800000.0
638,Cuba,2008,6.3270020554441,28108268,2.5014,19515548.0,80450000.0,87.7,0.09,1800000.0
639,Cuba,2009,6.22492946720978,28396318,2.5294,20065506.4,81850000.0,11.7,0.09,1400000.0
640,Cuba,2010,6.17521856066785,34199817,3.0465,19868243.4,84880000.0,22.1,0.1,1200000.0
641,Cuba,2011,6.13003191206579,29431084,2.6192,20397361.0,32180000.0,14.26,0.09,1200000.0
642,Cuba,2012,6.21109354512346,29742048,2.6421,20375688.6,32260000.0,15.2,0.09,1100000.0
643,Cuba,2013,6.34016998233801,28024016,2.4838,20562386.8,30920000.0,12.19,0.08,1200000.0
644,Cuba,2014,6.42555379978764,27441780,2.427,20547757.6,30590000.0,13.8,0.08,1400000.0
645,Cyprus,1990,6.78904656695113,4651680,6.0678,1277182.4,5360000.0,266.4,0.02,1200000.0
646,Cyprus,1991,6.919976021153549,5141180,6.565,1645662.4,5830000.0,294.7,0.02,1200000.0
647,Cyprus,1992,7.00633567487558,5515863,6.8896,1580532.4,6240000.0,336.4,0.02,1300000.0
648,Cyprus,1993,7.069179028770529,5759258,7.0342,1651092.4,6520000.0,466.4,0.03,1300000.0
649,Cyprus,1994,7.06379170291118,6000649,7.1683,1694332.4,6770000.0,212.0,0.03,1400000.0
650,Cyprus,1995,7.057655479220901,5872254,6.865,1719832.4,6650000.0,240.5,0.03,1500000.0
651,Cyprus,1996,7.00735617538341,6222419,7.1242,1840590.0,7040000.0,208.9,0.03,1500000.0
652,Cyprus,1997,6.964338327938919,6310214,7.0807,1785867.4,7200000.0,160.8,0.03,1600000.0
653,Cyprus,1998,6.8448883463583705,6607266,7.271,1838300.0,7480000.0,130.3,0.03,1600000.0
654,Cyprus,1999,6.846445903505689,6873950,7.4229,1902800.0,7800000.0,158.7,0.03,1700000.0
655,Cyprus,2000,6.786310790801401,7120330,7.5484,1952800.0,8029999.999999999,294.0,0.03,1700000.0
656,Cyprus,2001,6.711069102458681,6994276,7.2836,1967936.0,7920000.0,165.5,0.03,1800000.0
657,Cyprus,2002,6.627491332318799,7183619,7.353,2057169.3,8090000.0,135.9,0.03,1800000.0
658,Cyprus,2003,6.51412001747447,7574158,7.6232,2155322.4000000004,8780000.0,74.1,0.03,1900000.0
659,Czechia,1991,9.97498123675706,148892387,14.3907,29930650.360000003,152980000.0,6.5,0.64,6200000.0
660,Czechia,1993,9.6810079616973,138634269,13.3834,28397458.5,143840000.0,102.6,0.61,8000000.0
661,Czechia,1994,9.50513724276639,132370351,12.7759,28181143.8,136550000.0,555.7,0.58,8500000.0
662,Czechia,1995,9.352896154878067,131600512,12.705,28170142.8,136550000.0,441.5,0.56,7300000.0
663,Czechia,1996,9.1120280017713,134954556,13.0387,27074466.3,138120000.0,55.4,0.56,10100000.0
664,Czechia,1997,8.79855534756389,130725010,12.6447,25865851.9,135630000.0,23.2,0.54,10400000.0
665,Czechia,1998,8.45010273582098,125308969,12.1385,25168003.0,129060000.0,14.3,0.52,10700000.0
666,Czechia,1999,8.15586265770974,116614327,11.3147,24596135.1,120920000.0,-63.5,0.48,11800000.0
667,Czechia,2000,7.93697051415133,127127423,12.3552,25399274.8,131520000.0,-68.1,0.5,11900000.0
668,Czechia,2001,7.846059275146381,127024288,12.3673,25990790.1,131520000.0,10.6,0.5,12700000.0
669,Czechia,2002,7.67799478329789,123940088,12.089,25072213.5,125870000.0,146.2,0.48,13300000.0
670,Czechia,2003,7.570243663942749,127413414,12.4438,25078480.6,130250000.0,93.4,0.47,15100000.0
671,Democratic Republic of Congo,1991,15.31726648388278,3132604,0.0872,173404667.20000002,202490000.0,17.7,0.01,500000.0
672,Democratic Republic of Congo,1995,14.686622217669502,2103614,0.0506,174408427.4,203570000.0,1209.7,0.01,500000.0
673,Democratic Republic of Congo,1996,14.05773812259854,2311092,0.0541,185247002.2,210180000.0,960.4,0.01,500000.0
674,Democratic Republic of Congo,1997,14.27391618615135,1875443,0.0428,191237064.5,216150000.0,578.0,0.01,400000.0
675,Democratic Republic of Congo,1998,14.338816266583429,1655511,0.0369,192138622.6,218270000.0,907.4,0.01,500000.0
676,Democratic Republic of Congo,1999,14.37966123229811,1317470,0.0287,186539699.9,210710000.0,410.6,0.01,400000.0
677,Democratic Republic of Congo,2000,14.52196183477164,892726,0.019,183260749.0,206760000.0,454.6,0.0,800000.0
678,Democratic Republic of Congo,2001,14.578108331511569,769774,0.0159,169685490.4,196300000.0,1151.2,0.0,600000.0
679,Democratic Republic of Congo,2002,14.500155422559413,850081,0.017,168809463.1,197730000.0,1081.3,0.0,700000.0
680,Democratic Republic of Congo,2003,14.74519565440281,1037159,0.0202,172908696.8,203890000.0,607.6,0.0,800000.0
681,Democratic Republic of Congo,2004,14.91719818599864,1149429,0.0217,175464110.2,208260000.0,364.3,0.0,900000.0
682,Democratic Republic of Congo,2005,15.06836912571223,1445041,0.0264,177929433.9,210960000.0,312.6,0.0,1100000.0
683,Democratic Republic of Congo,2006,15.17980011812488,1552192,0.0274,174077586.5,209120000.0,228.2,0.01,1200000.0
684,Democratic Republic of Congo,2007,15.183869697286251,1696531,0.029,176496604.5,207940000.0,90.5,0.01,1300000.0
685,Democratic Republic of Congo,2008,15.2105618446598,1810549,0.03,176429006.4,210050000.0,50.5,0.01,1500000.0
686,Democratic Republic of Congo,2009,15.21492753283733,1694046,0.0271,177243060.1,210770000.0,59.82,0.01,1500000.0
687,Democratic Republic of Congo,2010,15.392142484319807,1961947,0.0304,176950365.5,211760000.0,76.6,0.01,1700000.0
688,Democratic Republic of Congo,2011,15.47742826225315,2439520,0.0365,181000441.1,214680000.0,56.93,0.01,2100000.0
689,Democratic Republic of Congo,2012,15.5280891099143,2356311,0.0341,180300528.2,214340000.0,47.85,0.01,2100000.0
690,Democratic Republic of Congo,2013,15.55234470895063,3537543,0.0496,185759577.0,222970000.0,35.94,0.01,3300000.0
691,Dominican Republic,1991,9.85353183098203,9538286,1.3119,10447582.0,7080000.0,33.9,0.04,2300000.0
692,Dominican Republic,1992,9.42891112700436,10418188,1.4063,10227782.0,8560000.0,287.9,0.05,2500000.0
693,Dominican Republic,1993,9.10536417815383,11208752,1.4853,10591982.0,9140000.0,426.7,0.05,2700000.0
694,Dominican Republic,1994,8.74080237863998,11796446,1.5353,10758582.0,11120000.0,498.8,0.05,3200000.0
695,Dominican Republic,1995,8.47396837053912,15106975,1.932,10984382.0,11610000.0,837.9,0.06,3500000.0
696,Dominican Republic,1996,8.2506728088205,16484352,2.0728,11372355.8,12510000.0,677.2,0.07,3900000.0
697,Dominican Republic,1997,8.155575277759059,17265690,2.1357,11659306.1,14210000.0,614.4,0.07,4500000.0
698,Dominican Republic,1998,7.964302036348039,17788184,2.1655,12062052.9,16110000.0,509.6,0.07,4900000.0
699,Dominican Republic,1999,7.85306933548911,17821253,2.136,11340204.1,16750000.0,877.7,0.07,5200000.0
700,Dominican Republic,2000,7.62988075558632,18991627,2.2419,11158257.8,17530000.0,623.9,0.08,5300000.0
701,Dominican Republic,2001,7.468542498849031,19144596,2.2265,11613008.5,19640000.0,650.8,0.08,5300000.0
702,Dominican Republic,2002,7.341710175049119,20949129,2.4011,12552427.9,22050000.0,406.9,0.08,5700000.0
703,Dominican Republic,2003,7.280199305575349,21345009,2.4118,12166214.7,19710000.0,322.8,0.08,5200000.0
704,Dominican Republic,2004,7.130336563616909,17333192,1.9314,12515680.8,19020000.0,372.8,0.06,5300000.0
705,Dominican Republic,2005,7.11752314734291,17940521,1.9721,12790181.9,20300000.0,262.1,0.06,5500000.0
706,Dominican Republic,2006,7.09775404978183,19111932,2.0732,13074193.9,21810000.0,232.8,0.06,5500000.0
707,Dominican Republic,2007,7.02452376883485,19992930,2.1408,14040111.1,23160000.0,74.4,0.06,5500000.0
708,Dominican Republic,2008,6.94485522033606,20331836,2.1497,14340321.5,23410000.0,53.9,0.06,5000000.0
709,Dominican Republic,2009,6.828186830611339,19780666,2.0655,14913358.2,22870000.0,76.8,0.06,5300000.0
710,Dominican Republic,2010,6.7748812032219705,20553453,2.12,15435677.9,24280000.0,54.7,0.06,5400000.0
711,Dominican Republic,2011,6.797546369322379,21317914,2.1724,15343199.8,24580000.0,50.61,0.06,5700000.0
712,Dominican Republic,2012,6.883355119498489,21254754,2.1403,15528516.4,25410000.0,40.87,0.06,6200000.0
713,Dominican Republic,2013,7.013742463482529,21266960,2.1165,15759959.5,25250000.0,34.78,0.06,5300000.0
714,Dominican Republic,2014,7.11326047020044,21800611,2.1446,15814401.2,25440000.0,36.9,0.06,4700000.0
715,Ecuador,1990,8.02509987840509,16457820,1.6086,59374960.8,76170000.0,648.6,0.07,7800000.0
716,Ecuador,1991,7.733895731764299,16157175,1.5428,59105262.0,77030000.0,860.8,0.07,8000000.0
717,Ecuador,1992,7.3924606438026705,21959676,2.0492,60643038.6,79280000.0,477.1,0.1,8100000.0
718,Ecuador,1993,7.020107715357541,24088526,2.1976,61930286.5,79020000.0,480.6,0.11,8199999.999999999
719,Ecuador,1994,6.81615864580679,13539560,1.208,62781401.4,80670000.0,298.1,0.06,8700000.0
720,Ecuador,1995,6.588057321930579,22686239,1.9804,63376678.8,83800000.0,382.4,0.1,8300000.000000001
721,Ecuador,1996,6.439391147621711,24024921,2.0529,64047913.2,87120000.0,351.7,0.1,10100000.0
722,Ecuador,1997,6.20742212357603,18206447,1.5234,64402223.50000001,89140000.0,387.8,0.07,10700000.0
723,Ecuador,1998,6.06483834089497,22313483,1.8292,62758996.8,88100000.0,365.9,0.09,10000000.0
724,Ecuador,1999,5.95139237279673,21364414,1.7171,62306771.400000006,84090000.0,277.9,0.09,7900000.0
725,Ecuador,2000,5.85025256406042,20562217,1.6215,60470404.0,84480000.0,354.9,0.08,8700000.0
726,Ecuador,2001,5.70948788688799,22940109,1.7763,55985640.3,79560000.0,578.7,0.09,8700000.0
727,Ecuador,2002,5.7084207610844295,24753207,1.8833,56539672.8,80240000.0,273.4,0.1,9000000.0
728,Ecuador,2003,5.64944336417166,26746806,2.0006,57619497.8,80340000.0,259.9,0.1,9000000.0
729,Ecuador,2004,5.5700622641900805,28785670,2.1172,58986029.0,84290000.0,167.4,0.1,9300000.0
730,Ecuador,2005,5.55239180662061,29969504,2.1676,57538637.9,85790000.0,286.3,0.1,9700000.0
731,Ecuador,2006,5.54212922214807,28894631,2.0552,57990336.2,87940000.0,114.0,0.09,10000000.0
732,Ecuador,2007,5.54579575411217,33685516,2.3562,57669628.3,88400000.0,150.7,0.11,10000000.0
733,Ecuador,2008,5.53224504509591,29573062,2.0345,57566026.2,89280000.0,79.8,0.09,10000000.0
734,Ecuador,2009,5.51354354115886,32503201,2.2,58960137.8,92530000.0,87.24,0.1,10400000.0
735,Ecuador,2010,5.51497407328721,34825608,2.32,59930321.900000006,96210000.0,62.04,0.1,12500000.0
736,Ecuador,2011,5.51654333153107,37398376,2.4533,59982640.4,96710000.0,32.28,0.11,12900000.0
737,Ecuador,2012,5.55639344462286,37154022,2.401,60184682.3,98180000.0,33.76,0.11,13400000.0
738,Ecuador,2013,5.551386119015509,39362341,2.506,60553581.6,100380000.0,22.03,0.11,14300000.0
739,Ecuador,2014,5.51436003516532,43206942,2.7086,59781852.3,102300000.0,21.48,0.12,15400000.0
740,Egypt,1990,15.00128464271175,75217533,1.34,40571146.1,129330000.0,4426.0,0.33,16100000.000000002
741,Egypt,1991,15.195720168023469,77295842,1.346,42613246.1,134970000.0,3933.0,0.33,16900000.0
742,Egypt,1992,15.328140096622612,79939884,1.3626,44315946.1,140040000.0,6276.0,0.35,17600000.0
743,Egypt,1993,15.538378192538527,92277980,1.541,45358246.1,142330000.0,6600.0,0.4,18300000.0
744,Egypt,1994,15.638732031052898,84555822,1.384,45900546.1,138260000.0,2737.0,0.37,20000000.0
745,Egypt,1995,15.64747012871797,94890392,1.5223,47909746.1,147200000.0,2880.5,0.4,21200000.0
746,Egypt,1996,15.66468588694315,93568654,1.4712,48994795.8,154630000.0,2944.9,0.39,22500000.0
747,Egypt,1997,15.657978890962127,107512839,1.6568,50343584.3,164080000.0,2785.0,0.44,24100000.0
748,Egypt,1998,15.56119758525667,121465771,1.8348,49908995.8,170850000.0,2816.0,0.5,26700000.0
749,Egypt,1999,15.482526455564493,124496184,1.844,52146996.9,179720000.0,2749.8,0.51,28400000.0
750,Egypt,2000,15.36077195969114,140349710,2.039,53379100.0,180360000.0,2746.3,0.56,29200000.0
751,Egypt,2001,15.51497237872256,124293719,1.7718,54293491.8,192780000.0,2704.3,0.49,28200000.0
752,Egypt,2002,15.5687527318013,125782381,1.7596,56818100.0,197200000.0,1944.1,0.48,29000000.0
753,Egypt,2003,15.5683327728019,146462658,2.0111,57774400.0,204500000.0,1662.7,0.54,30600000.0
754,Egypt,2004,15.51492154895192,149143319,2.0108,62998000.0,215210000.0,1644.2,0.52,31300000.0
755,Egypt,2005,15.54281230372865,165043688,2.1853,67757900.0,234140000.0,1348.6,0.56,30800000.0
756,Egypt,2006,15.74244429761095,176019064,2.2897,69812900.0,243290000.0,1091.6,0.58,33500000.0
757,Egypt,2007,15.89189176970931,185907328,2.3764,71841900.0,259480000.00000003,860.8,0.59,37000000.0
758,Egypt,2008,16.05592172480452,194763997,2.4457,74506400.0,271340000.0,726.2,0.61,39100000.0
759,Egypt,2009,16.19458373554432,203169672,2.5041,74031700.0,274870000.0,789.5,0.64,41800000.0
760,Egypt,2010,16.266506508345728,200841483,2.4268,77404700.0,277420000.0,705.6,0.6,44800000.0
761,Egypt,2011,16.15965454861081,213026647,2.5202,81409700.0,283900000.0,488.78,0.62,46800000.0
762,Egypt,2012,16.122437017519438,208718329,2.4151,83006900.0,294690000.0,630.18,0.6,50900000.0
763,Egypt,2013,15.93784644171544,206949168,2.3409,75989300.0,292440000.0,352.2,0.59,51400000.0
764,Egypt,2014,15.90622784542815,221668030,2.4514,76574000.0,297700000.0,326.29,0.62,53600000.0
765,El Salvador,1991,11.90826043827031,3154717,0.5905,5856924.1,8910000.0,425.7,0.01,1400000.0
766,El Salvador,1992,12.15864094772804,3316777,0.6124,5959546.5,9330000.0,654.1,0.01,1600000.0
767,El Salvador,1993,12.00325662210036,3975594,0.7241,5840178.899999999,9890000.0,481.7,0.02,1700000.0
768,El Salvador,1994,11.78056609294268,4512672,0.8114,5995420.1,10530000.0,261.2,0.02,1900000.0
769,El Salvador,1995,11.43516208180026,4998356,0.888,5716509.0,10790000.0,336.4,0.02,2100000.0
770,El Salvador,1996,11.23325017092149,4414490,0.7758,6157940.3,10700000.0,318.5,0.02,2100000.0
771,El Salvador,1997,10.87814974989738,5415735,0.9425,6418279.7,11530000.0,284.7,0.02,2100000.0
772,El Salvador,1998,10.52283095820946,5731188,0.9885,6012125.6,11580000.0,198.7,0.02,2300000.0
773,El Salvador,1999,10.322245528949,5587859,0.956,6141335.899999999,11800000.0,114.7,0.02,2600000.0
