,Entity,Year,CO2 Emissions Per Cap
41,Afghanistan,1990,0.2097
42,Afghanistan,1991,0.1825
43,Afghanistan,1992,0.0952
44,Afghanistan,1993,0.0843
45,Afghanistan,1994,0.0751
46,Afghanistan,1995,0.0679
47,Afghanistan,1996,0.0618
48,Afghanistan,1997,0.056
49,Afghanistan,1998,0.0521
50,Afghanistan,1999,0.0401
51,Afghanistan,2000,0.0365
52,Afghanistan,2001,0.0369
53,Afghanistan,2002,0.0465
54,Afghanistan,2003,0.0501
55,Afghanistan,2004,0.036
56,Afghanistan,2005,0.0508
57,Afghanistan,2006,0.0619
58,Afghanistan,2007,0.0837
59,Afghanistan,2008,0.1515
60,Afghanistan,2009,0.2374
61,Afghanistan,2010,0.2877
62,Afghanistan,2011,0.402
63,Afghanistan,2012,0.3279
64,Afghanistan,2013,0.2616
65,Afghanistan,2014,0.233
178,Africa,1990,1.0524
179,Africa,1991,1.0685
180,Africa,1992,1.0101
181,Africa,1993,1.0434
182,Africa,1994,1.0292
183,Africa,1995,1.0767
184,Africa,1996,1.0655
185,Africa,1997,1.0789
186,Africa,1998,1.0853
187,Africa,1999,1.0495
188,Africa,2000,1.0936
189,Africa,2001,1.0645
190,Africa,2002,1.0489
191,Africa,2003,1.1094
192,Africa,2004,1.1603
193,Africa,2005,1.1547
194,Africa,2006,1.1613
195,Africa,2007,1.1763
196,Africa,2008,1.1968
197,Africa,2009,1.1762
198,Africa,2010,1.1725
199,Africa,2011,1.1809
200,Africa,2012,1.1456
201,Africa,2013,1.1227
202,Africa,2014,1.1837
266,Albania,1990,1.6569
267,Albania,1991,1.2889
268,Albania,1992,0.7687
269,Albania,1993,0.7247
270,Albania,1994,0.6078
271,Albania,1995,0.6638
272,Albania,1996,0.6432
273,Albania,1997,0.4941
274,Albania,1998,0.5607
275,Albania,1999,0.9528
276,Albania,2000,0.9601
277,Albania,2001,1.0291
278,Albania,2002,1.199
279,Albania,2003,1.3572
280,Albania,2004,1.3217
281,Albania,2005,1.3603
282,Albania,2006,1.2548
283,Albania,2007,1.262
284,Albania,2008,1.4228
285,Albania,2009,1.4308
286,Albania,2010,1.5088
287,Albania,2011,1.7178
288,Albania,2012,1.6018
289,Albania,2013,1.6971
290,Albania,2014,1.9406
371,Algeria,1990,2.9791
372,Algeria,1991,2.9851
373,Algeria,1992,2.9555
374,Algeria,1993,2.9652
375,Algeria,1994,3.0534
376,Algeria,1995,3.3028
377,Algeria,1996,3.3071
378,Algeria,1997,2.9252
379,Algeria,1998,3.5313
380,Algeria,1999,2.9934
381,Algeria,2000,2.6487
382,Algeria,2001,2.6638
383,Algeria,2002,2.8067
384,Algeria,2003,2.822
385,Algeria,2004,2.6873
386,Algeria,2005,3.2119
387,Algeria,2006,2.9786
388,Algeria,2007,3.1727
389,Algeria,2008,3.1394
390,Algeria,2009,3.4014
391,Algeria,2010,3.2746
392,Algeria,2011,3.2679
393,Algeria,2012,3.4269
394,Algeria,2013,3.4723
395,Algeria,2014,3.6617
402,Andorra,1990,7.4614
403,Andorra,1991,7.1772
404,Andorra,1992,6.9071
405,Andorra,1993,6.7302
406,Andorra,1994,6.489
407,Andorra,1995,6.6556
408,Andorra,1996,7.059
409,Andorra,1997,7.2348
410,Andorra,1998,7.6548
411,Andorra,1999,7.9693
412,Andorra,2000,8.0127
413,Andorra,2001,7.7802
414,Andorra,2002,7.5845
415,Andorra,2003,7.31
416,Andorra,2004,7.352
417,Andorra,2005,7.2935
418,Andorra,2006,6.7404
419,Andorra,2007,6.5142
420,Andorra,2008,6.4227
421,Andorra,2009,6.1167
422,Andorra,2010,6.1172
423,Andorra,2011,5.8625
424,Andorra,2012,5.912
425,Andorra,2013,5.8972
426,Andorra,2014,5.8281
473,Angola,1990,0.4296
474,Angola,1991,0.4134
475,Angola,1992,0.408
476,Angola,1993,0.4396
477,Angola,1994,0.2862
478,Angola,1995,0.7851
479,Angola,1996,0.7239
480,Angola,1997,0.4941
481,Angola,1998,0.4732
482,Angola,1999,0.5754
483,Angola,2000,0.5804
484,Angola,2001,0.5707
485,Angola,2002,0.7191
486,Angola,2003,0.496
487,Angola,2004,0.9969
488,Angola,2005,0.978
489,Angola,2006,1.0969
490,Angola,2007,1.1948
491,Angola,2008,1.1747
492,Angola,2009,1.2243
493,Angola,2010,1.2358
494,Angola,2011,1.2522
495,Angola,2012,1.3462
496,Angola,2013,1.2772
497,Angola,2014,1.2359
504,Anguilla,1990,5.7675
505,Anguilla,1991,5.6135
506,Anguilla,1992,5.8888
507,Anguilla,1993,6.9489
508,Anguilla,1994,6.8266
509,Anguilla,1995,6.6834
510,Anguilla,1996,6.8811
511,Anguilla,1997,6.7016
512,Anguilla,1998,7.2018
513,Anguilla,1999,7.342
514,Anguilla,2000,7.8186
515,Anguilla,2001,8.2694
516,Anguilla,2002,8.1034
517,Anguilla,2003,8.5543
518,Anguilla,2004,9.8865
519,Anguilla,2005,10.307
520,Anguilla,2006,11.2872
521,Anguilla,2007,11.6797
522,Anguilla,2008,11.5061
523,Anguilla,2009,11.0628
524,Anguilla,2010,11.1807
525,Anguilla,2011,10.4978
526,Anguilla,2012,10.3593
527,Anguilla,2013,8.4037
528,Anguilla,2014,9.8648
568,Antigua and Barbuda,1990,3.5156
569,Antigua and Barbuda,1991,3.3539
570,Antigua and Barbuda,1992,3.24
571,Antigua and Barbuda,1993,3.2865
572,Antigua and Barbuda,1994,3.2169
573,Antigua and Barbuda,1995,3.2547
574,Antigua and Barbuda,1996,3.3938
575,Antigua and Barbuda,1997,3.5768
576,Antigua and Barbuda,1998,3.7031
577,Antigua and Barbuda,1999,3.7781
578,Antigua and Barbuda,2000,3.8565
579,Antigua and Barbuda,2001,3.8438
580,Antigua and Barbuda,2002,4.2116
581,Antigua and Barbuda,2003,4.435
582,Antigua and Barbuda,2004,4.5602
583,Antigua and Barbuda,2005,4.5878
584,Antigua and Barbuda,2006,4.6512
585,Antigua and Barbuda,2007,4.84
586,Antigua and Barbuda,2008,4.8914
587,Antigua and Barbuda,2009,5.111
588,Antigua and Barbuda,2010,5.1611
589,Antigua and Barbuda,2011,4.9674
590,Antigua and Barbuda,2012,5.066
591,Antigua and Barbuda,2013,5.045
592,Antigua and Barbuda,2014,4.9876
702,Argentina,1990,3.436
703,Argentina,1991,3.5523
704,Argentina,1992,3.6157
705,Argentina,1993,3.4671
706,Argentina,1994,3.5529
707,Argentina,1995,3.6684
708,Argentina,1996,3.8234
709,Argentina,1997,3.8601
710,Argentina,1998,3.8668
711,Argentina,1999,4.0388
712,Argentina,2000,3.861
713,Argentina,2001,3.5949
714,Argentina,2002,3.3011
715,Argentina,2003,3.5347
716,Argentina,2004,4.0799
717,Argentina,2005,4.1507
718,Argentina,2006,4.4441
719,Argentina,2007,4.3908
720,Argentina,2008,4.6932
721,Argentina,2009,4.4204
722,Argentina,2010,4.5661
723,Argentina,2011,4.6048
724,Argentina,2012,4.5914
725,Argentina,2013,4.506
726,Argentina,2014,4.4247
871,Armenia,1990,2.533
872,Armenia,1991,2.0793
873,Armenia,1992,1.7029
874,Armenia,1993,0.7657
875,Armenia,1994,0.8263
876,Armenia,1995,1.0671
877,Armenia,1996,0.8192
878,Armenia,1997,1.0435
879,Armenia,1998,1.0928
880,Armenia,1999,0.9872
881,Armenia,2000,1.1374
882,Armenia,2001,1.158
883,Armenia,2002,1.0141
884,Armenia,2003,1.145
885,Armenia,2004,1.2301
886,Armenia,2005,1.4679
887,Armenia,2006,1.4879
888,Armenia,2007,1.7391
889,Armenia,2008,1.9173
890,Armenia,2009,1.5108
891,Armenia,2010,1.478
892,Armenia,2011,1.7274
893,Armenia,2012,1.993
894,Armenia,2013,1.9102
895,Armenia,2014,1.9242
944,Aruba,1990,7.8406
945,Aruba,1991,8.2212
946,Aruba,1992,7.8928
947,Aruba,1993,8.9458
948,Aruba,1994,8.5981
949,Aruba,1995,8.8037
950,Aruba,1996,8.7185
951,Aruba,1997,8.8759
952,Aruba,1998,9.2356
953,Aruba,1999,9.0973
954,Aruba,2000,26.1697
955,Aruba,2001,25.9145
956,Aruba,2002,25.6502
957,Aruba,2003,26.3991
958,Aruba,2004,26.4937
959,Aruba,2005,27.1793
960,Aruba,2006,26.9267
961,Aruba,2007,27.8711
962,Aruba,2008,26.2071
963,Aruba,2009,25.8949
964,Aruba,2010,24.6513
965,Aruba,2011,24.4865
966,Aruba,2012,13.1463
967,Aruba,2013,8.3462
968,Aruba,2014,8.403
1113,Asia,1990,2.0548
1114,Asia,1991,2.1199
1115,Asia,1992,2.1792
1116,Asia,1993,2.243
1117,Asia,1994,2.3054
1118,Asia,1995,2.3634
1119,Asia,1996,2.422
1120,Asia,1997,2.4194
1121,Asia,1998,2.3124
1122,Asia,1999,2.3513
1123,Asia,2000,2.4311
1124,Asia,2001,2.4447
1125,Asia,2002,2.5495
1126,Asia,2003,2.7597
1127,Asia,2004,2.9723
1128,Asia,2005,3.1487
1129,Asia,2006,3.3212
1130,Asia,2007,3.4596
1131,Asia,2008,3.598
1132,Asia,2009,3.7026
1133,Asia,2010,3.928
1134,Asia,2011,4.1717
1135,Asia,2012,4.2928
1136,Asia,2013,4.3079
1137,Asia,2014,4.3337
1282,Asia (excl. China & India),1990,3.0333
1283,Asia (excl. China & India),1991,3.1191
1284,Asia (excl. China & India),1992,3.1828
1285,Asia (excl. China & India),1993,3.2203
1286,Asia (excl. China & India),1994,3.2534
1287,Asia (excl. China & India),1995,3.2114
1288,Asia (excl. China & India),1996,3.2489
1289,Asia (excl. China & India),1997,3.2505
1290,Asia (excl. China & India),1998,3.0978
1291,Asia (excl. China & India),1999,3.1911
1292,Asia (excl. China & India),2000,3.3563
1293,Asia (excl. China & India),2001,3.3621
1294,Asia (excl. China & India),2002,3.4029
1295,Asia (excl. China & India),2003,3.5099
1296,Asia (excl. China & India),2004,3.6092
1297,Asia (excl. China & India),2005,3.6433
1298,Asia (excl. China & India),2006,3.6944
1299,Asia (excl. China & India),2007,3.7277
1300,Asia (excl. China & India),2008,3.7456
1301,Asia (excl. China & India),2009,3.7336
1302,Asia (excl. China & India),2010,3.8847
1303,Asia (excl. China & India),2011,3.9563
1304,Asia (excl. China & India),2012,4.0726
1305,Asia (excl. China & India),2013,4.0232
1306,Asia (excl. China & India),2014,4.0433
1443,Australia,1990,16.4714
1444,Australia,1991,16.3981
1445,Australia,1992,16.4538
1446,Australia,1993,16.5495
1447,Australia,1994,16.8601
1448,Australia,1995,17.1189
1449,Australia,1996,17.3911
1450,Australia,1997,17.7901
1451,Australia,1998,18.2222
1452,Australia,1999,18.4477
1453,Australia,2000,18.5252
1454,Australia,2001,18.7789
1455,Australia,2002,18.922
1456,Australia,2003,19.0191
1457,Australia,2004,19.4554
1458,Australia,2005,19.2086
1459,Australia,2006,19.3554
1460,Australia,2007,19.2159
1461,Australia,2008,19.2034
1462,Australia,2009,18.4508
1463,Australia,2010,18.2595
1464,Australia,2011,17.9849
1465,Australia,2012,17.5806
1466,Australia,2013,16.907
1467,Australia,2014,16.9201
1646,Austria,1990,8.0451
1647,Austria,1991,8.4576
1648,Austria,1992,7.6921
1649,Austria,1993,7.6863
1650,Austria,1994,7.68
1651,Austria,1995,8.0113
1652,Austria,1996,8.4007
1653,Austria,1997,8.3721
1654,Austria,1998,8.3182
1655,Austria,1999,8.1529
1656,Austria,2000,8.1964
1657,Austria,2001,8.6615
1658,Austria,2002,8.8443
1659,Austria,2003,9.4731
1660,Austria,2004,9.4523
1661,Austria,2005,9.5797
1662,Austria,2006,9.269
1663,Austria,2007,8.9126
1664,Austria,2008,8.808
1665,Austria,2009,8.037
1666,Austria,2010,8.5613
1667,Austria,2011,8.2674
1668,Austria,2012,7.9113
1669,Austria,2013,7.9192
1670,Austria,2014,7.4474
1815,Azerbaijan,1990,7.094
1816,Azerbaijan,1991,6.8
1817,Azerbaijan,1992,7.5181
1818,Azerbaijan,1993,6.3846
1819,Azerbaijan,1994,5.4588
1820,Azerbaijan,1995,4.2839
1821,Azerbaijan,1996,3.9771
1822,Azerbaijan,1997,3.7602
1823,Azerbaijan,1998,3.9632
1824,Azerbaijan,1999,3.5472
1825,Azerbaijan,2000,3.6326
1826,Azerbaijan,2001,3.5123
1827,Azerbaijan,2002,3.5811
1828,Azerbaijan,2003,3.6625
1829,Azerbaijan,2004,3.7966
1830,Azerbaijan,2005,4.0155
1831,Azerbaijan,2006,4.5316
1832,Azerbaijan,2007,3.4913
1833,Azerbaijan,2008,4.0184
1834,Azerbaijan,2009,3.5696
1835,Azerbaijan,2010,3.3914
1836,Azerbaijan,2011,3.6054
1837,Azerbaijan,2012,3.783
1838,Azerbaijan,2013,3.752
1839,Azerbaijan,2014,3.8898
1886,Bahamas,1990,7.8935
1887,Bahamas,1991,7.6507
1888,Bahamas,1992,7.0242
1889,Bahamas,1993,6.4341
1890,Bahamas,1994,6.4155
1891,Bahamas,1995,6.5648
1892,Bahamas,1996,6.3866
1893,Bahamas,1997,5.5974
1894,Bahamas,1998,6.8464
1895,Bahamas,1999,6.9153
1896,Bahamas,2000,6.7983
1897,Bahamas,2001,6.4292
1898,Bahamas,2002,6.6216
1899,Bahamas,2003,6.6113
1900,Bahamas,2004,6.4228
1901,Bahamas,2005,5.8651
1902,Bahamas,2006,5.6006
1903,Bahamas,2007,5.5494
1904,Bahamas,2008,5.5757
1905,Bahamas,2009,5.5757
1906,Bahamas,2010,5.3576
1907,Bahamas,2011,5.8794
1908,Bahamas,2012,6.3589
1909,Bahamas,2013,7.3647
1910,Bahamas,2014,6.5544
1974,Bahrain,1990,25.0153
1975,Bahrain,1991,23.259
1976,Bahrain,1992,20.7875
1977,Bahrain,1993,27.244
1978,Bahrain,1994,26.8463
1979,Bahrain,1995,26.2312
1980,Bahrain,1996,26.9415
1981,Bahrain,1997,29.0605
1982,Bahrain,1998,29.9274
1983,Bahrain,1999,28.2602
1984,Bahrain,2000,28.2784
1985,Bahrain,2001,20.1818
1986,Bahrain,2002,21.585
1987,Bahrain,2003,21.535
1988,Bahrain,2004,21.5504
1989,Bahrain,2005,22.2728
1990,Bahrain,2006,20.2637
1991,Bahrain,2007,25.8427
1992,Bahrain,2008,26.6285
1993,Bahrain,2009,23.71
1994,Bahrain,2010,23.4316
1995,Bahrain,2011,22.2725
1996,Bahrain,2012,20.7847
1997,Bahrain,2013,23.5733
1998,Bahrain,2014,23.0658
2049,Bangladesh,1990,0.1365
2050,Bangladesh,1991,0.1396
2051,Bangladesh,1992,0.1424
2052,Bangladesh,1993,0.1456
2053,Bangladesh,1994,0.1556
2054,Bangladesh,1995,0.1827
2055,Bangladesh,1996,0.1827
2056,Bangladesh,1997,0.1925
2057,Bangladesh,1998,0.1891
2058,Bangladesh,1999,0.2003
2059,Bangladesh,2000,0.2078
2060,Bangladesh,2001,0.2386
2061,Bangladesh,2002,0.2414
2062,Bangladesh,2003,0.2482
2063,Bangladesh,2004,0.2624
2064,Bangladesh,2005,0.271
2065,Bangladesh,2006,0.2958
2066,Bangladesh,2007,0.2989
2067,Bangladesh,2008,0.3139
2068,Bangladesh,2009,0.3368
2069,Bangladesh,2010,0.3659
2070,Bangladesh,2011,0.3789
2071,Bangladesh,2012,0.4019
2072,Bangladesh,2013,0.4044
2073,Bangladesh,2014,0.427
2131,Barbados,1990,4.101
2132,Barbados,1991,4.5893
2133,Barbados,1992,3.7029
2134,Barbados,1993,4.1708
2135,Barbados,1994,2.7879
2136,Barbados,1995,3.033
2137,Barbados,1996,3.08
2138,Barbados,1997,3.3121
2139,Barbados,1998,4.0821
2140,Barbados,1999,4.2981
2141,Barbados,2000,4.2414
2142,Barbados,2001,4.3532
2143,Barbados,2002,4.3872
2144,Barbados,2003,4.5393
2145,Barbados,2004,4.6117
2146,Barbados,2005,4.774
2147,Barbados,2006,4.8394
2148,Barbados,2007,4.8898
2149,Barbados,2008,5.7592
2150,Barbados,2009,5.6816
2151,Barbados,2010,5.1891
2152,Barbados,2011,5.359
2153,Barbados,2012,5.1432
2154,Barbados,2013,5.0555
2155,Barbados,2014,4.4279
2300,Belarus,1990,10.2213
2301,Belarus,1991,9.5249
2302,Belarus,1992,8.7508
2303,Belarus,1993,7.5534
2304,Belarus,1994,6.1836
2305,Belarus,1995,5.7065
2306,Belarus,1996,5.8116
2307,Belarus,1997,5.8864
2308,Belarus,1998,5.7569
2309,Belarus,1999,5.532
2310,Belarus,2000,5.5418
2311,Belarus,2001,5.5823
2312,Belarus,2002,5.6006
2313,Belarus,2003,5.7964
2314,Belarus,2004,6.2185
2315,Belarus,2005,6.3926
2316,Belarus,2006,6.718
2317,Belarus,2007,6.6772
2318,Belarus,2008,6.9227
2319,Belarus,2009,6.4713
2320,Belarus,2010,6.6636
2321,Belarus,2011,6.5456
2322,Belarus,2012,6.6554
2323,Belarus,2013,6.7106
2324,Belarus,2014,6.6381
2492,Belgium,1990,12.0229
2493,Belgium,1991,12.2894
2494,Belgium,1992,12.1556
2495,Belgium,1993,12.0014
2496,Belgium,1994,12.2892
2497,Belgium,1995,12.3638
2498,Belgium,1996,12.6838
2499,Belgium,1997,12.127
2500,Belgium,1998,12.7191
2501,Belgium,1999,12.1598
2502,Belgium,2000,12.3244
2503,Belgium,2001,12.2168
2504,Belgium,2002,12.2398
2505,Belgium,2003,12.3092
2506,Belgium,2004,12.2881
2507,Belgium,2005,11.9126
2508,Belgium,2006,11.6657
2509,Belgium,2007,11.2623
2510,Belgium,2008,11.1498
2511,Belgium,2009,9.9183
2512,Belgium,2010,10.4714
2513,Belgium,2011,9.5358
2514,Belgium,2012,9.2361
2515,Belgium,2013,9.2032
2516,Belgium,2014,8.6325
2563,Belize,1990,1.6605
2564,Belize,1991,2.1278
2565,Belize,1992,1.8289
2566,Belize,1993,1.9096
2567,Belize,1994,1.8531
2568,Belize,1995,1.8235
2569,Belize,1996,1.4405
2570,Belize,1997,1.7528
2571,Belize,1998,1.6072
2572,Belize,1999,1.4565
2573,Belize,2000,1.6001
2574,Belize,2001,1.7525
2575,Belize,2002,1.6478
2576,Belize,2003,1.6047
2577,Belize,2004,1.4178
2578,Belize,2005,1.4847
2579,Belize,2006,1.5218
2580,Belize,2007,1.5929
2581,Belize,2008,1.4211
2582,Belize,2009,1.6419
2583,Belize,2010,1.6703
2584,Belize,2011,1.6754
2585,Belize,2012,1.3333
2586,Belize,2013,1.2718
2587,Belize,2014,1.3272
2626,Benin,1990,0.1267
2627,Benin,1991,0.1424
2628,Benin,1992,0.1478
2629,Benin,1993,0.1734
2630,Benin,1994,0.1922
2631,Benin,1995,0.1892
2632,Benin,1996,0.1888
2633,Benin,1997,0.1902
2634,Benin,1998,0.1721
2635,Benin,1999,0.2194
2636,Benin,2000,0.2145
2637,Benin,2001,0.2387
2638,Benin,2002,0.2892
2639,Benin,2003,0.3183
2640,Benin,2004,0.3347
2641,Benin,2005,0.3119
2642,Benin,2006,0.4078
2643,Benin,2007,0.4649
2644,Benin,2008,0.4506
2645,Benin,2009,0.4723
2646,Benin,2010,0.5087
2647,Benin,2011,0.4735
2648,Benin,2012,0.4525
2649,Benin,2013,0.4564
2650,Benin,2014,0.4662
2697,Bermuda,1990,8.1449
2698,Bermuda,1991,8.6855
2699,Bermuda,1992,7.3995
2700,Bermuda,1993,8.5834
2701,Bermuda,1994,8.4195
2702,Bermuda,1995,8.3747
2703,Bermuda,1996,8.2737
2704,Bermuda,1997,8.175
2705,Bermuda,1998,8.0803
2706,Bermuda,1999,7.9279
2707,Bermuda,2000,7.9461
2708,Bermuda,2001,8.0762
2709,Bermuda,2002,8.483
2710,Bermuda,2003,8.5021
2711,Bermuda,2004,8.8061
2712,Bermuda,2005,8.7923
2713,Bermuda,2006,9.8459
2714,Bermuda,2007,11.0265
2715,Bermuda,2008,9.8351
2716,Bermuda,2009,7.2527
2717,Bermuda,2010,9.3018
2718,Bermuda,2011,6.8128
2719,Bermuda,2012,5.6599
2720,Bermuda,2013,8.309
2721,Bermuda,2014,10.4705
2748,Bhutan,1990,0.2416
2749,Bhutan,1991,0.3282
2750,Bhutan,1992,0.383
2751,Bhutan,1993,0.3231
2752,Bhutan,1994,0.379
2753,Bhutan,1995,0.4419
2754,Bhutan,1996,0.5239
2755,Bhutan,1997,0.6805
2756,Bhutan,1998,0.6527
2757,Bhutan,1999,0.6436
2758,Bhutan,2000,0.6478
2759,Bhutan,2001,0.6113
2760,Bhutan,2002,0.651
2761,Bhutan,2003,0.5741
2762,Bhutan,2004,0.4553
2763,Bhutan,2005,0.5834
2764,Bhutan,2006,0.5695
2765,Bhutan,2007,0.5616
2766,Bhutan,2008,0.5978
2767,Bhutan,2009,0.5442
2768,Bhutan,2010,0.6779
2769,Bhutan,2011,0.9627
2770,Bhutan,2012,1.1014
2771,Bhutan,2013,1.2007
2772,Bhutan,2014,1.3191
2841,Bolivia,1990,0.8343
2842,Bolivia,1991,0.8518
2843,Bolivia,1992,0.9246
2844,Bolivia,1993,1.0655
2845,Bolivia,1994,1.1509
2846,Bolivia,1995,1.2857
2847,Bolivia,1996,1.2965
2848,Bolivia,1997,1.4181
2849,Bolivia,1998,1.389
2850,Bolivia,1999,1.2985
2851,Bolivia,2000,1.0264
2852,Bolivia,2001,0.9664
2853,Bolivia,2002,0.9589
2854,Bolivia,2003,1.1211
2855,Bolivia,2004,1.1231
2856,Bolivia,2005,1.2105
2857,Bolivia,2006,1.2291
2858,Bolivia,2007,1.3247
2859,Bolivia,2008,1.3942
2860,Bolivia,2009,1.4395
2861,Bolivia,2010,1.5351
2862,Bolivia,2011,1.6638
2863,Bolivia,2012,1.7132
2864,Bolivia,2013,1.8112
2865,Bolivia,2014,1.935
2912,Bonaire Sint Eustatius and Saba,1990,18.9663
2913,Bonaire Sint Eustatius and Saba,1991,14.6613
2914,Bonaire Sint Eustatius and Saba,1992,11.6405
2915,Bonaire Sint Eustatius and Saba,1993,17.3288
2916,Bonaire Sint Eustatius and Saba,1994,16.1584
2917,Bonaire Sint Eustatius and Saba,1995,15.7328
2918,Bonaire Sint Eustatius and Saba,1996,14.6569
2919,Bonaire Sint Eustatius and Saba,1997,15.421
2920,Bonaire Sint Eustatius and Saba,1998,0.8622
2921,Bonaire Sint Eustatius and Saba,1999,6.5746
2922,Bonaire Sint Eustatius and Saba,2000,17.742
2923,Bonaire Sint Eustatius and Saba,2001,18.3937
2924,Bonaire Sint Eustatius and Saba,2002,18.0511
2925,Bonaire Sint Eustatius and Saba,2003,18.23
2926,Bonaire Sint Eustatius and Saba,2004,18.9464
2927,Bonaire Sint Eustatius and Saba,2005,18.1093
2928,Bonaire Sint Eustatius and Saba,2006,17.7181
2929,Bonaire Sint Eustatius and Saba,2007,18.3802
2930,Bonaire Sint Eustatius and Saba,2008,16.2015
2931,Bonaire Sint Eustatius and Saba,2009,15.3249
2932,Bonaire Sint Eustatius and Saba,2010,9.9042
2933,Bonaire Sint Eustatius and Saba,2011,12.028
2934,Bonaire Sint Eustatius and Saba,2012,13.6357
2935,Bonaire Sint Eustatius and Saba,2013,13.7135
2936,Bonaire Sint Eustatius and Saba,2014,13.3973
3037,Bosnia and Herzegovina,1990,4.3272
3038,Bosnia and Herzegovina,1991,3.1202
3039,Bosnia and Herzegovina,1992,3.5498
3040,Bosnia and Herzegovina,1993,3.0843
3041,Bosnia and Herzegovina,1994,0.8142
3042,Bosnia and Herzegovina,1995,0.8885
3043,Bosnia and Herzegovina,1996,1.1262
3044,Bosnia and Herzegovina,1997,2.2392
3045,Bosnia and Herzegovina,1998,2.8253
3046,Bosnia and Herzegovina,1999,2.7604
3047,Bosnia and Herzegovina,2000,3.6528
3048,Bosnia and Herzegovina,2001,3.5316
3049,Bosnia and Herzegovina,2002,3.7699
3050,Bosnia and Herzegovina,2003,3.8164
3051,Bosnia and Herzegovina,2004,4.1078
3052,Bosnia and Herzegovina,2005,4.2615
3053,Bosnia and Herzegovina,2006,4.6175
3054,Bosnia and Herzegovina,2007,4.644
3055,Bosnia and Herzegovina,2008,5.3163
3056,Bosnia and Herzegovina,2009,5.4972
3057,Bosnia and Herzegovina,2010,5.7066
3058,Bosnia and Herzegovina,2011,6.4901
3059,Bosnia and Herzegovina,2012,6.1399
3060,Bosnia and Herzegovina,2013,6.154
3061,Bosnia and Herzegovina,2014,5.546
3086,Botswana,1990,2.0986
3087,Botswana,1991,1.9863
3088,Botswana,1992,2.0368
3089,Botswana,1993,2.2836
3090,Botswana,1994,2.113
3091,Botswana,1995,2.0724
3092,Botswana,1996,1.8311
3093,Botswana,1997,1.8172
3094,Botswana,1998,2.1205
3095,Botswana,1999,1.9614
3096,Botswana,2000,2.2987
3097,Botswana,2001,2.2973
3098,Botswana,2002,2.3321
3099,Botswana,2003,2.2055
3100,Botswana,2004,2.206
3101,Botswana,2005,2.2749
3102,Botswana,2006,2.2512
3103,Botswana,2007,2.2545
3104,Botswana,2008,2.3507
3105,Botswana,2009,1.9736
3106,Botswana,2010,2.2834
3107,Botswana,2011,1.999
3108,Botswana,2012,2.4891
3109,Botswana,2013,2.7457
3110,Botswana,2014,3.2798
3206,Brazil,1990,1.4675
3207,Brazil,1991,1.5127
3208,Brazil,1992,1.5143
3209,Brazil,1993,1.5576
3210,Brazil,1994,1.5932
3211,Brazil,1995,1.6583
3212,Brazil,1996,1.7575
3213,Brazil,1997,1.8357
3214,Brazil,1998,1.8692
3215,Brazil,1999,1.8991
3216,Brazil,2000,1.9462
3217,Brazil,2001,1.9536
3218,Brazil,2002,1.937
3219,Brazil,2003,1.8956
3220,Brazil,2004,1.9642
3221,Brazil,2005,1.9576
3222,Brazil,2006,1.9603
3223,Brazil,2007,2.0542
3224,Brazil,2008,2.1488
3225,Brazil,2009,2.0103
3226,Brazil,2010,2.2496
3227,Brazil,2011,2.342
3228,Brazil,2012,2.5005
3229,Brazil,2013,2.6484
3230,Brazil,2014,2.7515
3265,British Virgin Islands,1990,3.7711
3266,British Virgin Islands,1991,4.0695
3267,British Virgin Islands,1992,4.5693
3268,British Virgin Islands,1993,4.6817
3269,British Virgin Islands,1994,5.1882
3270,British Virgin Islands,1995,5.6933
3271,British Virgin Islands,1996,6.0103
3272,British Virgin Islands,1997,5.9638
3273,British Virgin Islands,1998,6.1005
3274,British Virgin Islands,1999,6.0378
3275,British Virgin Islands,2000,6.1328
3276,British Virgin Islands,2001,6.2027
3277,British Virgin Islands,2002,6.4165
3278,British Virgin Islands,2003,6.762
3279,British Virgin Islands,2004,7.22
3280,British Virgin Islands,2005,7.7701
3281,British Virgin Islands,2006,7.6263
3282,British Virgin Islands,2007,7.4596
3283,British Virgin Islands,2008,7.301
3284,British Virgin Islands,2009,7.0475
3285,British Virgin Islands,2010,7.1181
3286,British Virgin Islands,2011,7.1143
3287,British Virgin Islands,2012,7.0329
3288,British Virgin Islands,2013,6.9851
3289,British Virgin Islands,2014,7.3318
3353,Brunei,1990,23.9202
3354,Brunei,1991,19.9298
3355,Brunei,1992,19.0231
3356,Brunei,1993,17.6251
3357,Brunei,1994,16.2028
3358,Brunei,1995,16.1057
3359,Brunei,1996,15.5647
3360,Brunei,1997,15.8088
3361,Brunei,1998,16.1653
3362,Brunei,1999,11.6587
3363,Brunei,2000,13.7799
3364,Brunei,2001,12.9088
3365,Brunei,2002,12.267
3366,Brunei,2003,12.6528
3367,Brunei,2004,13.5578
3368,Brunei,2005,13.3369
3369,Brunei,2006,12.7951
3370,Brunei,2007,22.1618
3371,Brunei,2008,23.698
3372,Brunei,2009,20.1763
3373,Brunei,2010,20.7414
3374,Brunei,2011,24.2444
3375,Brunei,2012,23.7934
3376,Brunei,2013,18.863
3377,Brunei,2014,21.7813
3493,Bulgaria,1990,8.6749
3494,Bulgaria,1991,7.0169
3495,Bulgaria,1992,6.6117
3496,Bulgaria,1993,6.8127
3497,Bulgaria,1994,6.6555
