,Entity,Year,CO2 Emissions Per Cap
18851,Slovenia,1998,8.0685
18852,Slovenia,1999,7.7506
18853,Slovenia,2000,7.5681
18854,Slovenia,2001,8.1955
18855,Slovenia,2002,8.3266
18856,Slovenia,2003,8.1744
18857,Slovenia,2004,8.3809
18858,Slovenia,2005,8.4737
18859,Slovenia,2006,8.5649
18860,Slovenia,2007,8.6054
18861,Slovenia,2008,9.021
18862,Slovenia,2009,7.9539
18863,Slovenia,2010,8.0417
18864,Slovenia,2011,7.9626
18865,Slovenia,2012,7.6473
18866,Slovenia,2013,7.3221
18867,Slovenia,2014,6.5492
18912,Solomon Islands,1990,0.4699
18913,Solomon Islands,1991,0.4912
18914,Solomon Islands,1992,0.4885
18915,Solomon Islands,1993,0.5072
18916,Solomon Islands,1994,0.5245
18917,Solomon Islands,1995,0.5303
18918,Solomon Islands,1996,0.5354
18919,Solomon Islands,1997,0.54
18920,Solomon Islands,1998,0.5533
18921,Solomon Islands,1999,0.5383
18922,Solomon Islands,2000,0.5416
18923,Solomon Islands,2001,0.5531
18924,Solomon Islands,2002,0.5638
18925,Solomon Islands,2003,0.5738
18926,Solomon Islands,2004,0.5993
18927,Solomon Islands,2005,0.6004
18928,Solomon Islands,2006,0.6017
18929,Solomon Islands,2007,0.6105
18930,Solomon Islands,2008,0.6114
18931,Solomon Islands,2009,0.6187
18932,Solomon Islands,2010,0.6247
18933,Solomon Islands,2011,0.636
18934,Solomon Islands,2012,0.626
18935,Solomon Islands,2013,0.6541
18936,Solomon Islands,2014,0.5617
18983,Somalia,1990,0.1012
18984,Somalia,1991,0.0973
18985,Somalia,1992,0.0933
18986,Somalia,1993,0.0875
18987,Somalia,1994,0.0854
18988,Somalia,1995,0.0786
18989,Somalia,1996,0.0739
18990,Somalia,1997,0.0679
18991,Somalia,1998,0.0623
18992,Somalia,1999,0.0574
18993,Somalia,2000,0.0541
18994,Somalia,2001,0.0546
18995,Somalia,2002,0.0617
18996,Somalia,2003,0.0605
18997,Somalia,2004,0.0586
18998,Somalia,2005,0.0568
18999,Somalia,2006,0.0551
19000,Somalia,2007,0.0549
19001,Somalia,2008,0.0527
19002,Somalia,2009,0.051
19003,Somalia,2010,0.0508
19004,Somalia,2011,0.0494
19005,Somalia,2012,0.0478
19006,Somalia,2013,0.0482
19007,Somalia,2014,0.0469
19120,South Africa,1990,8.5046
19121,South Africa,1991,8.6447
19122,South Africa,1992,7.7928
19123,South Africa,1993,8.0838
19124,South Africa,1994,8.3479
19125,South Africa,1995,8.7277
19126,South Africa,1996,8.6095
19127,South Africa,1997,8.9668
19128,South Africa,1998,8.6377
19129,South Africa,1999,8.4538
19130,South Africa,2000,8.4117
19131,South Africa,2001,8.1524
19132,South Africa,2002,7.7216
19133,South Africa,2003,8.6511
19134,South Africa,2004,9.4959
19135,South Africa,2005,8.6867
19136,South Africa,2006,9.2107
19137,South Africa,2007,9.4626
19138,South Africa,2008,9.9367
19139,South Africa,2009,9.9503
19140,South Africa,2010,9.1167
19141,South Africa,2011,9.1137
19142,South Africa,2012,8.7283
19143,South Africa,2013,8.4912
19144,South Africa,2014,8.8117
19257,South America,1990,2.0163
19258,South America,1991,2.0045
19259,South America,1992,2.0085
19260,South America,1993,2.0873
19261,South America,1994,2.1065
19262,South America,1995,2.1693
19263,South America,1996,2.2146
19264,South America,1997,2.3093
19265,South America,1998,2.4286
19266,South America,1999,2.4451
19267,South America,2000,2.3575
19268,South America,2001,2.3554
19269,South America,2002,2.3655
19270,South America,2003,2.3655
19271,South America,2004,2.3621
19272,South America,2005,2.426
19273,South America,2006,2.4267
19274,South America,2007,2.4736
19275,South America,2008,2.6208
19276,South America,2009,2.5533
19277,South America,2010,2.7575
19278,South America,2011,2.7838
19279,South America,2012,2.8951
19280,South America,2013,3.0125
19281,South America,2014,3.0123
19369,South Korea,1990,5.8359
19370,South Korea,1991,6.3555
19371,South Korea,1992,6.8425
19372,South Korea,1993,7.4495
19373,South Korea,1994,7.9392
19374,South Korea,1995,8.4715
19375,South Korea,1996,9.204
19376,South Korea,1997,9.6369
19377,South Korea,1998,8.1175
19378,South Korea,1999,8.7414
19379,South Korea,2000,9.298
19380,South Korea,2001,9.5636
19381,South Korea,2002,9.9332
19382,South Korea,2003,10.0693
19383,South Korea,2004,10.1508
19384,South Korea,2005,10.2578
19385,South Korea,2006,10.3212
19386,South Korea,2007,10.664
19387,South Korea,2008,10.858
19388,South Korea,2009,10.9272
19389,South Korea,2010,12.021
19390,South Korea,2011,12.5447
19391,South Korea,2012,12.5635
19392,South Korea,2013,12.6285
19393,South Korea,2014,12.4604
19440,South Sudan,1990,0.079
19441,South Sudan,1991,0.075
19442,South Sudan,1992,0.0685
19443,South Sudan,1993,0.0483
19444,South Sudan,1994,0.0674
19445,South Sudan,1995,0.0696
19446,South Sudan,1996,0.0704
19447,South Sudan,1997,0.0831
19448,South Sudan,1998,0.0689
19449,South Sudan,1999,0.0713
19450,South Sudan,2000,0.0742
19451,South Sudan,2001,0.0821
19452,South Sudan,2002,0.1008
19453,South Sudan,2003,0.1086
19454,South Sudan,2004,0.132
19455,South Sudan,2005,0.121
19456,South Sudan,2006,0.1263
19457,South Sudan,2007,0.1411
19458,South Sudan,2008,0.1418
19459,South Sudan,2009,0.1412
19460,South Sudan,2010,0.1381
19461,South Sudan,2011,0.1303
19462,South Sudan,2012,0.1315
19463,South Sudan,2013,0.1394
19464,South Sudan,2014,0.1444
19631,Spain,1990,5.8974
19632,Spain,1991,6.1307
19633,Spain,1992,6.3392
19634,Spain,1993,6.1013
19635,Spain,1994,6.3966
19636,Spain,1995,6.7222
19637,Spain,1996,6.3866
19638,Spain,1997,6.6796
19639,Spain,1998,6.867
19640,Spain,1999,7.4044
19641,Spain,2000,7.6273
19642,Spain,2001,7.5835
19643,Spain,2002,7.9544
19644,Spain,2003,7.9279
19645,Spain,2004,8.1881
19646,Spain,2005,8.3982
19647,Spain,2006,8.0643
19648,Spain,2007,8.1126
19649,Spain,2008,7.3101
19650,Spain,2009,6.3839
19651,Spain,2010,6.0487
19652,Spain,2011,6.0472
19653,Spain,2012,5.9274
19654,Spain,2013,5.3851
19655,Spain,2014,5.4527
19702,Sri Lanka,1990,0.2211
19703,Sri Lanka,1991,0.236
19704,Sri Lanka,1992,0.2879
19705,Sri Lanka,1993,0.2776
19706,Sri Lanka,1994,0.3004
19707,Sri Lanka,1995,0.3187
19708,Sri Lanka,1996,0.3795
19709,Sri Lanka,1997,0.4071
19710,Sri Lanka,1998,0.4167
19711,Sri Lanka,1999,0.4563
19712,Sri Lanka,2000,0.5397
19713,Sri Lanka,2001,0.546
19714,Sri Lanka,2002,0.5743
19715,Sri Lanka,2003,0.5698
19716,Sri Lanka,2004,0.6266
19717,Sri Lanka,2005,0.6107
19718,Sri Lanka,2006,0.5987
19719,Sri Lanka,2007,0.6124
19720,Sri Lanka,2008,0.5998
19721,Sri Lanka,2009,0.6433
19722,Sri Lanka,2010,0.6441
19723,Sri Lanka,2011,0.7298
19724,Sri Lanka,2012,0.7694
19725,Sri Lanka,2013,0.7104
19726,Sri Lanka,2014,0.851
19773,Sudan,1990,0.2367
19774,Sudan,1991,0.2138
19775,Sudan,1992,0.1839
19776,Sudan,1993,0.1219
19777,Sudan,1994,0.1622
19778,Sudan,1995,0.162
19779,Sudan,1996,0.1625
19780,Sudan,1997,0.1944
19781,Sudan,1998,0.1647
19782,Sudan,1999,0.1745
19783,Sudan,2000,0.1853
19784,Sudan,2001,0.208
19785,Sudan,2002,0.2584
19786,Sudan,2003,0.2812
19787,Sudan,2004,0.3466
19788,Sudan,2005,0.324
19789,Sudan,2006,0.3469
19790,Sudan,2007,0.3988
19791,Sudan,2008,0.4124
19792,Sudan,2009,0.42
19793,Sudan,2010,0.4168
19794,Sudan,2011,0.3965
19795,Sudan,2012,0.4017
19796,Sudan,2013,0.4363
19797,Sudan,2014,0.4383
19844,Suriname,1990,4.288
19845,Suriname,1991,4.8985
19846,Suriname,1992,4.8268
19847,Suriname,1993,4.7608
19848,Suriname,1994,4.6938
19849,Suriname,1995,4.6635
19850,Suriname,1996,4.6463
19851,Suriname,1997,4.6337
19852,Suriname,1998,4.5765
19853,Suriname,1999,4.5613
19854,Suriname,2000,4.6552
19855,Suriname,2001,4.958
19856,Suriname,2002,3.2352
19857,Suriname,2003,3.1516
19858,Suriname,2004,3.1514
19859,Suriname,2005,3.1805
19860,Suriname,2006,3.4407
19861,Suriname,2007,3.4359
19862,Suriname,2008,3.7423
19863,Suriname,2009,3.8125
19864,Suriname,2010,4.5277
19865,Suriname,2011,4.073
19866,Suriname,2012,4.8683
19867,Suriname,2013,5.0144
19868,Suriname,2014,5.0763
20027,Sweden,1990,6.6973
20028,Sweden,1991,6.6959
20029,Sweden,1992,6.6187
20030,Sweden,1993,6.578
20031,Sweden,1994,6.8195
20032,Sweden,1995,6.7238
20033,Sweden,1996,7.1508
20034,Sweden,1997,6.5681
20035,Sweden,1998,6.6196
20036,Sweden,1999,6.2951
20037,Sweden,2000,6.1599
20038,Sweden,2001,6.253
20039,Sweden,2002,6.3456
20040,Sweden,2003,6.3887
20041,Sweden,2004,6.2844
20042,Sweden,2005,5.9616
20043,Sweden,2006,5.9039
20044,Sweden,2007,5.7809
20045,Sweden,2008,5.5094
20046,Sweden,2009,5.0737
20047,Sweden,2010,5.6577
20048,Sweden,2011,5.2032
20049,Sweden,2012,4.9015
20050,Sweden,2013,4.7001
20051,Sweden,2014,4.4712
20190,Switzerland,1990,6.6366
20191,Switzerland,1991,6.8661
20192,Switzerland,1992,6.7731
20193,Switzerland,1993,6.3475
20194,Switzerland,1994,6.1507
20195,Switzerland,1995,6.2058
20196,Switzerland,1996,6.2658
20197,Switzerland,1997,6.0886
20198,Switzerland,1998,6.2911
20199,Switzerland,1999,6.2468
20200,Switzerland,2000,6.1057
20201,Switzerland,2001,6.2796
20202,Switzerland,2002,6.0201
20203,Switzerland,2003,6.1433
20204,Switzerland,2004,6.1767
20205,Switzerland,2005,6.1986
20206,Switzerland,2006,6.0839
20207,Switzerland,2007,5.754
20208,Switzerland,2008,5.8658
20209,Switzerland,2009,5.6436
20210,Switzerland,2010,5.7691
20211,Switzerland,2011,5.1834
20212,Switzerland,2012,5.2765
20213,Switzerland,2013,5.3257
20214,Switzerland,2014,4.7808
20280,Syria,1990,2.9764
20281,Syria,1991,3.293
20282,Syria,1992,3.2274
20283,Syria,1993,3.3337
20284,Syria,1994,3.311
20285,Syria,1995,2.872
20286,Syria,1996,2.8685
20287,Syria,1997,2.9903
20288,Syria,1998,3.1896
20289,Syria,1999,3.2329
20290,Syria,2000,3.0761
20291,Syria,2001,2.8712
20292,Syria,2002,2.2499
20293,Syria,2003,3.0767
20294,Syria,2004,2.8262
20295,Syria,2005,2.7167
20296,Syria,2006,2.7725
20297,Syria,2007,3.3061
20298,Syria,2008,3.2364
20299,Syria,2009,2.9031
20300,Syria,2010,2.8422
20301,Syria,2011,2.741
20302,Syria,2012,2.3108
20303,Syria,2013,1.7485
20304,Syria,2014,1.6483
20405,Taiwan,1990,6.0583
20406,Taiwan,1991,6.46
20407,Taiwan,1992,6.8129
20408,Taiwan,1993,7.3079
20409,Taiwan,1994,7.5992
20410,Taiwan,1995,7.9075
20411,Taiwan,1996,8.2265
20412,Taiwan,1997,8.818
20413,Taiwan,1998,9.2148
20414,Taiwan,1999,9.5151
20415,Taiwan,2000,10.3329
20416,Taiwan,2001,10.3998
20417,Taiwan,2002,10.675
20418,Taiwan,2003,11.0795
20419,Taiwan,2004,11.4258
20420,Taiwan,2005,11.7354
20421,Taiwan,2006,12.0996
20422,Taiwan,2007,12.2038
20423,Taiwan,2008,11.5815
20424,Taiwan,2009,10.9288
20425,Taiwan,2010,11.6506
20426,Taiwan,2011,11.8736
20427,Taiwan,2012,11.6828
20428,Taiwan,2013,11.6899
20429,Taiwan,2014,11.7619
20574,Tajikistan,1990,2.287
20575,Tajikistan,1991,1.8086
20576,Tajikistan,1992,1.3281
20577,Tajikistan,1993,0.9244
20578,Tajikistan,1994,0.4147
20579,Tajikistan,1995,0.4242
20580,Tajikistan,1996,0.4826
20581,Tajikistan,1997,0.3621
20582,Tajikistan,1998,0.4142
20583,Tajikistan,1999,0.4113
20584,Tajikistan,2000,0.3594
20585,Tajikistan,2001,0.362
20586,Tajikistan,2002,0.2921
20587,Tajikistan,2003,0.3166
20588,Tajikistan,2004,0.3843
20589,Tajikistan,2005,0.3593
20590,Tajikistan,2006,0.3836
20591,Tajikistan,2007,0.4569
20592,Tajikistan,2008,0.4017
20593,Tajikistan,2009,0.3318
20594,Tajikistan,2010,0.337
20595,Tajikistan,2011,0.3041
20596,Tajikistan,2012,0.3725
20597,Tajikistan,2013,0.3607
20598,Tajikistan,2014,0.5574
20645,Tanzania,1990,0.0838
20646,Tanzania,1991,0.0866
20647,Tanzania,1992,0.0808
20648,Tanzania,1993,0.087
20649,Tanzania,1994,0.0717
20650,Tanzania,1995,0.0821
20651,Tanzania,1996,0.083
20652,Tanzania,1997,0.0905
20653,Tanzania,1998,0.0777
20654,Tanzania,1999,0.0752
20655,Tanzania,2000,0.0768
20656,Tanzania,2001,0.0884
20657,Tanzania,2002,0.0986
20658,Tanzania,2003,0.1015
20659,Tanzania,2004,0.1132
20660,Tanzania,2005,0.1394
20661,Tanzania,2006,0.1487
20662,Tanzania,2007,0.1404
20663,Tanzania,2008,0.1413
20664,Tanzania,2009,0.134
20665,Tanzania,2010,0.1562
20666,Tanzania,2011,0.1697
20667,Tanzania,2012,0.1926
20668,Tanzania,2013,0.2044
20669,Tanzania,2014,0.1982
20732,Thailand,1990,1.5544
20733,Thailand,1991,1.6904
20734,Thailand,1992,1.8329
20735,Thailand,1993,2.0726
20736,Thailand,1994,2.2641
20737,Thailand,1995,2.6152
20738,Thailand,1996,2.8892
20739,Thailand,1997,2.9352
20740,Thailand,1998,2.5679
20741,Thailand,1999,2.6483
20742,Thailand,2000,2.6814
20743,Thailand,2001,2.844
20744,Thailand,2002,2.9782
20745,Thailand,2003,3.1292
20746,Thailand,2004,3.3413
20747,Thailand,2005,3.4088
20748,Thailand,2006,3.439
20749,Thailand,2007,3.4663
20750,Thailand,2008,3.41
20751,Thailand,2009,3.6232
20752,Thailand,2010,3.8009
20753,Thailand,2011,3.7562
20754,Thailand,2012,3.9841
20755,Thailand,2013,4.2204
20756,Thailand,2014,4.1299
20763,Timor,2002,0.1747
20764,Timor,2003,0.1702
20765,Timor,2004,0.181
20766,Timor,2005,0.1767
20767,Timor,2006,0.1766
20768,Timor,2007,0.1768
20769,Timor,2008,0.1909
20770,Timor,2009,0.2115
20771,Timor,2010,0.2144
20772,Timor,2011,0.2205
20773,Timor,2012,0.2587
20774,Timor,2013,0.4702
20775,Timor,2014,0.5179
20822,Togo,1990,0.259
20823,Togo,1991,0.2718
20824,Togo,1992,0.2612
20825,Togo,1993,0.2653
20826,Togo,1994,0.2443
20827,Togo,1995,0.278
20828,Togo,1996,0.2909
20829,Togo,1997,0.1959
20830,Togo,1998,0.2785
20831,Togo,1999,0.3871
20832,Togo,2000,0.2704
20833,Togo,2001,0.2289
20834,Togo,2002,0.2545
20835,Togo,2003,0.3386
20836,Togo,2004,0.3189
20837,Togo,2005,0.3068
20838,Togo,2006,0.2604
20839,Togo,2007,0.2562
20840,Togo,2008,0.2503
20841,Togo,2009,0.4385
20842,Togo,2010,0.4042
20843,Togo,2011,0.3796
20844,Togo,2012,0.3271
20845,Togo,2013,0.2362
20846,Togo,2014,0.216
20893,Tonga,1990,0.8093
20894,Tonga,1991,1.0002
20895,Tonga,1992,0.7297
20896,Tonga,1993,0.8819
20897,Tonga,1994,0.9568
20898,Tonga,1995,0.9926
20899,Tonga,1996,0.7993
20900,Tonga,1997,1.0239
20901,Tonga,1998,0.9062
20902,Tonga,1999,1.1277
20903,Tonga,2000,0.9725
20904,Tonga,2001,0.8929
20905,Tonga,2002,1.036
20906,Tonga,2003,1.1773
20907,Tonga,2004,1.0969
20908,Tonga,2005,1.1256
20909,Tonga,2006,1.2608
20910,Tonga,2007,1.1073
20911,Tonga,2008,1.1695
20912,Tonga,2009,1.2696
20913,Tonga,2010,1.1276
20914,Tonga,2011,0.9907
20915,Tonga,2012,1.0343
20916,Tonga,2013,1.1161
20917,Tonga,2014,1.1243
21005,Trinidad and Tobago,1990,13.9062
21006,Trinidad and Tobago,1991,13.8053
21007,Trinidad and Tobago,1992,15.4467
21008,Trinidad and Tobago,1993,14.0006
21009,Trinidad and Tobago,1994,13.6245
21010,Trinidad and Tobago,1995,13.1241
21011,Trinidad and Tobago,1996,16.5147
21012,Trinidad and Tobago,1997,16.3192
21013,Trinidad and Tobago,1998,15.654
21014,Trinidad and Tobago,1999,17.7735
21015,Trinidad and Tobago,2000,19.0909
21016,Trinidad and Tobago,2001,20.894
21017,Trinidad and Tobago,2002,22.3857
21018,Trinidad and Tobago,2003,25.126
21019,Trinidad and Tobago,2004,25.2503
21020,Trinidad and Tobago,2005,29.2666
21021,Trinidad and Tobago,2006,32.5625
21022,Trinidad and Tobago,2007,34.5711
21023,Trinidad and Tobago,2008,33.5469
21024,Trinidad and Tobago,2009,33.4769
21025,Trinidad and Tobago,2010,35.3557
21026,Trinidad and Tobago,2011,34.9355
21027,Trinidad and Tobago,2012,33.8752
21028,Trinidad and Tobago,2013,33.4163
21029,Trinidad and Tobago,2014,34.0183
21098,Tunisia,1990,1.5925
21099,Tunisia,1991,1.823
21100,Tunisia,1992,1.7287
21101,Tunisia,1993,1.8591
21102,Tunisia,1994,1.7593
21103,Tunisia,1995,1.7037
21104,Tunisia,1996,1.7892
21105,Tunisia,1997,1.7825
21106,Tunisia,1998,1.8726
21107,Tunisia,1999,1.8847
21108,Tunisia,2000,2.0263
21109,Tunisia,2001,2.0978
21110,Tunisia,2002,2.0827
21111,Tunisia,2003,2.1041
21112,Tunisia,2004,2.1878
21113,Tunisia,2005,2.2033
21114,Tunisia,2006,2.2156
21115,Tunisia,2007,2.2984
21116,Tunisia,2008,2.3365
21117,Tunisia,2009,2.3107
21118,Tunisia,2010,2.5482
21119,Tunisia,2011,2.3763
21120,Tunisia,2012,2.4252
21121,Tunisia,2013,2.4527
21122,Tunisia,2014,2.5213
21254,Turkey,1990,2.8098
21255,Turkey,1991,2.8807
21256,Turkey,1992,2.9404
21257,Turkey,1993,3.0185
21258,Turkey,1994,2.9086
21259,Turkey,1995,3.0931
21260,Turkey,1996,3.3576
21261,Turkey,1997,3.5116
21262,Turkey,1998,3.4574
21263,Turkey,1999,3.3362
21264,Turkey,2000,3.6336
21265,Turkey,2001,3.3257
21266,Turkey,2002,3.3921
21267,Turkey,2003,3.5782
21268,Turkey,2004,3.6481
21269,Turkey,2005,3.8908
21270,Turkey,2006,4.0963
21271,Turkey,2007,4.4945
21272,Turkey,2008,4.3926
21273,Turkey,2009,4.4217
21274,Turkey,2010,4.3466
21275,Turkey,2011,4.6224
21276,Turkey,2012,4.7376
21277,Turkey,2013,4.5468
21278,Turkey,2014,4.6831
21423,Turkmenistan,1990,8.5139
21424,Turkmenistan,1991,8.6343
21425,Turkmenistan,1992,8.204
21426,Turkmenistan,1993,6.8606
21427,Turkmenistan,1994,8.1269
21428,Turkmenistan,1995,8.0644
21429,Turkmenistan,1996,7.1384
21430,Turkmenistan,1997,7.0162
21431,Turkmenistan,1998,7.2563
21432,Turkmenistan,1999,8.4202
21433,Turkmenistan,2000,8.2961
21434,Turkmenistan,2001,8.326
21435,Turkmenistan,2002,8.6529
21436,Turkmenistan,2003,9.5625
21437,Turkmenistan,2004,9.8751
21438,Turkmenistan,2005,10.1443
21439,Turkmenistan,2006,10.2644
21440,Turkmenistan,2007,11.4761
21441,Turkmenistan,2008,11.4809
21442,Turkmenistan,2009,10.018
21443,Turkmenistan,2010,11.2262
21444,Turkmenistan,2011,12.0182
21445,Turkmenistan,2012,12.2504
21446,Turkmenistan,2013,12.3687
21447,Turkmenistan,2014,12.4459
21454,Turks and Caicos Islands,1990,2.4195
21455,Turks and Caicos Islands,1991,2.2873
21456,Turks and Caicos Islands,1992,2.4178
21457,Turks and Caicos Islands,1993,2.7746
21458,Turks and Caicos Islands,1994,2.8553
21459,Turks and Caicos Islands,1995,2.9364
21460,Turks and Caicos Islands,1996,2.8135
21461,Turks and Caicos Islands,1997,3.1288
21462,Turks and Caicos Islands,1998,3.2162
21463,Turks and Caicos Islands,1999,3.4586
21464,Turks and Caicos Islands,2000,3.4513
21465,Turks and Caicos Islands,2001,3.3961
21466,Turks and Caicos Islands,2002,4.2586
21467,Turks and Caicos Islands,2003,4.1024
21468,Turks and Caicos Islands,2004,3.8411
21469,Turks and Caicos Islands,2005,4.2906
21470,Turks and Caicos Islands,2006,4.8614
21471,Turks and Caicos Islands,2007,5.4267
21472,Turks and Caicos Islands,2008,5.5195
21473,Turks and Caicos Islands,2009,5.6223
21474,Turks and Caicos Islands,2010,5.6097
21475,Turks and Caicos Islands,2011,5.4898
21476,Turks and Caicos Islands,2012,5.3776
21477,Turks and Caicos Islands,2013,5.38
21478,Turks and Caicos Islands,2014,5.5937
21485,Tuvalu,1990,1.2337
21486,Tuvalu,1991,0.813
21487,Tuvalu,1992,0.8044
21488,Tuvalu,1993,0.797
21489,Tuvalu,1994,0.7914
21490,Tuvalu,1995,1.1822
21491,Tuvalu,1996,0.7865
21492,Tuvalu,1997,0.7856
21493,Tuvalu,1998,1.1779
21494,Tuvalu,1999,0.3921
21495,Tuvalu,2000,0.7802
21496,Tuvalu,2001,1.1597
21497,Tuvalu,2002,1.1458
21498,Tuvalu,2003,1.1304
21499,Tuvalu,2004,1.1136
21500,Tuvalu,2005,0.733
21501,Tuvalu,2006,1.0864
21502,Tuvalu,2007,1.0756
21503,Tuvalu,2008,1.0656
21504,Tuvalu,2009,1.0556
21505,Tuvalu,2010,1.0448
21506,Tuvalu,2011,1.0344
21507,Tuvalu,2012,1.0231
21508,Tuvalu,2013,1.0132
21509,Tuvalu,2014,0.6678
21556,Uganda,1990,0.0438
21557,Uganda,1991,0.0434
21558,Uganda,1992,0.043
21559,Uganda,1993,0.0416
21560,Uganda,1994,0.0358
21561,Uganda,1995,0.0453
21562,Uganda,1996,0.0484
21563,Uganda,1997,0.049
21564,Uganda,1998,0.0542
21565,Uganda,1999,0.0547
21566,Uganda,2000,0.0575
21567,Uganda,2001,0.0581
21568,Uganda,2002,0.0575
21569,Uganda,2003,0.0582
21570,Uganda,2004,0.0599
21571,Uganda,2005,0.0729
21572,Uganda,2006,0.0834
21573,Uganda,2007,0.0919
21574,Uganda,2008,0.0913
21575,Uganda,2009,0.0955
21576,Uganda,2010,0.1101
21577,Uganda,2011,0.1142
21578,Uganda,2012,0.105
21579,Uganda,2013,0.1052
21580,Uganda,2014,0.1108
21725,Ukraine,1990,13.7153
21726,Ukraine,1991,12.2915
21727,Ukraine,1992,11.4568
21728,Ukraine,1993,9.9423
21729,Ukraine,1994,8.1972
21730,Ukraine,1995,7.6589
21731,Ukraine,1996,6.9475
21732,Ukraine,1997,6.7795
21733,Ukraine,1998,6.6051
21734,Ukraine,1999,6.0501
21735,Ukraine,2000,5.8425
21736,Ukraine,2001,6.2717
21737,Ukraine,2002,6.1624
21738,Ukraine,2003,6.4523
21739,Ukraine,2004,6.573
21740,Ukraine,2005,6.6776
21741,Ukraine,2006,7.1377
21742,Ukraine,2007,7.2545
21743,Ukraine,2008,7.0525
21744,Ukraine,2009,6.0319
21745,Ukraine,2010,6.422
21746,Ukraine,2011,6.7504
21747,Ukraine,2012,6.6876
21748,Ukraine,2013,6.5637
21749,Ukraine,2014,5.7083
21787,United Arab Emirates,1990,28.2776
21788,United Arab Emirates,1991,29.2559
21789,United Arab Emirates,1992,28.1345
21790,United Arab Emirates,1993,30.171
21791,United Arab Emirates,1994,31.6447
21792,United Arab Emirates,1995,28.9894
21793,United Arab Emirates,1996,28.6615
21794,United Arab Emirates,1997,27.3646
21795,United Arab Emirates,1998,28.6798
21796,United Arab Emirates,1999,26.144
21797,United Arab Emirates,2000,35.6684
21798,United Arab Emirates,2001,30.457
21799,United Arab Emirates,2002,24.0597
21800,United Arab Emirates,2003,28.4539
21801,United Arab Emirates,2004,27.4793
21802,United Arab Emirates,2005,24.9503
21803,United Arab Emirates,2006,22.9686
21804,United Arab Emirates,2007,21.6027
21805,United Arab Emirates,2008,21.718
21806,United Arab Emirates,2009,20.9034
21807,United Arab Emirates,2010,21.1253
21808,United Arab Emirates,2011,21.571
21809,United Arab Emirates,2012,22.0474
21810,United Arab Emirates,2013,22.3301
21811,United Arab Emirates,2014,21.9148
22013,United Kingdom,1990,10.5076
22014,United Kingdom,1991,10.62
22015,United Kingdom,1992,10.3207
22016,United Kingdom,1993,10.0454
22017,United Kingdom,1994,9.9482
22018,United Kingdom,1995,9.7798
22019,United Kingdom,1996,10.1213
22020,United Kingdom,1997,9.6443
22021,United Kingdom,1998,9.7009
22022,United Kingdom,1999,9.5563
22023,United Kingdom,2000,9.6326
22024,United Kingdom,2001,9.7475
22025,United Kingdom,2002,9.4404
22026,United Kingdom,2003,9.5947
22027,United Kingdom,2004,9.5687
22028,United Kingdom,2005,9.454
22029,United Kingdom,2006,9.3318
22030,United Kingdom,2007,9.0999
22031,United Kingdom,2008,8.7617
22032,United Kingdom,2009,7.861
22033,United Kingdom,2010,8.0623
22034,United Kingdom,2011,7.3327
22035,United Kingdom,2012,7.5554
22036,United Kingdom,2013,7.3462
22037,United Kingdom,2014,6.7032
22234,United States,1990,20.2818
22235,United States,1991,19.8709
22236,United States,1992,20.1077
22237,United States,1993,20.2955
22238,United States,1994,20.4347
22239,United States,1995,20.4459
22240,United States,1996,20.9089
22241,United States,1997,20.9282
22242,United States,1998,20.8269
22243,United States,1999,20.839
22244,United States,2000,21.3357
22245,United States,2001,20.7474
22246,United States,2002,20.7003
22247,United States,2003,20.7437
22248,United States,2004,20.913
22249,United States,2005,20.7954
22250,United States,2006,20.324
22251,United States,2007,20.3953
22252,United States,2008,19.4872
22253,United States,2009,17.8847
22254,United States,2010,18.3676
22255,United States,2011,17.7807
22256,United States,2012,16.9998
22257,United States,2013,17.3017
22258,United States,2014,17.3306
22323,Uruguay,1990,1.2758
22324,Uruguay,1991,1.4458
22325,Uruguay,1992,1.6304
22326,Uruguay,1993,1.397
22327,Uruguay,1994,1.259
22328,Uruguay,1995,1.4134
22329,Uruguay,1996,1.6645
22330,Uruguay,1997,1.6861
22331,Uruguay,1998,1.7134
22332,Uruguay,1999,2.02
22333,Uruguay,2000,1.5869
22334,Uruguay,2001,1.5127
22335,Uruguay,2002,1.3703
22336,Uruguay,2003,1.362
22337,Uruguay,2004,1.6754
22338,Uruguay,2005,1.724
22339,Uruguay,2006,1.9838
22340,Uruguay,2007,1.7851
22341,Uruguay,2008,2.4554
22342,Uruguay,2009,2.3724
22343,Uruguay,2010,1.8748
22344,Uruguay,2011,2.2715
22345,Uruguay,2012,2.5427
22346,Uruguay,2013,2.2105
22347,Uruguay,2014,1.9657
22492,Uzbekistan,1990,5.0747
22493,Uzbekistan,1991,4.928
22494,Uzbekistan,1992,5.1922
22495,Uzbekistan,1993,5.2885
22496,Uzbekistan,1994,4.8343
22497,Uzbekistan,1995,4.5046
22498,Uzbekistan,1996,4.5444
22499,Uzbekistan,1997,4.5105
22500,Uzbekistan,1998,4.9301
22501,Uzbekistan,1999,4.9868
22502,Uzbekistan,2000,4.8847
22503,Uzbekistan,2001,4.8823
22504,Uzbekistan,2002,5.0143
22505,Uzbekistan,2003,4.8909
22506,Uzbekistan,2004,4.7979
22507,Uzbekistan,2005,4.4111
22508,Uzbekistan,2006,4.4532
22509,Uzbekistan,2007,4.3784
22510,Uzbekistan,2008,4.4536
