,Entity,Year,CO2 Emissions
3638,Burkina Faso,2007,1590799
3639,Burkina Faso,2008,1733545
3640,Burkina Faso,2009,1828977
3641,Burkina Faso,2010,2036372
3642,Burkina Faso,2011,2130933
3643,Burkina Faso,2012,2618914
3644,Burkina Faso,2013,2863840
3645,Burkina Faso,2014,2911488
3692,Burundi,1990,208848
3693,Burundi,1991,238160
3694,Burundi,1992,216176
3695,Burundi,1993,227168
3696,Burundi,1994,234496
3697,Burundi,1995,238160
3698,Burundi,1996,241824
3699,Burundi,1997,249152
3700,Burundi,1998,249152
3701,Burundi,1999,252816
3702,Burundi,2000,271136
3703,Burundi,2001,205184
3704,Burundi,2002,212512
3705,Burundi,2003,161216
3706,Burundi,2004,197856
3707,Burundi,2005,153888
3708,Burundi,2006,183200
3709,Burundi,2007,201520
3710,Burundi,2008,208848
3711,Burundi,2009,168544
3712,Burundi,2010,296784
3713,Burundi,2011,354138
3714,Burundi,2012,379170
3715,Burundi,2013,397996
3716,Burundi,2014,374917
3758,Cambodia,1990,1260416
3759,Cambodia,1991,1304384
3760,Cambodia,1992,1348352
3761,Cambodia,1993,1384992
3762,Cambodia,1994,1425296
3763,Cambodia,1995,1498576
3764,Cambodia,1996,1516896
3765,Cambodia,1997,1465600
3766,Cambodia,1998,1875968
3767,Cambodia,1999,1894288
3768,Cambodia,2000,1974896
3769,Cambodia,2001,2249696
3770,Cambodia,2002,2205728
3771,Cambodia,2003,2377936
3772,Cambodia,2004,2443888
3773,Cambodia,2005,2773648
3774,Cambodia,2006,2997152
3775,Cambodia,2007,3471142
3776,Cambodia,2008,3881372
3777,Cambodia,2009,4557086
3778,Cambodia,2010,5100364
3779,Cambodia,2011,5194090
3780,Cambodia,2012,5451440
3781,Cambodia,2013,5578106
3782,Cambodia,2014,6493802
3829,Cameroon,1990,2604793
3830,Cameroon,1991,2668440
3831,Cameroon,1992,2712299
3832,Cameroon,1993,2865801
3833,Cameroon,1994,2841138
3834,Cameroon,1995,3203724
3835,Cameroon,1996,3593879
3836,Cameroon,1997,3157376
3837,Cameroon,1998,3136039
3838,Cameroon,1999,2996919
3839,Cameroon,2000,3345986
3840,Cameroon,2001,3325841
3841,Cameroon,2002,3325343
3842,Cameroon,2003,3698676
3843,Cameroon,2004,3851285
3844,Cameroon,2005,3591290
3845,Cameroon,2006,3752466
3846,Cameroon,2007,5703100
3847,Cameroon,2008,5426016
3848,Cameroon,2009,6594050
3849,Cameroon,2010,6662047
3850,Cameroon,2011,6520807
3851,Cameroon,2012,6159371
3852,Cameroon,2013,5070387
3853,Cameroon,2014,6849789
4065,Canada,1990,458007408
4066,Canada,1991,449699173
4067,Canada,1992,463521037
4068,Canada,1993,463993303
4069,Canada,1994,478267071
4070,Canada,1995,490951380
4071,Canada,1996,506999620
4072,Canada,1997,521278446
4073,Canada,1998,528987104
4074,Canada,1999,543729999
4075,Canada,2000,566552294
4076,Canada,2001,559042165
4077,Canada,2002,564669174
4078,Canada,2003,582343586
4079,Canada,2004,580758769
4080,Canada,2005,575852411
4081,Canada,2006,571409763
4082,Canada,2007,594665366
4083,Canada,2008,579367139
4084,Canada,2009,546610441
4085,Canada,2010,558804007
4086,Canada,2011,569870198
4087,Canada,2012,569262731
4088,Canada,2013,573698737
4089,Canada,2014,570563417
4136,Cape Verde,1990,95264
4137,Cape Verde,1991,98928
4138,Cape Verde,1992,106256
4139,Cape Verde,1993,109920
4140,Cape Verde,1994,113584
4141,Cape Verde,1995,120912
4142,Cape Verde,1996,142896
4143,Cape Verde,1997,146560
4144,Cape Verde,1998,157552
4145,Cape Verde,1999,183200
4146,Cape Verde,2000,216176
4147,Cape Verde,2001,234496
4148,Cape Verde,2002,274800
4149,Cape Verde,2003,307776
4150,Cape Verde,2004,329760
4151,Cape Verde,2005,439680
4152,Cape Verde,2006,472656
4153,Cape Verde,2007,505632
4154,Cape Verde,2008,468992
4155,Cape Verde,2009,520288
4156,Cape Verde,2010,556928
4157,Cape Verde,2011,615552
4158,Cape Verde,2012,501968
4159,Cape Verde,2013,494640
4160,Cape Verde,2014,487312
4198,Central African Republic,1990,183200
4199,Central African Republic,1991,190528
4200,Central African Republic,1992,194192
4201,Central African Republic,1993,197856
4202,Central African Republic,1994,208848
4203,Central African Republic,1995,208848
4204,Central African Republic,1996,212512
4205,Central African Republic,1997,216176
4206,Central African Republic,1998,219840
4207,Central African Republic,1999,230832
4208,Central African Republic,2000,234496
4209,Central African Republic,2001,245488
4210,Central African Republic,2002,241824
4211,Central African Republic,2003,223504
4212,Central African Republic,2004,219840
4213,Central African Republic,2005,216176
4214,Central African Republic,2006,227168
4215,Central African Republic,2007,230832
4216,Central African Republic,2008,164880
4217,Central African Republic,2009,161216
4218,Central African Republic,2010,168544
4219,Central African Republic,2011,186864
4220,Central African Republic,2012,190528
4221,Central African Republic,2013,117248
4222,Central African Republic,2014,124576
4260,Chad,1990,377392
4261,Chad,1991,384720
4262,Chad,1992,406704
4263,Chad,1993,403040
4264,Chad,1994,406704
4265,Chad,1995,421360
4266,Chad,1996,436016
4267,Chad,1997,450672
4268,Chad,1998,461664
4269,Chad,1999,476320
4270,Chad,2000,487312
4271,Chad,2001,501968
4272,Chad,2002,509296
4273,Chad,2003,743792
4274,Chad,2004,747456
4275,Chad,2005,765776
4276,Chad,2006,791424
4277,Chad,2007,853712
4278,Chad,2008,926992
4279,Chad,2009,941648
4280,Chad,2010,996608
4281,Chad,2011,1118285
4282,Chad,2012,614121
4283,Chad,2013,656304
4284,Chad,2014,989835
4386,Chile,1990,32891315
4387,Chile,1991,30949909
4388,Chile,1992,31978344
4389,Chile,1993,33953348
4390,Chile,1994,37516676
4391,Chile,1995,41072182
4392,Chile,1996,47611140
4393,Chile,1997,55433244
4394,Chile,1998,56786960
4395,Chile,1999,60890176
4396,Chile,2000,58095520
4397,Chile,2001,52558259
4398,Chile,2002,54470908
4399,Chile,2003,54864180
4400,Chile,2004,59026076
4401,Chile,2005,60926496
4402,Chile,2006,63949324
4403,Chile,2007,70683248
4404,Chile,2008,70795160
4405,Chile,2009,65900503
4406,Chile,2010,71310955
4407,Chile,2011,78064404
4408,Chile,2012,79683581
4409,Chile,2013,81810868
4410,Chile,2014,77573779
4506,China,1990,2484854820
4507,China,1991,2606096182
4508,China,1992,2730787587
4509,China,1993,2921650956
4510,China,1994,3100002045
4511,China,1995,3357908888
4512,China,1996,3503233703
4513,China,1997,3510169286
4514,China,1998,3360455433
4515,China,1999,3350340129
4516,China,2000,3439152210
4517,China,2001,3514933795
4518,China,2002,3872595297
4519,China,2003,4545013886
4520,China,2004,5223754656
4521,China,2005,5876555340
4522,China,2006,6488803816
4523,China,2007,6978611952
4524,China,2008,7496832207
4525,China,2009,7886532768
4526,China,2010,8616652695
4527,China,2011,9528555734
4528,China,2012,9775621803
4529,China,2013,9952743755
4530,China,2014,9985583382
4620,Colombia,1990,56897743
4621,Colombia,1991,56654080
4622,Colombia,1992,61494680
4623,Colombia,1993,63337803
4624,Colombia,1994,66790576
4625,Colombia,1995,58775392
4626,Colombia,1996,59770880
4627,Colombia,1997,64496528
4628,Colombia,1998,65157688
4629,Colombia,1999,54761240
4630,Colombia,2000,56258838
4631,Colombia,2001,55938888
4632,Colombia,2002,55430416
4633,Colombia,2003,57093904
4634,Colombia,2004,54569256
4635,Colombia,2005,60059624
4636,Colombia,2006,62004536
4637,Colombia,2007,60178840
4638,Colombia,2008,66650056
4639,Colombia,2009,72556720
4640,Colombia,2010,76278424
4641,Colombia,2011,76079775
4642,Colombia,2012,79727172
4643,Colombia,2013,87427856
4644,Colombia,2014,88699143
4682,Comoros,1990,65952
4683,Comoros,1991,65952
4684,Comoros,1992,69616
4685,Comoros,1993,73280
4686,Comoros,1994,73280
4687,Comoros,1995,76944
4688,Comoros,1996,80608
4689,Comoros,1997,84272
4690,Comoros,1998,91600
4691,Comoros,1999,95264
4692,Comoros,2000,102592
4693,Comoros,2001,106256
4694,Comoros,2002,106256
4695,Comoros,2003,135568
4696,Comoros,2004,146560
4697,Comoros,2005,142896
4698,Comoros,2006,164880
4699,Comoros,2007,106256
4700,Comoros,2008,109920
4701,Comoros,2009,135568
4702,Comoros,2010,161216
4703,Comoros,2011,142896
4704,Comoros,2012,153888
4705,Comoros,2013,183200
4706,Comoros,2014,161216
4744,Congo,1990,1007907
4745,Congo,1991,1082796
4746,Congo,1992,1289163
4747,Congo,1993,1160443
4748,Congo,1994,1768571
4749,Congo,1995,1185944
4750,Congo,1996,1339380
4751,Congo,1997,1920731
4752,Congo,1998,355408
4753,Congo,1999,362736
4754,Congo,2000,565014
4755,Congo,2001,765776
4756,Congo,2002,575248
4757,Congo,2003,916000
4758,Congo,2004,948976
4759,Congo,2005,996093
4760,Congo,2006,1127466
4761,Congo,2007,1211198
4762,Congo,2008,1329994
4763,Congo,2009,1724138
4764,Congo,2010,1961777
4765,Congo,2011,2239828
4766,Congo,2012,2944507
4767,Congo,2013,3208046
4768,Congo,2014,3102335
4796,Cook Islands,1990,40304
4797,Cook Islands,1991,40304
4798,Cook Islands,1992,40304
4799,Cook Islands,1993,43968
4800,Cook Islands,1994,43968
4801,Cook Islands,1995,43968
4802,Cook Islands,1996,47632
4803,Cook Islands,1997,47632
4804,Cook Islands,1998,47632
4805,Cook Islands,1999,47632
4806,Cook Islands,2000,47632
4807,Cook Islands,2001,36640
4808,Cook Islands,2002,25648
4809,Cook Islands,2003,29312
4810,Cook Islands,2004,51296
4811,Cook Islands,2005,62288
4812,Cook Islands,2006,54960
4813,Cook Islands,2007,51296
4814,Cook Islands,2008,51296
4815,Cook Islands,2009,47632
4816,Cook Islands,2010,58624
4817,Cook Islands,2011,65952
4818,Cook Islands,2012,69616
4819,Cook Islands,2013,69616
4820,Cook Islands,2014,69616
4867,Costa Rica,1990,2913015
4868,Costa Rica,1991,3287914
4869,Costa Rica,1992,3741868
4870,Costa Rica,1993,3890892
4871,Costa Rica,1994,5199850
4872,Costa Rica,1995,4800770
4873,Costa Rica,1996,4686377
4874,Costa Rica,1997,4916182
4875,Costa Rica,1998,5234101
4876,Costa Rica,1999,5437766
4877,Costa Rica,2000,5393873
4878,Costa Rica,2001,5666567
4879,Costa Rica,2002,6245400
4880,Costa Rica,2003,6582545
4881,Costa Rica,2004,6841678
4882,Costa Rica,2005,6723403
4883,Costa Rica,2006,7006724
4884,Costa Rica,2007,7960740
4885,Costa Rica,2008,7989944
4886,Costa Rica,2009,7747752
4887,Costa Rica,2010,7492647
4888,Costa Rica,2011,7310815
4889,Costa Rica,2012,7260085
4890,Costa Rica,2013,7631517
4891,Costa Rica,2014,7748309
4930,Cote d'Ivoire,1990,4781520
4931,Cote d'Ivoire,1991,4308864
4932,Cote d'Ivoire,1992,3843536
4933,Cote d'Ivoire,1993,5092960
4934,Cote d'Ivoire,1994,4132992
4935,Cote d'Ivoire,1995,6115469
4936,Cote d'Ivoire,1996,7335328
4937,Cote d'Ivoire,1997,7012656
4938,Cote d'Ivoire,1998,6584208
4939,Cote d'Ivoire,1999,5939512
4940,Cote d'Ivoire,2000,6463296
4941,Cote d'Ivoire,2001,7397616
4942,Cote d'Ivoire,2002,6957936
4943,Cote d'Ivoire,2003,5133073
4944,Cote d'Ivoire,2004,7335328
4945,Cote d'Ivoire,2005,7496544
4946,Cote d'Ivoire,2006,6811376
4947,Cote d'Ivoire,2007,6536576
4948,Cote d'Ivoire,2008,6591536
4949,Cote d'Ivoire,2009,5514320
4950,Cote d'Ivoire,2010,6063920
4951,Cote d'Ivoire,2011,6342384
4952,Cote d'Ivoire,2012,8339264
4953,Cote d'Ivoire,2013,9526400
4954,Cote d'Ivoire,2014,9738912
5055,Croatia,1990,22977726
5056,Croatia,1991,16986189
5057,Croatia,1992,16371432
5058,Croatia,1993,16807979
5059,Croatia,1994,16052777
5060,Croatia,1995,16816449
5061,Croatia,1996,17344006
5062,Croatia,1997,18557198
5063,Croatia,1998,19011850
5064,Croatia,1999,20022950
5065,Croatia,2000,19660565
5066,Croatia,2001,20783249
5067,Croatia,2002,21887758
5068,Croatia,2003,23214314
5069,Croatia,2004,22891547
5070,Croatia,2005,23345544
5071,Croatia,2006,23554158
5072,Croatia,2007,24866343
5073,Croatia,2008,23598669
5074,Croatia,2009,21808549
5075,Croatia,2010,21019201
5076,Croatia,2011,20651988
5077,Croatia,2012,19088544
5078,Croatia,2013,18435627
5079,Croatia,2014,17682216
5135,Cuba,1990,29648420
5136,Cuba,1991,27170202
5137,Cuba,1992,20593126
5138,Cuba,1993,19822771
5139,Cuba,1994,21382319
5140,Cuba,1995,22835124
5141,Cuba,1996,23332951
5142,Cuba,1997,24808969
5143,Cuba,1998,24293962
5144,Cuba,1999,24467107
5145,Cuba,2000,25775495
5146,Cuba,2001,25215883
5147,Cuba,2002,25523650
5148,Cuba,2003,25942743
5149,Cuba,2004,25221231
5150,Cuba,2005,24442108
5151,Cuba,2006,24693041
5152,Cuba,2007,24240301
5153,Cuba,2008,28108268
5154,Cuba,2009,28396318
5155,Cuba,2010,34199817
5156,Cuba,2011,29431084
5157,Cuba,2012,29742048
5158,Cuba,2013,28024016
5159,Cuba,2014,27441780
5229,Curacao,1990,4624407
5230,Curacao,1991,3690152
5231,Curacao,1992,3040235
5232,Curacao,1993,4693149
5233,Curacao,1994,4499423
5234,Curacao,1995,4452554
5235,Curacao,1996,4165091
5236,Curacao,1997,4358816
5237,Curacao,1998,240594
5238,Curacao,1999,1802894
5239,Curacao,2000,4783762
5240,Curacao,2001,4871251
5241,Curacao,2002,4696273
5242,Curacao,2003,4699398
5243,Curacao,2004,4930618
5244,Curacao,2005,4886874
5245,Curacao,2006,5093097
5246,Curacao,2007,5733640
5247,Curacao,2008,5514918
5248,Curacao,2009,5643027
5249,Curacao,2010,3887002
5250,Curacao,2011,4958740
5251,Curacao,2012,5836752
5252,Curacao,2013,5503328
5253,Curacao,2014,6408336
5300,Cyprus,1990,4651680
5301,Cyprus,1991,5141180
5302,Cyprus,1992,5515863
5303,Cyprus,1993,5759258
5304,Cyprus,1994,6000649
5305,Cyprus,1995,5872254
5306,Cyprus,1996,6222419
5307,Cyprus,1997,6310214
5308,Cyprus,1998,6607266
5309,Cyprus,1999,6873950
5310,Cyprus,2000,7120330
5311,Cyprus,2001,6994276
5312,Cyprus,2002,7183619
5313,Cyprus,2003,7574158
5314,Cyprus,2004,7800745
5315,Cyprus,2005,7954994
5316,Cyprus,2006,8182561
5317,Cyprus,2007,8501640
5318,Cyprus,2008,8714141
5319,Cyprus,2009,8468573
5320,Cyprus,2010,8099604
5321,Cyprus,2011,7786009
5322,Cyprus,2012,7261686
5323,Cyprus,2013,6581495
5324,Cyprus,2014,6949659
5461,Czechia,1990,164202710
5462,Czechia,1991,148892387
5463,Czechia,1992,144616942
5464,Czechia,1993,138634269
5465,Czechia,1994,132370351
5466,Czechia,1995,131600512
5467,Czechia,1996,134954556
5468,Czechia,1997,130725010
5469,Czechia,1998,125308969
5470,Czechia,1999,116614327
5471,Czechia,2000,127127423
5472,Czechia,2001,127024288
5473,Czechia,2002,123940088
5474,Czechia,2003,127413414
5475,Czechia,2004,128169219
5476,Czechia,2005,125678621
5477,Czechia,2006,126493458
5478,Czechia,2007,128307200
5479,Czechia,2008,122995055
5480,Czechia,2009,115238793
5481,Czechia,2010,117603433
5482,Czechia,2011,115167624
5483,Czechia,2012,111289362
5484,Czechia,2013,106525802
5485,Czechia,2014,104094900
5562,Democratic Republic of Congo,1990,4248965
5563,Democratic Republic of Congo,1991,3132604
5564,Democratic Republic of Congo,1992,2808223
5565,Democratic Republic of Congo,1993,2662330
5566,Democratic Republic of Congo,1994,1698214
5567,Democratic Republic of Congo,1995,2103614
5568,Democratic Republic of Congo,1996,2311092
5569,Democratic Republic of Congo,1997,1875443
5570,Democratic Republic of Congo,1998,1655511
5571,Democratic Republic of Congo,1999,1317470
5572,Democratic Republic of Congo,2000,892726
5573,Democratic Republic of Congo,2001,769774
5574,Democratic Republic of Congo,2002,850081
5575,Democratic Republic of Congo,2003,1037159
5576,Democratic Republic of Congo,2004,1149429
5577,Democratic Republic of Congo,2005,1445041
5578,Democratic Republic of Congo,2006,1552192
5579,Democratic Republic of Congo,2007,1696531
5580,Democratic Republic of Congo,2008,1810549
5581,Democratic Republic of Congo,2009,1694046
5582,Democratic Republic of Congo,2010,1961947
5583,Democratic Republic of Congo,2011,2439520
5584,Democratic Republic of Congo,2012,2356311
5585,Democratic Republic of Congo,2013,3537543
5586,Democratic Republic of Congo,2014,4630929
5740,Denmark,1990,53573406
5741,Denmark,1991,64188666
5742,Denmark,1992,58379818
5743,Denmark,1993,60625621
5744,Denmark,1994,64688838
5745,Denmark,1995,61602249
5746,Denmark,1996,74851794
5747,Denmark,1997,65451195
5748,Denmark,1998,61219066
5749,Denmark,1999,58635471
5750,Denmark,2000,54291739
5751,Denmark,2001,55879240
5752,Denmark,2002,55537933
5753,Denmark,2003,60626347
5754,Denmark,2004,55076073
5755,Denmark,2005,51506467
5756,Denmark,2006,59428761
5757,Denmark,2007,54656001
5758,Denmark,2008,51219830
5759,Denmark,2009,48816007
5760,Denmark,2010,49170504
5761,Denmark,2011,44215177
5762,Denmark,2012,39840159
5763,Denmark,2013,41745896
5764,Denmark,2014,37543417
5811,Djibouti,1990,274800
5812,Djibouti,1991,285792
5813,Djibouti,1992,300448
5814,Djibouti,1993,300448
5815,Djibouti,1994,293120
5816,Djibouti,1995,311440
5817,Djibouti,1996,293120
5818,Djibouti,1997,329760
5819,Djibouti,1998,384720
5820,Djibouti,1999,384720
5821,Djibouti,2000,366400
5822,Djibouti,2001,366400
5823,Djibouti,2002,399376
5824,Djibouti,2003,421360
5825,Djibouti,2004,406704
5826,Djibouti,2005,414032
5827,Djibouti,2006,410368
5828,Djibouti,2007,461664
5829,Djibouti,2008,498304
5830,Djibouti,2009,458000
5831,Djibouti,2010,516624
5832,Djibouti,2011,472656
5833,Djibouti,2012,487312
5834,Djibouti,2013,556690
5835,Djibouti,2014,388306
5881,Dominica,1990,58624
5882,Dominica,1991,58624
5883,Dominica,1992,58624
5884,Dominica,1993,62288
5885,Dominica,1994,65952
5886,Dominica,1995,80608
5887,Dominica,1996,73280
5888,Dominica,1997,80608
5889,Dominica,1998,76944
5890,Dominica,1999,80608
5891,Dominica,2000,102592
5892,Dominica,2001,109920
5893,Dominica,2002,102592
5894,Dominica,2003,117248
5895,Dominica,2004,142896
5896,Dominica,2005,142896
5897,Dominica,2006,142896
5898,Dominica,2007,183200
5899,Dominica,2008,164880
5900,Dominica,2009,161216
5901,Dominica,2010,172208
5902,Dominica,2011,153888
5903,Dominica,2012,164880
5904,Dominica,2013,168544
5905,Dominica,2014,175872
5955,Dominican Republic,1990,8936017
5956,Dominican Republic,1991,9538286
5957,Dominican Republic,1992,10418188
5958,Dominican Republic,1993,11208752
5959,Dominican Republic,1994,11796446
5960,Dominican Republic,1995,15106975
5961,Dominican Republic,1996,16484352
5962,Dominican Republic,1997,17265690
5963,Dominican Republic,1998,17788184
5964,Dominican Republic,1999,17821253
5965,Dominican Republic,2000,18991627
5966,Dominican Republic,2001,19144596
5967,Dominican Republic,2002,20949129
5968,Dominican Republic,2003,21345009
5969,Dominican Republic,2004,17333192
5970,Dominican Republic,2005,17940521
5971,Dominican Republic,2006,19111932
5972,Dominican Republic,2007,19992930
5973,Dominican Republic,2008,20331836
5974,Dominican Republic,2009,19780666
5975,Dominican Republic,2010,20553453
5976,Dominican Republic,2011,21317914
5977,Dominican Republic,2012,21254754
5978,Dominican Republic,2013,21266960
5979,Dominican Republic,2014,21800611
6184,EU-27,1990,3863410501
6185,EU-27,1991,3799887431
6186,EU-27,1992,3672346741
6187,EU-27,1993,3603904230
6188,EU-27,1994,3585957609
6189,EU-27,1995,3635344870
6190,EU-27,1996,3720561292
6191,EU-27,1997,3654817833
6192,EU-27,1998,3645888158
6193,EU-27,1999,3589873180
6194,EU-27,2000,3601248752
6195,EU-27,2001,3658645612
6196,EU-27,2002,3659455574
6197,EU-27,2003,3743619432
6198,EU-27,2004,3754793329
6199,EU-27,2005,3735104915
6200,EU-27,2006,3744767167
6201,EU-27,2007,3702618047
6202,EU-27,2008,3616941593
6203,EU-27,2009,3324520113
6204,EU-27,2010,3425812691
6205,EU-27,2011,3326278691
6206,EU-27,2012,3252489906
6207,EU-27,2013,3171553700
6208,EU-27,2014,3035948316
6455,EU-28,1990,4463754391
6456,EU-28,1991,4408318071
6457,EU-28,1992,4265230575
6458,EU-28,1993,4182539500
6459,EU-28,1994,4160598455
6460,EU-28,1995,4201912830
6461,EU-28,1996,4308748895
6462,EU-28,1997,4217151010
6463,EU-28,1998,4213488284
6464,EU-28,1999,4150981735
6465,EU-28,2000,4168833785
6466,EU-28,2001,4234959150
6467,EU-28,2002,4219521606
6468,EU-28,2003,4315091353
6469,EU-28,2004,4327696986
6470,EU-28,2005,4305067029
6471,EU-28,2006,4312339105
6472,EU-28,2007,4261854465
6473,EU-28,2008,4161439718
6474,EU-28,2009,3818414967
6475,EU-28,2010,3937444321
6476,EU-28,2011,3795732363
6477,EU-28,2012,3740006461
6478,EU-28,2013,3648941188
6479,EU-28,2014,3474489315
6559,Ecuador,1990,16457820
6560,Ecuador,1991,16157175
6561,Ecuador,1992,21959676
6562,Ecuador,1993,24088526
6563,Ecuador,1994,13539560
6564,Ecuador,1995,22686239
6565,Ecuador,1996,24024921
6566,Ecuador,1997,18206447
6567,Ecuador,1998,22313483
6568,Ecuador,1999,21364414
6569,Ecuador,2000,20562217
6570,Ecuador,2001,22940109
6571,Ecuador,2002,24753207
6572,Ecuador,2003,26746806
6573,Ecuador,2004,28785670
6574,Ecuador,2005,29969504
6575,Ecuador,2006,28894631
6576,Ecuador,2007,33685516
6577,Ecuador,2008,29573062
6578,Ecuador,2009,32503201
6579,Ecuador,2010,34825608
6580,Ecuador,2011,37398376
6581,Ecuador,2012,37154022
6582,Ecuador,2013,39362341
6583,Ecuador,2014,43206942
6669,Egypt,1990,75217533
6670,Egypt,1991,77295842
6671,Egypt,1992,79939884
6672,Egypt,1993,92277980
6673,Egypt,1994,84555822
6674,Egypt,1995,94890392
6675,Egypt,1996,93568654
6676,Egypt,1997,107512839
6677,Egypt,1998,121465771
6678,Egypt,1999,124496184
6679,Egypt,2000,140349710
6680,Egypt,2001,124293719
6681,Egypt,2002,125782381
6682,Egypt,2003,146462658
6683,Egypt,2004,149143319
6684,Egypt,2005,165043688
6685,Egypt,2006,176019064
6686,Egypt,2007,185907328
6687,Egypt,2008,194763997
6688,Egypt,2009,203169672
6689,Egypt,2010,200841483
6690,Egypt,2011,213026647
6691,Egypt,2012,208718329
6692,Egypt,2013,206949168
6693,Egypt,2014,221668030
6740,El Salvador,1990,2475071
6741,El Salvador,1991,3154717
6742,El Salvador,1992,3316777
6743,El Salvador,1993,3975594
6744,El Salvador,1994,4512672
6745,El Salvador,1995,4998356
6746,El Salvador,1996,4414490
6747,El Salvador,1997,5415735
6748,El Salvador,1998,5731188
6749,El Salvador,1999,5587859
6750,El Salvador,2000,5670975
6751,El Salvador,2001,5857395
6752,El Salvador,2002,6069883
6753,El Salvador,2003,6434851
6754,El Salvador,2004,6253812
6755,El Salvador,2005,6297707
6756,El Salvador,2006,6717812
6757,El Salvador,2007,6845580
6758,El Salvador,2008,6404717
6759,El Salvador,2009,6312459
6760,El Salvador,2010,6318629
6761,El Salvador,2011,6499405
6762,El Salvador,2012,6471882
6763,El Salvador,2013,6094472
6764,El Salvador,2014,6151155
6811,Equatorial Guinea,1990,62288
6812,Equatorial Guinea,1991,65952
6813,Equatorial Guinea,1992,65952
6814,Equatorial Guinea,1993,69616
6815,Equatorial Guinea,1994,76944
6816,Equatorial Guinea,1995,84272
6817,Equatorial Guinea,1996,128240
6818,Equatorial Guinea,1997,304112
6819,Equatorial Guinea,1998,263808
6820,Equatorial Guinea,1999,406704
6821,Equatorial Guinea,2000,615552
6822,Equatorial Guinea,2001,2964176
6823,Equatorial Guinea,2002,7782336
6824,Equatorial Guinea,2003,7961872
6825,Equatorial Guinea,2004,9962416
6826,Equatorial Guinea,2005,8038816
6827,Equatorial Guinea,2006,7108160
6828,Equatorial Guinea,2007,5583936
6829,Equatorial Guinea,2008,6118880
6830,Equatorial Guinea,2009,5408064
6831,Equatorial Guinea,2010,6804048
6832,Equatorial Guinea,2011,9464112
6833,Equatorial Guinea,2012,9174656
6834,Equatorial Guinea,2013,11578240
6835,Equatorial Guinea,2014,11178864
6848,Eritrea,1994,743834
6849,Eritrea,1995,822787
6850,Eritrea,1996,898479
6851,Eritrea,1997,808466
6852,Eritrea,1998,586169
6853,Eritrea,1999,615453
6854,Eritrea,2000,604433
6855,Eritrea,2001,626345
6856,Eritrea,2002,600625
6857,Eritrea,2003,710473
6858,Eritrea,2004,769025
6859,Eritrea,2005,768953
6860,Eritrea,2006,548946
6861,Eritrea,2007,563359
6862,Eritrea,2008,409357
6863,Eritrea,2009,497314
6864,Eritrea,2010,497337
6865,Eritrea,2011,555834
6866,Eritrea,2012,604565
6867,Eritrea,2013,620806
6868,Eritrea,2014,631395
7013,Estonia,1990,37649839
7014,Estonia,1991,33823325
7015,Estonia,1992,24355259
7016,Estonia,1993,19403677
7017,Estonia,1994,20036425
7018,Estonia,1995,18212950
7019,Estonia,1996,19134482
7020,Estonia,1997,18645053
7021,Estonia,1998,16916908
7022,Estonia,1999,15911694
7023,Estonia,2000,15485187
7024,Estonia,2001,15866332
7025,Estonia,2002,15348893
7026,Estonia,2003,17234693
7027,Estonia,2004,17367835
7028,Estonia,2005,17156154
7029,Estonia,2006,16502336
7030,Estonia,2007,20021749
7031,Estonia,2008,17875386
7032,Estonia,2009,14488945
7033,Estonia,2010,18995251
7034,Estonia,2011,19090904
7035,Estonia,2012,17846305
7036,Estonia,2013,19737857
7037,Estonia,2014,18885241
7082,Eswatini,1990,959968
7083,Eswatini,1991,872032
7084,Eswatini,1992,831728
7085,Eswatini,1993,710816
7086,Eswatini,1994,1077216
7087,Eswatini,1995,1062560
7088,Eswatini,1996,787760
7089,Eswatini,1997,1143168
7090,Eswatini,1998,1161488
7091,Eswatini,1999,1238432
7092,Eswatini,2000,1209120
7093,Eswatini,2001,1095536
7094,Eswatini,2002,1080880
7095,Eswatini,2003,1003936
7096,Eswatini,2004,1000272
7097,Eswatini,2005,1014928
7098,Eswatini,2006,1014928
7099,Eswatini,2007,1040576
7100,Eswatini,2008,1022256
7101,Eswatini,2009,1058896
7102,Eswatini,2010,996608
7103,Eswatini,2011,1007600
7104,Eswatini,2012,1168816
7105,Eswatini,2013,1399648
7106,Eswatini,2014,769440
7158,Ethiopia,1990,2986507
7159,Ethiopia,1991,2958472
7160,Ethiopia,1992,2936737
7161,Ethiopia,1993,2993623
7162,Ethiopia,1994,2197201
7163,Ethiopia,1995,2505953
7164,Ethiopia,1996,2794189
7165,Ethiopia,1997,2980158
7166,Ethiopia,1998,3147422
7167,Ethiopia,1999,3094276
7168,Ethiopia,2000,3462855
7169,Ethiopia,2001,4264586
7170,Ethiopia,2002,4431687
7171,Ethiopia,2003,4870232
7172,Ethiopia,2004,5158551
7173,Ethiopia,2005,4956129
7174,Ethiopia,2006,5318177
7175,Ethiopia,2007,5839596
7176,Ethiopia,2008,6417597
7177,Ethiopia,2009,6453445
7178,Ethiopia,2010,6336871
7179,Ethiopia,2011,7402480
7180,Ethiopia,2012,8108686
7181,Ethiopia,2013,9781029
7182,Ethiopia,2014,12016546
7429,Europe,1990,8015588993
7430,Europe,1991,7714385696
7431,Europe,1992,7078817583
7432,Europe,1993,6791984195
7433,Europe,1994,6433785144
7434,Europe,1995,6415240923
7435,Europe,1996,6464354025
7436,Europe,1997,6258128350
7437,Europe,1998,6232186994
7438,Europe,1999,6147588627
