,Entity,Year,CO2 Emissions
20233,Sri Lanka,2013,14679056
20234,Sri Lanka,2014,17690987
20305,Sudan,1990,4768885
20306,Sudan,1991,4466480
20307,Sudan,1992,3989272
20308,Sudan,1993,2746330
20309,Sudan,1994,3784971
20310,Sudan,1995,3902880
20311,Sudan,1996,4027584
20312,Sudan,1997,4940026
20313,Sudan,1998,4285317
20314,Sudan,1999,4645209
20315,Sudan,2000,5055397
20316,Sudan,2001,5817098
20317,Sudan,2002,7417876
20318,Sudan,2003,8284643
20319,Sudan,2004,10470832
20320,Sudan,2005,10028067
20321,Sudan,2006,10983681
20322,Sudan,2007,12904736
20323,Sudan,2008,13634101
20324,Sudan,2009,14188878
20325,Sudan,2010,14397601
20326,Sudan,2011,14016871
20327,Sudan,2012,14538701
20328,Sudan,2013,16175480
20329,Sudan,2014,16644807
20376,Suriname,1990,1737368
20377,Suriname,1991,2023142
20378,Suriname,1992,2030452
20379,Suriname,1993,2037762
20380,Suriname,1994,2042253
20381,Suriname,1995,2060551
20382,Suriname,1996,2082514
20383,Suriname,1997,2104476
20384,Suriname,1998,2104454
20385,Suriname,1999,2122753
20386,Suriname,2000,2192347
20387,Suriname,2001,2362832
20388,Suriname,2002,1560114
20389,Suriname,2003,1537767
20390,Suriname,2004,1555785
20391,Suriname,2005,1588520
20392,Suriname,2006,1738560
20393,Suriname,2007,1756384
20394,Suriname,2008,1935232
20395,Suriname,2009,1994368
20396,Suriname,2010,2395704
20397,Suriname,2011,2179800
20398,Suriname,2012,2634976
20399,Suriname,2013,2744348
20400,Suriname,2014,2808578
20559,Sweden,1990,57378338
20560,Sweden,1991,57752857
20561,Sweden,1992,57495155
20562,Sweden,1993,57536238
20563,Sweden,1994,59999754
20564,Sweden,1995,59414424
20565,Sweden,1996,63349951
20566,Sweden,1997,58251198
20567,Sweden,1998,58721858
20568,Sweden,1999,55857374
20569,Sweden,2000,54709803
20570,Sweden,2001,55637649
20571,Sweden,2002,56606994
20572,Sweden,2003,57188352
20573,Sweden,2004,56501179
20574,Sweden,2005,53884416
20575,Sweden,2006,53702639
20576,Sweden,2007,52970191
20577,Sweden,2008,50886839
20578,Sweden,2009,47252201
20579,Sweden,2010,53126353
20580,Sweden,2011,49257269
20581,Sweden,2012,46773851
20582,Sweden,2013,45205996
20583,Sweden,2014,43335944
20722,Switzerland,1990,44152768
20723,Switzerland,1991,46132169
20724,Switzerland,1992,46008823
20725,Switzerland,1993,43600912
20726,Switzerland,1994,42675783
20727,Switzerland,1995,43412719
20728,Switzerland,1996,44098704
20729,Switzerland,1997,43037152
20730,Switzerland,1998,44614714
20731,Switzerland,1999,44445861
20732,Switzerland,2000,43617591
20733,Switzerland,2001,45082401
20734,Switzerland,2002,43467507
20735,Switzerland,2003,44651905
20736,Switzerland,2004,45236397
20737,Switzerland,2005,45788174
20738,Switzerland,2006,45373455
20739,Switzerland,2007,43368090
20740,Switzerland,2008,44714048
20741,Switzerland,2009,43534481
20742,Switzerland,2010,45049377
20743,Switzerland,2011,40985444
20744,Switzerland,2012,42254632
20745,Switzerland,2013,43185681
20746,Switzerland,2014,39231220
20812,Syria,1990,37045335
20813,Syria,1991,42200815
20814,Syria,1992,42561742
20815,Syria,1993,45221633
20816,Syria,1994,46190068
20817,Syria,1995,41200149
20818,Syria,1996,42322200
20819,Syria,1997,45377967
20820,Syria,1998,49756322
20821,Syria,1999,51772170
20822,Syria,2000,50481212
20823,Syria,2001,48139900
20824,Syria,2002,38439424
20825,Syria,2003,53581772
20826,Syria,2004,50384730
20827,Syria,2005,49881564
20828,Syria,2006,52841498
20829,Syria,2007,65718960
20830,Syria,2008,66876696
20831,Syria,2009,61562260
20832,Syria,2010,60716515
20833,Syria,2011,57784694
20834,Syria,2012,47230831
20835,Syria,2013,34233685
20836,Syria,2014,30841237
20937,Taiwan,1990,124066000
20938,Taiwan,1991,133586000
20939,Taiwan,1992,142172000
20940,Taiwan,1993,153793000
20941,Taiwan,1994,161160000
20942,Taiwan,1995,168873000
20943,Taiwan,1996,176779000
20944,Taiwan,1997,190542000
20945,Taiwan,1998,200159000
20946,Taiwan,1999,207796000
20947,Taiwan,2000,226979000
20948,Taiwan,2001,229927000
20949,Taiwan,2002,237650000
20950,Taiwan,2003,248401000
20951,Taiwan,2004,257883000
20952,Taiwan,2005,266460000
20953,Taiwan,2006,276159000
20954,Taiwan,2007,279800000
20955,Taiwan,2008,266595000
20956,Taiwan,2009,252506000
20957,Taiwan,2010,270148000
20958,Taiwan,2011,276283000
20959,Taiwan,2012,272756000
20960,Taiwan,2013,273797000
20961,Taiwan,2014,276311000
21106,Tajikistan,1990,12084023
21107,Tajikistan,1991,9767464
21108,Tajikistan,1992,7308103
21109,Tajikistan,1993,5170596
21110,Tajikistan,1994,2355098
21111,Tajikistan,1995,2445277
21112,Tajikistan,1996,2823798
21113,Tajikistan,1997,2150084
21114,Tajikistan,1998,2496671
21115,Tajikistan,1999,2517199
21116,Tajikistan,2000,2233862
21117,Tajikistan,2001,2287606
21118,Tajikistan,2002,1877243
21119,Tajikistan,2003,2070857
21120,Tajikistan,2004,2560492
21121,Tajikistan,2005,2439487
21122,Tajikistan,2006,2655168
21123,Tajikistan,2007,3227096
21124,Tajikistan,2008,2896020
21125,Tajikistan,2009,2443974
21126,Tajikistan,2010,2536415
21127,Tajikistan,2011,2340736
21128,Tajikistan,2012,2933412
21129,Tajikistan,2013,2906893
21130,Tajikistan,2014,4600122
21177,Tanzania,1990,2112309
21178,Tanzania,1991,2255268
21179,Tanzania,1992,2177588
21180,Tanzania,1993,2426036
21181,Tanzania,1994,2063123
21182,Tanzania,1995,2433890
21183,Tanzania,1996,2526706
21184,Tanzania,1997,2824358
21185,Tanzania,1998,2480937
21186,Tanzania,1999,2458755
21187,Tanzania,2000,2571821
21188,Tanzania,2001,3040810
21189,Tanzania,2002,3485616
21190,Tanzania,2003,3687241
21191,Tanzania,2004,4232275
21192,Tanzania,2005,5359481
21193,Tanzania,2006,5879905
21194,Tanzania,2007,5709808
21195,Tanzania,2008,5914939
21196,Tanzania,2009,5770842
21197,Tanzania,2010,6926654
21198,Tanzania,2011,7751513
21199,Tanzania,2012,9061880
21200,Tanzania,2013,9908632
21201,Tanzania,2014,9900388
21264,Thailand,1990,87915996
21265,Thailand,1991,96747882
21266,Thailand,1992,105963545
21267,Thailand,1993,120910965
21268,Thailand,1994,133299375
21269,Thailand,1995,155516901
21270,Thailand,1996,173728728
21271,Thailand,1997,178593874
21272,Thailand,1998,158145193
21273,Thailand,1999,164986687
21274,Thailand,2000,168799992
21275,Thailand,2001,180708336
21276,Thailand,2002,190810365
21277,Thailand,2003,201992577
21278,Thailand,2004,217170703
21279,Thailand,2005,222990024
21280,Thailand,2006,226330572
21281,Thailand,2007,229410130
21282,Thailand,2008,226873490
21283,Thailand,2009,242273730
21284,Thailand,2010,255404865
21285,Thailand,2011,253612185
21286,Thailand,2012,270267908
21287,Thailand,2013,287597656
21288,Thailand,2014,282648370
21295,Timor,2002,161216
21296,Timor,2003,161216
21297,Timor,2004,175872
21298,Timor,2005,175872
21299,Timor,2006,179536
21300,Timor,2007,183200
21301,Timor,2008,201520
21302,Timor,2009,227168
21303,Timor,2010,234496
21304,Timor,2011,245488
21305,Timor,2012,293120
21306,Timor,2013,542272
21307,Timor,2014,608224
21354,Togo,1990,977644
21355,Togo,1991,1049806
21356,Togo,1992,1030496
21357,Togo,1993,1068807
21358,Togo,1994,1006679
21359,Togo,1995,1174741
21360,Togo,1996,1265171
21361,Togo,1997,878986
21362,Togo,1998,1289967
21363,Togo,1999,1850434
21364,Togo,2000,1331372
21365,Togo,2001,1158913
21366,Togo,2002,1322471
21367,Togo,2003,1804731
21368,Togo,2004,1743929
21369,Togo,2005,1721591
21370,Togo,2006,1500506
21371,Togo,2007,1516752
21372,Togo,2008,1522778
21373,Togo,2009,2740838
21374,Togo,2010,2595698
21375,Togo,2011,2503920
21376,Togo,2012,2215629
21377,Togo,2013,1642552
21378,Togo,2014,1541898
21425,Tonga,1990,76944
21426,Tonga,1991,95264
21427,Tonga,1992,69616
21428,Tonga,1993,84272
21429,Tonga,1994,91600
21430,Tonga,1995,95264
21431,Tonga,1996,76944
21432,Tonga,1997,98928
21433,Tonga,1998,87936
21434,Tonga,1999,109920
21435,Tonga,2000,95264
21436,Tonga,2001,87936
21437,Tonga,2002,102592
21438,Tonga,2003,117248
21439,Tonga,2004,109920
21440,Tonga,2005,113584
21441,Tonga,2006,128240
21442,Tonga,2007,113584
21443,Tonga,2008,120912
21444,Tonga,2009,131904
21445,Tonga,2010,117248
21446,Tonga,2011,102592
21447,Tonga,2012,106256
21448,Tonga,2013,113584
21449,Tonga,2014,113584
21537,Trinidad and Tobago,1990,16981163
21538,Trinidad and Tobago,1991,16968163
21539,Trinidad and Tobago,1992,19102764
21540,Trinidad and Tobago,1993,17411193
21541,Trinidad and Tobago,1994,17024210
21542,Trinidad and Tobago,1995,16460280
21543,Trinidad and Tobago,1996,20768035
21544,Trinidad and Tobago,1997,20559595
21545,Trinidad and Tobago,1998,19750647
21546,Trinidad and Tobago,1999,22464441
21547,Trinidad and Tobago,2000,24191265
21548,Trinidad and Tobago,2001,26569367
21549,Trinidad and Tobago,2002,28591178
21550,Trinidad and Tobago,2003,32250868
21551,Trinidad and Tobago,2004,32575769
21552,Trinidad and Tobago,2005,37944097
21553,Trinidad and Tobago,2006,42414371
21554,Trinidad and Tobago,2007,45234589
21555,Trinidad and Tobago,2008,44095716
21556,Trinidad and Tobago,2009,44220307
21557,Trinidad and Tobago,2010,46957412
21558,Trinidad and Tobago,2011,46680091
21559,Trinidad and Tobago,2012,45555809
21560,Trinidad and Tobago,2013,45235944
21561,Trinidad and Tobago,2014,46344356
21630,Tunisia,1990,13126084
21631,Tunisia,1991,15363726
21632,Tunisia,1992,14890977
21633,Tunisia,1993,16352595
21634,Tunisia,1994,15777158
21635,Tunisia,1995,15546934
21636,Tunisia,1996,16580878
21637,Tunisia,1997,16747231
21638,Tunisia,1998,17808539
21639,Tunisia,1999,18118679
21640,Tunisia,2000,19671641
21641,Tunisia,2001,20545596
21642,Tunisia,2002,20558744
21643,Tunisia,2003,20925683
21644,Tunisia,2004,21926618
21645,Tunisia,2005,22268761
21646,Tunisia,2006,22601843
21647,Tunisia,2007,23684283
21648,Tunisia,2008,24333185
21649,Tunisia,2009,24321470
21650,Tunisia,2010,27101189
21651,Tunisia,2011,25526012
21652,Tunisia,2012,26305893
21653,Tunisia,2013,26864333
21654,Tunisia,2014,27893503
21786,Turkey,1990,151508468
21787,Turkey,1991,157982005
21788,Turkey,1992,163922250
21789,Turkey,1993,171011163
21790,Turkey,1994,167433113
21791,Turkey,1995,180903047
21792,Turkey,1996,199521939
21793,Turkey,1997,212005568
21794,Turkey,1998,212040282
21795,Turkey,1999,207804163
21796,Turkey,2000,229790601
21797,Turkey,2001,213486094
21798,Turkey,2002,220977701
21799,Turkey,2003,236483893
21800,Turkey,2004,244464112
21801,Turkey,2005,264200797
21802,Turkey,2006,281649185
21803,Turkey,2007,312736708
21804,Turkey,2008,309321195
21805,Turkey,2009,315359638
21806,Turkey,2010,314380033
21807,Turkey,2011,339482252
21808,Turkey,2012,353666209
21809,Turkey,2013,345220584
21810,Turkey,2014,361675463
21955,Turkmenistan,1990,31365173
21956,Turkmenistan,1991,32716869
21957,Turkmenistan,1992,31994181
21958,Turkmenistan,1993,27516396
21959,Turkmenistan,1994,33443118
21960,Turkmenistan,1995,33933523
21961,Turkmenistan,1996,30604733
21962,Turkmenistan,1997,30556472
21963,Turkmenistan,1998,32025557
21964,Turkmenistan,1999,37605609
21965,Turkmenistan,2000,37466194
21966,Turkmenistan,2001,38000361
21967,Turkmenistan,2002,39890208
21968,Turkmenistan,2003,44520727
21969,Turkmenistan,2004,46446514
21970,Turkmenistan,2005,48232724
21971,Turkmenistan,2006,49372747
21972,Turkmenistan,2007,55890082
21973,Turkmenistan,2008,56666877
21974,Turkmenistan,2009,50169647
21975,Turkmenistan,2010,57110036
21976,Turkmenistan,2011,62182860
21977,Turkmenistan,2012,64533895
21978,Turkmenistan,2013,66375300
21979,Turkmenistan,2014,68033300
21986,Turks and Caicos Islands,1990,29312
21987,Turks and Caicos Islands,1991,29312
21988,Turks and Caicos Islands,1992,32976
21989,Turks and Caicos Islands,1993,40304
21990,Turks and Caicos Islands,1994,43968
21991,Turks and Caicos Islands,1995,47632
21992,Turks and Caicos Islands,1996,47632
21993,Turks and Caicos Islands,1997,54960
21994,Turks and Caicos Islands,1998,58624
21995,Turks and Caicos Islands,1999,65952
21996,Turks and Caicos Islands,2000,69616
21997,Turks and Caicos Islands,2001,73280
21998,Turks and Caicos Islands,2002,98928
21999,Turks and Caicos Islands,2003,102592
22000,Turks and Caicos Islands,2004,102592
22001,Turks and Caicos Islands,2005,120912
22002,Turks and Caicos Islands,2006,142896
22003,Turks and Caicos Islands,2007,164880
22004,Turks and Caicos Islands,2008,172208
22005,Turks and Caicos Islands,2009,179536
22006,Turks and Caicos Islands,2010,183200
22007,Turks and Caicos Islands,2011,183200
22008,Turks and Caicos Islands,2012,183200
22009,Turks and Caicos Islands,2013,186864
22010,Turks and Caicos Islands,2014,197856
22017,Tuvalu,1990,10992
22018,Tuvalu,1991,7328
22019,Tuvalu,1992,7328
22020,Tuvalu,1993,7328
22021,Tuvalu,1994,7328
22022,Tuvalu,1995,10992
22023,Tuvalu,1996,7328
22024,Tuvalu,1997,7328
22025,Tuvalu,1998,10992
22026,Tuvalu,1999,3664
22027,Tuvalu,2000,7328
22028,Tuvalu,2001,10992
22029,Tuvalu,2002,10992
22030,Tuvalu,2003,10992
22031,Tuvalu,2004,10992
22032,Tuvalu,2005,7328
22033,Tuvalu,2006,10992
22034,Tuvalu,2007,10992
22035,Tuvalu,2008,10992
22036,Tuvalu,2009,10992
22037,Tuvalu,2010,10992
22038,Tuvalu,2011,10992
22039,Tuvalu,2012,10992
22040,Tuvalu,2013,10992
22041,Tuvalu,2014,7328
22088,Uganda,1990,760855
22089,Uganda,1991,779805
22090,Uganda,1992,797791
22091,Uganda,1993,797457
22092,Uganda,1994,708177
22093,Uganda,1995,925485
22094,Uganda,1996,1018092
22095,Uganda,1997,1061946
22096,Uganda,1998,1208757
22097,Uganda,1999,1254724
22098,Uganda,2000,1360870
22099,Uganda,2001,1417088
22100,Uganda,2002,1446221
22101,Uganda,2003,1512745
22102,Uganda,2004,1607486
22103,Uganda,2005,2017941
22104,Uganda,2006,2383386
22105,Uganda,2007,2709990
22106,Uganda,2008,2779614
22107,Uganda,2009,2999798
22108,Uganda,2010,3569619
22109,Uganda,2011,3824069
22110,Uganda,2012,3626987
22111,Uganda,2013,3754530
22112,Uganda,2014,4089666
22257,Ukraine,1990,705829992
22258,Ukraine,1991,632536626
22259,Ukraine,1992,589060251
22260,Ukraine,1993,510199537
22261,Ukraine,1994,419266301
22262,Ukraine,1995,389864615
22263,Ukraine,1996,351408753
22264,Ukraine,1997,340242686
22265,Ukraine,1998,328578938
22266,Ukraine,1999,298203960
22267,Ukraine,2000,285337201
22268,Ukraine,2001,303559229
22269,Ukraine,2002,295673490
22270,Ukraine,2003,307017472
22271,Ukraine,2004,310362748
22272,Ukraine,2005,313118088
22273,Ukraine,2006,332670337
22274,Ukraine,2007,336364014
22275,Ukraine,2008,325532713
22276,Ukraine,2009,277293501
22277,Ukraine,2010,294078322
22278,Ukraine,2011,307952841
22279,Ukraine,2012,303976430
22280,Ukraine,2013,297249639
22281,Ukraine,2014,257508606
22319,United Arab Emirates,1990,51703774
22320,United Arab Emirates,1991,56673423
22321,United Arab Emirates,1992,57757056
22322,United Arab Emirates,1993,65565563
22323,United Arab Emirates,1994,72604782
22324,United Arab Emirates,1995,70012283
22325,United Arab Emirates,1996,72774932
22326,United Arab Emirates,1997,73100847
22327,United Arab Emirates,1998,80682526
22328,United Arab Emirates,1999,77543763
22329,United Arab Emirates,2000,111787053
22330,United Arab Emirates,2001,100590959
22331,United Arab Emirates,2002,83698221
22332,United Arab Emirates,2003,105618741
22333,United Arab Emirates,2004,111801797
22334,United Arab Emirates,2005,114477675
22335,United Arab Emirates,2006,121737475
22336,United Arab Emirates,2007,133264015
22337,United Arab Emirates,2008,153969705
22338,United Arab Emirates,2009,165499676
22339,United Arab Emirates,2010,180621656
22340,United Arab Emirates,2011,192991346
22341,United Arab Emirates,2012,201548069
22342,United Arab Emirates,2013,205390401
22343,United Arab Emirates,2014,201927104
22590,United Kingdom,1990,600343890
22591,United Kingdom,1991,608430640
22592,United Kingdom,1992,592883834
22593,United Kingdom,1993,578635270
22594,United Kingdom,1994,574640846
22595,United Kingdom,1995,566567960
22596,United Kingdom,1996,588187603
22597,United Kingdom,1997,562333177
22598,United Kingdom,1998,567600126
22599,United Kingdom,1999,561108555
22600,United Kingdom,2000,567585033
22601,United Kingdom,2001,576313538
22602,United Kingdom,2002,560066032
22603,United Kingdom,2003,571471921
22604,United Kingdom,2004,572903657
22605,United Kingdom,2005,569962114
22606,United Kingdom,2006,567571938
22607,United Kingdom,2007,559236418
22608,United Kingdom,2008,544498125
22609,United Kingdom,2009,493894854
22610,United Kingdom,2010,511631630
22611,United Kingdom,2011,469453672
22612,United Kingdom,2012,487516555
22613,United Kingdom,2013,477387488
22614,United Kingdom,2014,438540999
22811,United States,1990,5113454675
22812,United States,1991,5057930940
22813,United States,1992,5167480847
22814,United States,1993,5267343060
22815,United States,1994,5358824048
22816,United States,1995,5421502465
22817,United States,1996,5610581589
22818,United States,1997,5686464995
22819,United States,1998,5731049595
22820,United States,1999,5804668919
22821,United States,2000,6010508353
22822,United States,2001,5904881595
22823,United States,2002,5946770566
22824,United States,2003,6011837495
22825,United States,2004,6114006880
22826,United States,2005,6134521473
22827,United States,2006,6051668046
22828,United States,2007,6131004158
22829,United States,2008,5914077766
22830,United States,2009,5478209686
22831,United States,2010,5675786435
22832,United States,2011,5540173478
22833,United States,2012,5338698344
22834,United States,2013,5474256770
22835,United States,2014,5522807202
22900,Uruguay,1990,3967289
22901,Uruguay,1991,4527678
22902,Uruguay,1992,5142888
22903,Uruguay,1993,4439220
22904,Uruguay,1994,4030404
22905,Uruguay,1995,4557192
22906,Uruguay,1996,5405165
22907,Uruguay,1997,5513665
22908,Uruguay,1998,5638758
22909,Uruguay,1999,6682218
22910,Uruguay,2000,5268017
22911,Uruguay,2001,5030443
22912,Uruguay,2002,4557757
22913,Uruguay,2003,4526888
22914,Uruguay,2004,5564822
22915,Uruguay,2005,5726669
22916,Uruguay,2006,6597095
22917,Uruguay,2007,5947501
22918,Uruguay,2008,8201629
22919,Uruguay,2009,7946771
22920,Uruguay,2010,6297960
22921,Uruguay,2011,7652644
22922,Uruguay,2012,8591791
22923,Uruguay,2013,7492373
22924,Uruguay,2014,6684323
23069,Uzbekistan,1990,103515759
23070,Uzbekistan,1991,102920705
23071,Uzbekistan,1992,110984327
23072,Uzbekistan,1993,115617242
23073,Uzbekistan,1994,107979978
23074,Uzbekistan,1995,102663682
23075,Uzbekistan,1996,105546009
23076,Uzbekistan,1997,106629578
23077,Uzbekistan,1998,118498913
23078,Uzbekistan,1999,121739198
23079,Uzbekistan,2000,120994017
23080,Uzbekistan,2001,122586352
23081,Uzbekistan,2002,127518315
23082,Uzbekistan,2003,125935969
23083,Uzbekistan,2004,125118217
23084,Uzbekistan,2005,116576172
23085,Uzbekistan,2006,119364938
23086,Uzbekistan,2007,119113158
23087,Uzbekistan,2008,123038846
23088,Uzbekistan,2009,106251774
23089,Uzbekistan,2010,103336000
23090,Uzbekistan,2011,112704612
23091,Uzbekistan,2012,114891110
23092,Uzbekistan,2013,109473193
23093,Uzbekistan,2014,104953028
23128,Vanuatu,1990,65952
23129,Vanuatu,1991,65952
23130,Vanuatu,1992,62288
23131,Vanuatu,1993,62288
23132,Vanuatu,1994,62288
23133,Vanuatu,1995,65952
23134,Vanuatu,1996,84272
23135,Vanuatu,1997,84272
23136,Vanuatu,1998,80608
23137,Vanuatu,1999,84272
23138,Vanuatu,2000,84272
23139,Vanuatu,2001,87936
23140,Vanuatu,2002,84272
23141,Vanuatu,2003,84272
23142,Vanuatu,2004,58624
23143,Vanuatu,2005,58624
23144,Vanuatu,2006,47632
23145,Vanuatu,2007,98928
23146,Vanuatu,2008,95264
23147,Vanuatu,2009,120912
23148,Vanuatu,2010,120912
23149,Vanuatu,2011,131904
23150,Vanuatu,2012,113584
23151,Vanuatu,2013,106256
23152,Vanuatu,2014,153888
23238,Venezuela,1990,121823036
23239,Venezuela,1991,115052176
23240,Venezuela,1992,105576784
23241,Venezuela,1993,123966331
23242,Venezuela,1994,129531168
23243,Venezuela,1995,132876193
23244,Venezuela,1996,122338416
23245,Venezuela,1997,133482705
23246,Venezuela,1998,166803906
23247,Venezuela,1999,172562678
23248,Venezuela,2000,151869910
23249,Venezuela,2001,171975048
23250,Venezuela,2002,192746571
23251,Venezuela,2003,191457512
23252,Venezuela,2004,151268097
23253,Venezuela,2005,163822999
23254,Venezuela,2006,160160226
23255,Venezuela,2007,149924084
23256,Venezuela,2008,168690196
23257,Venezuela,2009,169572855
23258,Venezuela,2010,184084056
23259,Venezuela,2011,175944973
23260,Venezuela,2012,182224419
23261,Venezuela,2013,207424913
23262,Venezuela,2014,186708214
23367,Vietnam,1990,21298647
23368,Vietnam,1991,21375535
23369,Vietnam,1992,21466459
23370,Vietnam,1993,22853002
23371,Vietnam,1994,26168861
23372,Vietnam,1995,28696697
23373,Vietnam,1996,34206458
23374,Vietnam,1997,44516863
23375,Vietnam,1998,46791454
23376,Vietnam,1999,46889833
23377,Vietnam,2000,52600951
23378,Vietnam,2001,59654045
23379,Vietnam,2002,68499452
23380,Vietnam,2003,76047699
23381,Vietnam,2004,87743442
23382,Vietnam,2005,94693883
23383,Vietnam,2006,98625742
23384,Vietnam,2007,100362015
23385,Vietnam,2008,113326892
23386,Vietnam,2009,123442875
23387,Vietnam,2010,138585135
23388,Vietnam,2011,151230628
23389,Vietnam,2012,142552003
23390,Vietnam,2013,149220090
23391,Vietnam,2014,169006166
23398,Wallis and Futuna,2001,14656
23399,Wallis and Futuna,2002,25648
23400,Wallis and Futuna,2003,25648
23401,Wallis and Futuna,2004,25648
23402,Wallis and Futuna,2005,29312
23403,Wallis and Futuna,2006,29312
23404,Wallis and Futuna,2007,29312
23405,Wallis and Futuna,2008,21984
23406,Wallis and Futuna,2009,29312
23407,Wallis and Futuna,2010,29312
23408,Wallis and Futuna,2011,25648
23409,Wallis and Futuna,2012,25648
23410,Wallis and Futuna,2013,21984
23411,Wallis and Futuna,2014,21984
23658,World,1990,22749574360
23659,World,1991,23238102148
23660,World,1992,22569624280
23661,World,1993,22803495349
23662,World,1994,22964583359
23663,World,1995,23453944453
23664,World,1996,24154961206
23665,World,1997,24300550431
23666,World,1998,24206271270
23667,World,1999,24518962288
23668,World,2000,25234207250
23669,World,2001,25451054498
23670,World,2002,26039191477
23671,World,2003,27366723291
23672,World,2004,28627533033
23673,World,2005,29602777196
23674,World,2006,30583530081
23675,World,2007,31493741589
23676,World,2008,32069444008
23677,World,2009,31607042410
23678,World,2010,33343300453
23679,World,2011,34468451046
23680,World,2012,34974075146
23681,World,2013,35283025443
23682,World,2014,35534442952
23729,Yemen,1990,9520184
23730,Yemen,1991,9127376
23731,Yemen,1992,9873645
23732,Yemen,1993,8625426
23733,Yemen,1994,8982038
23734,Yemen,1995,10352088
23735,Yemen,1996,10526331
23736,Yemen,1997,11315914
23737,Yemen,1998,12064542
23738,Yemen,1999,13723955
23739,Yemen,2000,14475379
23740,Yemen,2001,16016834
23741,Yemen,2002,15554371
23742,Yemen,2003,17081395
23743,Yemen,2004,18647044
23744,Yemen,2005,19794359
23745,Yemen,2006,21084874
23746,Yemen,2007,20719069
23747,Yemen,2008,22025267
23748,Yemen,2009,24251389
23749,Yemen,2010,23150591
23750,Yemen,2011,20190194
23751,Yemen,2012,18268332
23752,Yemen,2013,24976297
23753,Yemen,2014,24215664
23800,Zambia,1990,2407113
23801,Zambia,1991,2381811
23802,Zambia,1992,2424693
23803,Zambia,1993,2466007
23804,Zambia,1994,2393258
23805,Zambia,1995,2142313
23806,Zambia,1996,1837995
23807,Zambia,1997,2354102
23808,Zambia,1998,2278458
23809,Zambia,1999,1777604
23810,Zambia,2000,1784113
23811,Zambia,2001,1885603
23812,Zambia,2002,1960891
23813,Zambia,2003,2074413
23814,Zambia,2004,2104131
23815,Zambia,2005,2242543
23816,Zambia,2006,2231118
23817,Zambia,2007,2294254
23818,Zambia,2008,2553028
23819,Zambia,2009,2940336
23820,Zambia,2010,3120300
23821,Zambia,2011,3372367
23822,Zambia,2012,4165843
23823,Zambia,2013,4416159
23824,Zambia,2014,4876557
23918,Zimbabwe,1990,15551593
23919,Zimbabwe,1991,15501544
23920,Zimbabwe,1992,16713458
23921,Zimbabwe,1993,16046611
23922,Zimbabwe,1994,17393590
23923,Zimbabwe,1995,15028392
23924,Zimbabwe,1996,14908902
23925,Zimbabwe,1997,13911984
23926,Zimbabwe,1998,14131139
23927,Zimbabwe,1999,15727769
23928,Zimbabwe,2000,13818202
23929,Zimbabwe,2001,12508722
23930,Zimbabwe,2002,11895839
23931,Zimbabwe,2003,10609583
23932,Zimbabwe,2004,9428642
23933,Zimbabwe,2005,10698489
23934,Zimbabwe,2006,10365461
23935,Zimbabwe,2007,9835161
23936,Zimbabwe,2008,7720014
23937,Zimbabwe,2009,5476316
23938,Zimbabwe,2010,7878316
23939,Zimbabwe,2011,9743983
23940,Zimbabwe,2012,7882889
23941,Zimbabwe,2013,11836254
23942,Zimbabwe,2014,11905687
