,Entity,Year,Deaths %
0,Afghanistan,1990,21.32844596451756
1,Afghanistan,1991,21.01177026364608
2,Afghanistan,1992,21.19281019672432
3,Afghanistan,1993,21.36716938747399
4,Afghanistan,1994,21.09481091340307
5,Afghanistan,1995,21.27591591329159
6,Afghanistan,1996,21.47493203218957
7,Afghanistan,1997,21.37542823263376
8,Afghanistan,1998,20.63807572149898
9,Afghanistan,1999,21.55497368198208
10,Afghanistan,2000,21.49746283035899
11,Afghanistan,2001,21.42048576480184
12,Afghanistan,2002,21.26885115152708
13,Afghanistan,2003,21.66512206921027
14,Afghanistan,2004,21.64842946939852
15,Afghanistan,2005,21.38672711927325
16,Afghanistan,2006,21.03862285768128
17,Afghanistan,2007,20.7148149726242
18,Afghanistan,2008,20.4908225427027
19,Afghanistan,2009,20.26510342906108
20,Afghanistan,2010,19.98843697691666
21,Afghanistan,2011,19.77524279648821
22,Afghanistan,2012,19.50155953398491
23,Afghanistan,2013,19.308681955120345
24,Afghanistan,2014,18.80734853642892
30,Africa,1990,13.86772991705196
31,Africa,1991,13.75552447563294
32,Africa,1992,13.64959291817684
33,Africa,1993,13.50026696416155
34,Africa,1994,12.72654463573106
35,Africa,1995,13.144523289308472
36,Africa,1996,12.94730523910124
37,Africa,1997,12.80813620815619
38,Africa,1998,12.69398319169921
39,Africa,1999,12.56433668445402
40,Africa,2000,12.46246970102639
41,Africa,2001,12.41299508566676
42,Africa,2002,12.35445389303362
43,Africa,2003,12.27298591849023
44,Africa,2004,12.24898649363921
45,Africa,2005,12.29001748507344
46,Africa,2006,12.41260466468016
47,Africa,2007,12.49676586574146
48,Africa,2008,12.614993089110598
49,Africa,2009,12.714833650491238
50,Africa,2010,12.80604724641005
51,Africa,2011,12.89345840580258
52,Africa,2012,13.02943127511808
53,Africa,2013,13.07795006464288
54,Africa,2014,13.07002152223996
60,African Region,1990,13.6470125280168
61,African Region,1991,13.514797614062148
62,African Region,1992,13.38609955148852
63,African Region,1993,13.19177755645442
64,African Region,1994,12.29798065007134
65,African Region,1995,12.7826103446972
66,African Region,1996,12.56967907623995
67,African Region,1997,12.41529805233134
68,African Region,1998,12.29382158942532
69,African Region,1999,12.14979042174548
70,African Region,2000,12.06093149324762
71,African Region,2001,11.99288288471982
72,African Region,2002,11.928427760726873
73,African Region,2003,11.8318035024955
74,African Region,2004,11.81802873451633
75,African Region,2005,11.85531882897363
76,African Region,2006,11.98600190464921
77,African Region,2007,12.06909565982959
78,African Region,2008,12.18426714359274
79,African Region,2009,12.28467557173796
80,African Region,2010,12.39101237569707
81,African Region,2011,12.51979624255024
82,African Region,2012,12.6616429516337
83,African Region,2013,12.75345900733888
84,African Region,2014,12.75275138404322
90,African Union,1990,13.86772991705196
91,African Union,1991,13.75552447563294
92,African Union,1992,13.64959291817684
93,African Union,1993,13.50026696416155
94,African Union,1994,12.72654463573106
95,African Union,1995,13.144523289308472
96,African Union,1996,12.94730523910124
97,African Union,1997,12.80813620815619
98,African Union,1998,12.69398319169921
99,African Union,1999,12.56433668445402
100,African Union,2000,12.46246970102639
101,African Union,2001,12.41299508566676
102,African Union,2002,12.35445389303362
103,African Union,2003,12.27298591849023
104,African Union,2004,12.24898649363921
105,African Union,2005,12.29001748507344
106,African Union,2006,12.41260466468016
107,African Union,2007,12.49676586574146
108,African Union,2008,12.614993089110598
109,African Union,2009,12.714833650491238
110,African Union,2010,12.80604724641005
111,African Union,2011,12.89345840580258
112,African Union,2012,13.02943127511808
113,African Union,2013,13.07795006464288
114,African Union,2014,13.07002152223996
120,Albania,1990,17.65407039444569
121,Albania,1991,17.61363627068305
122,Albania,1992,17.42990338570997
123,Albania,1993,17.17148080539373
124,Albania,1994,16.87849719314402
125,Albania,1995,16.789055307843732
126,Albania,1996,16.58845124390368
127,Albania,1997,15.08136050029213
128,Albania,1998,15.96579619544565
129,Albania,1999,15.627983920194598
130,Albania,2000,15.26503546491271
131,Albania,2001,14.87054554122487
132,Albania,2002,14.62721504292272
133,Albania,2003,14.38826274910754
134,Albania,2004,13.99610828703761
135,Albania,2005,13.60177777203099
136,Albania,2006,13.10393621877028
137,Albania,2007,12.62515920983168
138,Albania,2008,12.27001805052704
139,Albania,2009,11.93326026581502
140,Albania,2010,11.55165282063434
141,Albania,2011,11.27640652128524
142,Albania,2012,10.98630651599224
143,Albania,2013,10.74092034899868
144,Albania,2014,10.50879256254438
150,Algeria,1990,10.89571738397398
151,Algeria,1991,10.9648086075255
152,Algeria,1992,10.98725569197013
153,Algeria,1993,11.03196447618001
154,Algeria,1994,11.010945850129833
155,Algeria,1995,11.04926857058247
156,Algeria,1996,11.19540213741972
157,Algeria,1997,11.16635049224186
158,Algeria,1998,11.30914579738591
159,Algeria,1999,11.57893634672595
160,Algeria,2000,11.56132918290307
161,Algeria,2001,11.51063710758547
162,Algeria,2002,11.41519967795413
163,Algeria,2003,11.227569373272669
164,Algeria,2004,11.20273594221172
165,Algeria,2005,11.056236315147562
166,Algeria,2006,10.92120288052285
167,Algeria,2007,10.758245927763529
168,Algeria,2008,10.62193188835798
169,Algeria,2009,10.51834360801599
170,Algeria,2010,10.4781673997708
171,Algeria,2011,10.50948288588413
172,Algeria,2012,10.57561973127988
173,Algeria,2013,10.68276311099477
174,Algeria,2014,10.76536742913973
180,America,1990,7.033792872281321
181,America,1991,6.87439325270744
182,America,1992,6.789354662924641
183,America,1993,6.6726485966386
184,America,1994,6.56473748302756
185,America,1995,6.46878548756644
186,America,1996,6.38673058865985
187,America,1997,6.30643639761051
188,America,1998,6.19726533919428
189,America,1999,6.07934429227398
190,America,2000,5.978354806423511
191,America,2001,5.85985762989198
192,America,2002,5.752518822443959
193,America,2003,5.63369652988897
194,America,2004,5.51072889598177
195,America,2005,5.4077227651431
196,America,2006,5.32962749193702
197,America,2007,5.205723086442251
198,America,2008,5.085148528651439
199,America,2009,4.99720261546501
200,America,2010,4.71937998117869
201,America,2011,4.82789487505568
202,America,2012,4.7249452191135095
203,America,2013,4.61606457263695
204,America,2014,4.4920776659498
210,American Samoa,1990,7.18063732846949
211,American Samoa,1991,6.86256865807844
212,American Samoa,1992,6.563085413125271
213,American Samoa,1993,6.28869532135055
214,American Samoa,1994,5.98723534698993
215,American Samoa,1995,5.7230178222373205
216,American Samoa,1996,5.52813728626844
217,American Samoa,1997,5.3869456187140905
218,American Samoa,1998,5.25943235184922
219,American Samoa,1999,5.14358398344227
220,American Samoa,2000,4.9608567083875
221,American Samoa,2001,4.8074175998477
222,American Samoa,2002,4.65512814720909
223,American Samoa,2003,4.45165080480042
224,American Samoa,2004,4.39451971328211
225,American Samoa,2005,4.32387935456387
226,American Samoa,2006,4.30846201191974
227,American Samoa,2007,4.2805934873727605
228,American Samoa,2008,4.27472204688627
229,American Samoa,2009,3.97782479999057
230,American Samoa,2010,4.21340235581251
231,American Samoa,2011,4.14224450032215
232,American Samoa,2012,4.03557979201927
233,American Samoa,2013,3.92571256711363
234,American Samoa,2014,3.8348336169509
240,Andean Latin America,1990,11.48205953880273
241,Andean Latin America,1991,10.63758044341944
242,Andean Latin America,1992,10.69970901707811
243,Andean Latin America,1993,10.40667430379789
244,Andean Latin America,1994,10.16159562444777
245,Andean Latin America,1995,9.91732891152818
246,Andean Latin America,1996,9.57278968174803
247,Andean Latin America,1997,9.30279820885597
248,Andean Latin America,1998,9.032417475961129
249,Andean Latin America,1999,8.72584727577844
250,Andean Latin America,2000,8.60121325823439
251,Andean Latin America,2001,8.465964063656541
252,Andean Latin America,2002,8.34520121864894
253,Andean Latin America,2003,8.26802340079099
254,Andean Latin America,2004,8.174525907237069
255,Andean Latin America,2005,8.10978631425169
256,Andean Latin America,2006,8.0406987758846
257,Andean Latin America,2007,7.9804409114877
258,Andean Latin America,2008,7.969212543003169
259,Andean Latin America,2009,8.05261277544334
260,Andean Latin America,2010,8.05994433263605
261,Andean Latin America,2011,8.0495982062504
262,Andean Latin America,2012,7.9744418078934896
263,Andean Latin America,2013,7.8663057297065295
264,Andean Latin America,2014,7.69898355520719
270,Andorra,1990,3.99070586278746
271,Andorra,1991,3.8565145456745102
272,Andorra,1992,3.72595336336953
273,Andorra,1993,3.64408249866867
274,Andorra,1994,3.6113368630490297
275,Andorra,1995,3.63716485727314
276,Andorra,1996,3.63045914097615
277,Andorra,1997,3.63224565993868
278,Andorra,1998,3.65410551491243
279,Andorra,1999,3.7061160145373
280,Andorra,2000,3.7215034973763896
281,Andorra,2001,3.6602517594157695
282,Andorra,2002,3.60037883787678
283,Andorra,2003,3.46996507741563
284,Andorra,2004,3.3751663331419497
285,Andorra,2005,3.28463716980688
286,Andorra,2006,3.22214080080891
287,Andorra,2007,3.11930634746986
288,Andorra,2008,3.04115065968696
289,Andorra,2009,2.99809629011007
290,Andorra,2010,2.96140149133492
291,Andorra,2011,2.91756566900334
292,Andorra,2012,2.86416233192596
293,Andorra,2013,2.81212627951512
294,Andorra,2014,2.7245839133933
300,Angola,1990,13.40830323207673
301,Angola,1991,13.52212199876158
302,Angola,1992,13.410720937926229
303,Angola,1993,12.83231420960359
304,Angola,1994,13.21627484876493
305,Angola,1995,13.29336993160828
306,Angola,1996,13.11205807598062
307,Angola,1997,12.83739809723367
308,Angola,1998,12.32893615067964
309,Angola,1999,12.61935629719852
310,Angola,2000,12.632408234572807
311,Angola,2001,12.48251552357922
312,Angola,2002,12.47227593533718
313,Angola,2003,12.41722610692862
314,Angola,2004,12.430348520436969
315,Angola,2005,12.28784330622528
316,Angola,2006,12.191300081066087
317,Angola,2007,12.07818265166181
318,Angola,2008,12.01219551262696
319,Angola,2009,11.87288209746116
320,Angola,2010,11.734616564561753
321,Angola,2011,11.522309635662891
322,Angola,2012,11.281519754451107
323,Angola,2013,10.99929243905115
324,Angola,2014,10.70123023213231
330,Antigua and Barbuda,1990,6.16960339058065
331,Antigua and Barbuda,1991,6.15656372954762
332,Antigua and Barbuda,1992,6.14932899828422
333,Antigua and Barbuda,1993,6.15179452520444
334,Antigua and Barbuda,1994,6.11129086207347
335,Antigua and Barbuda,1995,6.07367546350473
336,Antigua and Barbuda,1996,6.01625162167165
337,Antigua and Barbuda,1997,5.59891337495206
338,Antigua and Barbuda,1998,5.90885424987218
339,Antigua and Barbuda,1999,5.81980134796926
340,Antigua and Barbuda,2000,5.69420766197446
341,Antigua and Barbuda,2001,5.60903453170733
342,Antigua and Barbuda,2002,5.45111418463829
343,Antigua and Barbuda,2003,5.31022553244995
344,Antigua and Barbuda,2004,5.15608185775468
345,Antigua and Barbuda,2005,5.08334156889296
346,Antigua and Barbuda,2006,5.03796727887615
347,Antigua and Barbuda,2007,5.03473464277874
348,Antigua and Barbuda,2008,5.03394368756154
349,Antigua and Barbuda,2009,4.955381691444591
350,Antigua and Barbuda,2010,4.96196902443437
351,Antigua and Barbuda,2011,4.97450287436556
352,Antigua and Barbuda,2012,4.98775884108834
353,Antigua and Barbuda,2013,5.06280608603911
354,Antigua and Barbuda,2014,5.10924430504759
360,Argentina,1990,6.05965475769948
361,Argentina,1991,5.98398073340762
362,Argentina,1992,5.91020151712185
363,Argentina,1993,5.799529599157649
364,Argentina,1994,5.66605501450467
365,Argentina,1995,5.557957246580711
366,Argentina,1996,5.419113522027899
367,Argentina,1997,5.2539629631807205
368,Argentina,1998,5.11008805707958
369,Argentina,1999,4.9645037724296905
370,Argentina,2000,4.77610571536137
371,Argentina,2001,4.63775744451707
372,Argentina,2002,4.52100251022042
373,Argentina,2003,4.41585370934175
374,Argentina,2004,4.3071128056679004
375,Argentina,2005,4.24304394030375
376,Argentina,2006,4.20169358330046
377,Argentina,2007,4.20735892657392
378,Argentina,2008,4.14889101519397
379,Argentina,2009,4.14850510660488
380,Argentina,2010,4.15240427082313
381,Argentina,2011,4.17885767895586
382,Argentina,2012,4.2111643109456
383,Argentina,2013,4.22789071435946
384,Argentina,2014,4.240772563020951
390,Armenia,1990,13.62291034034873
391,Armenia,1991,13.71668048905536
392,Armenia,1992,13.82774442636322
393,Armenia,1993,13.83467118416291
394,Armenia,1994,13.7543795795348
395,Armenia,1995,13.85389905770162
396,Armenia,1996,13.88424651962468
397,Armenia,1997,13.7723415021078
398,Armenia,1998,13.700920879032822
399,Armenia,1999,13.710073455821409
400,Armenia,2000,13.65055806424483
401,Armenia,2001,13.54470102694686
402,Armenia,2002,13.41296742958025
403,Armenia,2003,13.2456197309385
404,Armenia,2004,13.021334119053
405,Armenia,2005,12.86689516654852
406,Armenia,2006,12.777332965445453
407,Armenia,2007,12.67131949034544
408,Armenia,2008,12.567689807201878
409,Armenia,2009,12.428171456686847
410,Armenia,2010,12.26432944998489
411,Armenia,2011,12.22173955189676
412,Armenia,2012,12.15162997998707
413,Armenia,2013,12.10530058802311
414,Armenia,2014,12.06347262687315
420,Asia,1990,18.73514665382983
421,Asia,1991,18.52784366596596
422,Asia,1992,18.47953728155181
423,Asia,1993,18.41387862751728
424,Asia,1994,18.329758567238
425,Asia,1995,18.10549312232876
426,Asia,1996,18.07282325162482
427,Asia,1997,17.981076048408738
428,Asia,1998,17.77984221098741
429,Asia,1999,17.63116029220262
430,Asia,2000,17.562603422688262
431,Asia,2001,17.50389378995635
432,Asia,2002,17.43438021504827
433,Asia,2003,17.35338396008048
434,Asia,2004,17.09790750854997
435,Asia,2005,17.01676594088766
436,Asia,2006,16.90657246221445
437,Asia,2007,16.80003872072598
438,Asia,2008,16.63080586238823
439,Asia,2009,16.589370799716622
440,Asia,2010,16.4634427485703
441,Asia,2011,16.33797207778128
442,Asia,2012,16.26398451337885
443,Asia,2013,16.21143175852215
444,Asia,2014,16.10348358543581
450,Australasia,1990,2.04385347320371
451,Australasia,1991,1.9936468891867
452,Australasia,1992,1.9505323071542904
453,Australasia,1993,1.90438953652018
454,Australasia,1994,1.86358390150946
455,Australasia,1995,1.8246876104426
456,Australasia,1996,1.78917338548018
457,Australasia,1997,1.75434137737078
458,Australasia,1998,1.71304009814584
459,Australasia,1999,1.66775323678199
460,Australasia,2000,1.6187525801462
461,Australasia,2001,1.5766994406239
462,Australasia,2002,1.51389981572303
463,Australasia,2003,1.44386565050439
464,Australasia,2004,1.36401557465514
465,Australasia,2005,1.31118654448284
466,Australasia,2006,1.27444040509261
467,Australasia,2007,1.24256542154765
468,Australasia,2008,1.21273700736951
469,Australasia,2009,1.1822580319632
470,Australasia,2010,1.1631574266692
471,Australasia,2011,1.14764425258954
472,Australasia,2012,1.1358849384908098
473,Australasia,2013,1.12620475807097
474,Australasia,2014,1.11668254498329
480,Australia,1990,2.10891907031809
481,Australia,1991,2.05340257981129
482,Australia,1992,2.00495329060752
483,Australia,1993,1.95356703872922
484,Australia,1994,1.91073696982052
485,Australia,1995,1.8683803079487
486,Australia,1996,1.83295657947398
487,Australia,1997,1.79554574352295
488,Australia,1998,1.75129650690756
489,Australia,1999,1.70286813495938
490,Australia,2000,1.6547359183502
491,Australia,2001,1.6142423538877098
492,Australia,2002,1.54871534191508
493,Australia,2003,1.47896408850034
494,Australia,2004,1.39501206447681
495,Australia,2005,1.34153118599671
496,Australia,2006,1.30162501133891
497,Australia,2007,1.26800485645077
498,Australia,2008,1.23682570991946
499,Australia,2009,1.20151096557578
500,Australia,2010,1.18132794311488
501,Australia,2011,1.16748455951055
502,Australia,2012,1.16092089163955
503,Australia,2013,1.15661575961666
504,Australia,2014,1.15072421985759
510,Austria,1990,6.30888844483388
511,Austria,1991,6.31112436770757
512,Austria,1992,6.2654418375692895
513,Austria,1993,6.21962007155901
514,Austria,1994,6.13177537722763
515,Austria,1995,6.08170518552919
516,Austria,1996,5.99777860972607
517,Austria,1997,5.842223624298431
518,Austria,1998,5.65525701427096
519,Austria,1999,5.46529241920304
520,Austria,2000,5.28618543194471
521,Austria,2001,5.16818635944298
522,Austria,2002,5.10896599147116
523,Austria,2003,5.02196701823043
524,Austria,2004,4.913820994028139
525,Austria,2005,4.7866255092481405
526,Austria,2006,4.7053937319593
527,Austria,2007,4.61841048757338
528,Austria,2008,4.511069243002621
529,Austria,2009,4.4362362504530894
530,Austria,2010,4.34807215096861
531,Austria,2011,4.23506132784377
532,Austria,2012,4.0956842641276
533,Austria,2013,3.93534961598406
534,Austria,2014,3.76881423053105
540,Azerbaijan,1990,14.15635409322272
541,Azerbaijan,1991,14.31238466705478
542,Azerbaijan,1992,13.94461750001515
543,Azerbaijan,1993,14.187884898497972
544,Azerbaijan,1994,14.206398877036062
545,Azerbaijan,1995,14.617136549416248
546,Azerbaijan,1996,14.69687342460045
547,Azerbaijan,1997,14.40127488390732
548,Azerbaijan,1998,14.03889277988069
549,Azerbaijan,1999,13.64377572306689
550,Azerbaijan,2000,13.238232750702588
551,Azerbaijan,2001,12.827720684272458
552,Azerbaijan,2002,12.4163881142096
553,Azerbaijan,2003,12.01875564187234
554,Azerbaijan,2004,11.62676746119038
555,Azerbaijan,2005,11.52060690739824
556,Azerbaijan,2006,11.49352848988933
557,Azerbaijan,2007,11.47588037424124
558,Azerbaijan,2008,11.43324709101668
559,Azerbaijan,2009,11.37641344511288
560,Azerbaijan,2010,11.3099893480607
561,Azerbaijan,2011,11.28326284523739
562,Azerbaijan,2012,11.26819696419506
563,Azerbaijan,2013,11.2490419282605
564,Azerbaijan,2014,11.23343497080814
570,Bahamas,1990,5.10801632645858
571,Bahamas,1991,5.04832754160013
572,Bahamas,1992,4.96699583110781
573,Bahamas,1993,4.879658552338681
574,Bahamas,1994,4.80866716306963
575,Bahamas,1995,4.80406521521081
576,Bahamas,1996,4.78744229022781
577,Bahamas,1997,4.79627797147205
578,Bahamas,1998,4.80008307061804
579,Bahamas,1999,4.68475684300252
580,Bahamas,2000,4.55486999459508
581,Bahamas,2001,4.48369129550544
582,Bahamas,2002,4.36069546006248
583,Bahamas,2003,4.34828661450738
584,Bahamas,2004,4.29544741215319
585,Bahamas,2005,4.2513514433322
586,Bahamas,2006,4.1482252616482
587,Bahamas,2007,4.04661207742975
588,Bahamas,2008,3.9645121071604095
589,Bahamas,2009,3.91136145827348
590,Bahamas,2010,3.85633215872008
591,Bahamas,2011,3.84390065938022
592,Bahamas,2012,3.84583189157882
593,Bahamas,2013,3.87807873451892
594,Bahamas,2014,3.90204241492804
600,Bahrain,1990,17.62767182438284
601,Bahrain,1991,17.39226372142137
602,Bahrain,1992,17.19880332504459
603,Bahrain,1993,17.00001550608549
604,Bahrain,1994,16.89605153248466
605,Bahrain,1995,16.858298545857238
606,Bahrain,1996,16.85091259803723
607,Bahrain,1997,16.84723772195654
608,Bahrain,1998,16.92024654805003
609,Bahrain,1999,16.99302489101469
610,Bahrain,2000,16.32917633497102
611,Bahrain,2001,16.34407644261154
612,Bahrain,2002,16.62302918533698
613,Bahrain,2003,16.838781104307703
614,Bahrain,2004,16.7500202648149
615,Bahrain,2005,16.612742808386518
616,Bahrain,2006,16.34373964235867
617,Bahrain,2007,16.30328377289409
618,Bahrain,2008,16.07294188871183
619,Bahrain,2009,15.776284011212798
620,Bahrain,2010,15.56011485832825
621,Bahrain,2011,15.372803007972468
622,Bahrain,2012,15.26448020090148
623,Bahrain,2013,15.133738939463278
624,Bahrain,2014,15.05218756160383
630,Bangladesh,1990,18.82256170154236
631,Bangladesh,1991,16.9101602917401
632,Bangladesh,1992,18.88980450809131
633,Bangladesh,1993,19.06343992569054
634,Bangladesh,1994,19.2238291732173
635,Bangladesh,1995,19.44576477318504
636,Bangladesh,1996,19.6404738038683
637,Bangladesh,1997,19.74213388275919
638,Bangladesh,1998,19.899490943511893
639,Bangladesh,1999,20.1266852491471
640,Bangladesh,2000,20.464714908620323
641,Bangladesh,2001,20.66934063054509
642,Bangladesh,2002,20.976322971227653
643,Bangladesh,2003,21.27976738594382
644,Bangladesh,2004,21.50920309846491
645,Bangladesh,2005,21.78077033405904
646,Bangladesh,2006,21.98077894648359
647,Bangladesh,2007,21.9648477872333
648,Bangladesh,2008,21.9379143492068
649,Bangladesh,2009,21.8451660976591
650,Bangladesh,2010,21.79113232368639
651,Bangladesh,2011,21.527961346370912
652,Bangladesh,2012,21.32936738069952
653,Bangladesh,2013,21.20207506609687
654,Bangladesh,2014,21.13399724159776
660,Barbados,1990,6.55467996333696
661,Barbados,1991,6.5578465538475
662,Barbados,1992,6.52807050508301
663,Barbados,1993,6.48989545383715
664,Barbados,1994,6.462362110069381
665,Barbados,1995,6.43007211497136
666,Barbados,1996,6.39414512549861
667,Barbados,1997,6.35857952628963
668,Barbados,1998,6.27560827298739
669,Barbados,1999,6.149033763361491
670,Barbados,2000,6.03289833690698
671,Barbados,2001,5.85926416304202
672,Barbados,2002,5.74166932951353
673,Barbados,2003,5.61395928000253
674,Barbados,2004,5.4156066590630605
675,Barbados,2005,5.32037198983911
676,Barbados,2006,5.29360143288506
677,Barbados,2007,5.29942078763151
678,Barbados,2008,5.25914939468162
679,Barbados,2009,5.20084598734816
680,Barbados,2010,5.16036302755717
681,Barbados,2011,5.211870239970421
682,Barbados,2012,5.2929250154781
683,Barbados,2013,5.42513390899034
684,Barbados,2014,5.5488144336193
690,Belarus,1990,10.36002256582847
691,Belarus,1991,10.21337822162892
692,Belarus,1992,10.04737250816298
693,Belarus,1993,10.0133163418858
694,Belarus,1994,9.86442032067063
695,Belarus,1995,9.81908050804437
696,Belarus,1996,9.71884250222498
697,Belarus,1997,9.55912513676763
698,Belarus,1998,9.41883847021446
699,Belarus,1999,9.34233901309036
700,Belarus,2000,9.26230676686819
701,Belarus,2001,9.26269809680429
702,Belarus,2002,9.24090850215947
703,Belarus,2003,9.15959313821152
704,Belarus,2004,9.09452319489002
705,Belarus,2005,9.06528661725008
706,Belarus,2006,9.0349972860797
707,Belarus,2007,9.03929802691701
708,Belarus,2008,9.08272418965479
709,Belarus,2009,9.14390855532307
710,Belarus,2010,9.143562274980049
711,Belarus,2011,9.04905916273338
712,Belarus,2012,8.75178289000388
713,Belarus,2013,8.42970050881255
714,Belarus,2014,8.07390988423
720,Belgium,1990,6.6968184113712
721,Belgium,1991,6.55556232810338
722,Belgium,1992,6.36723058439776
723,Belgium,1993,6.29411566025236
724,Belgium,1994,6.16952056433192
725,Belgium,1995,6.116569583427911
726,Belgium,1996,5.99965168011543
727,Belgium,1997,5.84350440699695
728,Belgium,1998,5.71734022322057
729,Belgium,1999,5.54297210857723
730,Belgium,2000,5.3718883483327495
731,Belgium,2001,5.1671404836307095
732,Belgium,2002,5.11511832060447
733,Belgium,2003,4.96766694304569
734,Belgium,2004,4.82583265853831
735,Belgium,2005,4.70015672132744
736,Belgium,2006,4.62533540923222
737,Belgium,2007,4.64203425211913
738,Belgium,2008,4.66057801140267
739,Belgium,2009,4.6981775715522
740,Belgium,2010,4.659243836413831
741,Belgium,2011,4.4978286120249695
742,Belgium,2012,4.25433052144173
743,Belgium,2013,3.95662464155017
744,Belgium,2014,3.67761072188426
750,Belize,1990,10.37323397454105
751,Belize,1991,9.89607603799887
752,Belize,1992,9.77748800774711
753,Belize,1993,9.55279279762717
754,Belize,1994,9.34955020280645
755,Belize,1995,9.29891237954967
756,Belize,1996,9.22627510773049
757,Belize,1997,9.19062277106414
758,Belize,1998,9.075643406935828
759,Belize,1999,9.11296308630064
760,Belize,2000,8.95107867969255
761,Belize,2001,8.51407547204694
762,Belize,2002,8.2967242131506
763,Belize,2003,8.16464107372504
764,Belize,2004,8.0031567872935
765,Belize,2005,7.85173223625731
766,Belize,2006,7.70872221953627
767,Belize,2007,7.4804819981027
768,Belize,2008,7.16871077626873
769,Belize,2009,7.0069308424345
770,Belize,2010,6.8975792525253095
771,Belize,2011,6.89570037902822
772,Belize,2012,6.95824318007945
773,Belize,2013,7.064156314793981
774,Belize,2014,7.1281973363356
780,Benin,1990,16.70527037645002
781,Benin,1991,16.58349618938523
782,Benin,1992,16.52286181893859
783,Benin,1993,16.41881006118603
784,Benin,1994,16.288123096033992
785,Benin,1995,16.16822427347416
786,Benin,1996,16.00928858908273
787,Benin,1997,15.863920119376
788,Benin,1998,15.69173296976258
789,Benin,1999,15.553348539150369
790,Benin,2000,15.45909212363198
791,Benin,2001,15.2185819178465
792,Benin,2002,15.262076504554202
793,Benin,2003,15.040520047167218
794,Benin,2004,14.97692001054832
795,Benin,2005,14.87349542946634
796,Benin,2006,14.87478107032712
797,Benin,2007,14.71988462853639
798,Benin,2008,14.98677890561018
799,Benin,2009,15.24636890145584
800,Benin,2010,15.39605080038135
801,Benin,2011,15.462409633212252
802,Benin,2012,15.53839224713546
803,Benin,2013,15.509347253642591
804,Benin,2014,15.36689096360187
810,Bermuda,1990,4.44256666264958
811,Bermuda,1991,4.37089438211452
812,Bermuda,1992,4.25480064177692
813,Bermuda,1993,4.14236500660226
814,Bermuda,1994,4.04934366570236
815,Bermuda,1995,3.950901747088361
816,Bermuda,1996,3.79162157506327
817,Bermuda,1997,3.60545737799928
818,Bermuda,1998,3.3873165536309404
819,Bermuda,1999,3.17504102366677
820,Bermuda,2000,2.92388999852633
821,Bermuda,2001,2.85009968999302
822,Bermuda,2002,2.72812212098412
823,Bermuda,2003,2.59270559415514
824,Bermuda,2004,2.52155762745174
825,Bermuda,2005,2.43661015188276
826,Bermuda,2006,2.32101233492901
827,Bermuda,2007,2.2012279880544603
828,Bermuda,2008,2.05782425019788
829,Bermuda,2009,1.96053676464714
830,Bermuda,2010,1.8622086992406104
831,Bermuda,2011,1.82819979747284
832,Bermuda,2012,1.75649986913955
833,Bermuda,2013,1.7209368204526398
834,Bermuda,2014,1.68520962014101
840,Bhutan,1990,17.738822401756078
841,Bhutan,1991,17.904605843480383
842,Bhutan,1992,18.012904702948
843,Bhutan,1993,18.22910814893797
844,Bhutan,1994,18.2948593954147
845,Bhutan,1995,18.631337557778068
846,Bhutan,1996,18.84941939483196
847,Bhutan,1997,19.07659527152601
848,Bhutan,1998,19.26203554149968
849,Bhutan,1999,19.14120354157955
850,Bhutan,2000,18.69345261213381
851,Bhutan,2001,19.1417904633936
852,Bhutan,2002,18.92711153516771
853,Bhutan,2003,18.815765392888668
854,Bhutan,2004,18.59134292386834
855,Bhutan,2005,18.286844639504928
856,Bhutan,2006,17.88789922557105
857,Bhutan,2007,17.78048766927845
858,Bhutan,2008,17.46231335146615
859,Bhutan,2009,17.06368264519295
860,Bhutan,2010,16.93722704927465
861,Bhutan,2011,16.93734529419416
862,Bhutan,2012,16.96064549670272
863,Bhutan,2013,16.91788967628281
864,Bhutan,2014,16.78114575379914
870,Bolivia,1990,13.52616361325418
871,Bolivia,1991,13.268616526826673
872,Bolivia,1992,13.015369559665748
873,Bolivia,1993,12.770759720709322
874,Bolivia,1994,12.518982865776607
875,Bolivia,1995,12.21760560245335
876,Bolivia,1996,11.85052733032273
877,Bolivia,1997,11.48410097372831
878,Bolivia,1998,11.0728565564827
879,Bolivia,1999,10.71088801141362
880,Bolivia,2000,10.42687022122797
881,Bolivia,2001,10.2032069184368
882,Bolivia,2002,9.97855911835644
883,Bolivia,2003,9.81705434785886
884,Bolivia,2004,9.71036674834352
885,Bolivia,2005,9.67135694981194
886,Bolivia,2006,9.670583269783869
887,Bolivia,2007,9.711517256959093
888,Bolivia,2008,9.71373434066878
889,Bolivia,2009,9.748412215632367
890,Bolivia,2010,9.75642287115199
891,Bolivia,2011,9.7567605211106
892,Bolivia,2012,9.70540992201297
893,Bolivia,2013,9.55357940433578
894,Bolivia,2014,9.38510397151952
900,Bosnia and Herzegovina,1990,17.81165080250564
901,Bosnia and Herzegovina,1991,17.96217745714753
902,Bosnia and Herzegovina,1992,15.08603411425035
903,Bosnia and Herzegovina,1993,15.66110809469678
904,Bosnia and Herzegovina,1994,16.5740166028111
905,Bosnia and Herzegovina,1995,13.81358301707078
906,Bosnia and Herzegovina,1996,17.86866720268954
907,Bosnia and Herzegovina,1997,17.61893197473334
908,Bosnia and Herzegovina,1998,17.28012905803123
