,Entity,Year,Deaths %,CO2 Emissions,CO2 Emissions Per Cap,Food Emissions,Total GHG,Consumption of Ozone,Shared CO2 Emissions,Transport,Death_rate_ambient_ozone_pol,Death_rate_household_air_pol,Death_rate_all_causes,Death_actual_ozone,Death_actual_particulate,Death_actual_household,Death_under5,Death_5-14,Death_50-69,Death_70+,Death_15-49
2242,Tajikistan,1999,19.29903359125344,2517199,0.4113,4603550.0,7140000.0,52.4,0.01,100000.0,5.1054594921954655,148.865723939335,68.9269429499931,144.06521305059027,2478.32032705916,5436.161678690288,693.5226210314491,53.02259019592586,679.13643766825,953.8209117722026,242.88297944192243
2243,Tajikistan,2000,19.27079266785102,2233862,0.3594,4628050.0,6840000.0,28.7,0.01,0.0,5.054108574843344,148.2095747632066,70.25928268798441,140.45250677280248,2467.595127504624,5285.531428298091,653.0483584300501,48.15457131776944,680.2209487428632,988.521699704417,238.1020560823234
2244,Tajikistan,2001,19.08371481996666,2287606,0.362,4677250.0,6740000.0,29.4,0.01,100000.0,4.556094634183411,146.3545996570385,72.24088153112102,125.96036888200604,2500.756449414075,5146.905251086464,625.8387278115844,44.30951270431456,682.7325937239426,1044.9904801559528,228.84550390028804
2245,Tajikistan,2002,18.64255419501528,1877243,0.2921,4880010.0,6730000.0,12.6,0.01,100000.0,4.291329778159397,140.95005930384667,74.34684295037968,117.18668428551602,2526.5203331635325,4863.759876638056,599.5304994175308,39.78063993664113,706.7219219871364,1074.962147426349,222.71180868139035
2246,Tajikistan,2003,18.121966595865,2070857,0.3166,5078790.0,6960000.0,5.9,0.01,100000.0,4.394926527487407,133.8092927055397,76.31825686062868,119.5561963492068,2566.488509931949,4560.7769044676015,574.8916476383378,35.45902080909412,718.8446292647827,1135.08371512677,221.7656934421749
2247,Tajikistan,2004,17.61361148570659,2560492,0.3843,5403640.0,7660000.0,3.1,0.01,100000.0,4.380495766098478,126.95020541948006,78.72688516209789,119.24462140411327,2630.6124629036594,4293.388790191701,555.6869735360576,30.93120400439468,740.2347605424928,1191.4077507364775,231.5963954883507
2248,Tajikistan,2005,17.32456997821324,2439487,0.3593,5645860.0,7730000.0,3.5,0.01,100000.0,4.393758099484251,122.68708267047636,82.0053269817797,120.88733257916688,2738.608033818327,4146.169933530279,531.8548709136782,28.18951820160776,790.7292338925367,1258.858207891308,249.86353549836105
2249,Tajikistan,2006,17.24370306261129,2655168,0.3836,5957530.0,8270000.0,3.6,0.01,200000.0,4.249307723786699,117.87076799543554,83.87319632280294,119.7758163728249,2846.7847435915564,4053.89458566296,528.8583513112433,26.60915994081295,833.9070784843361,1313.864538770608,263.321431457378
2250,Tajikistan,2007,17.270874065932702,3227096,0.4569,6131110.0,9000000.0,3.8,0.01,300000.0,5.1001334596853685,114.64992084002031,86.641254672681,145.86957665038315,2970.8566011354646,3985.949337228701,525.1125373416669,25.27793598152306,884.5594362721612,1400.8310076833675,280.9452605071302
2251,Tajikistan,2008,17.20585496805751,2896020,0.4017,6989800.0,9310000.0,3.9,0.01,300000.0,5.304005648222894,110.87810924283346,88.88285037642414,153.94296046749815,3084.591570444222,3900.676125509802,524.1877126480294,24.591113233643565,924.535994529211,1468.489121026131,296.73058947470776
